Player,Position,Team,Opponent,Points
Tim Tebow,QB,DEN,OAK,27.76
Carson Palmer,QB,OAK,DEN,25.58
Tom Brady,QB,NE,NYG,22.18
Matt Moore,QB,MIA,KC,22.06
Matt Ryan,QB,ATL,IND,22.00
Andy Dalton,QB,CIN,TEN,21.08
Ben Roethlisberger,QB,PIT,BAL,20.50
Tony Romo,QB,DAL,SEA,20.46
Drew Brees,QB,NO,TB,19.32
Matt Hasselbeck,QB,TEN,CIN,19.18
Eli Manning,QB,NYG,NE,18.10
Joe Flacco,QB,BAL,PIT,18.00
John Skelton,QB,ARI,LAR,16.68
Jay Cutler,QB,CHI,PHI,16.32
John Beck,QB,WAS,SF,16.06
Josh Freeman,QB,TB,NO,16.04
Matt Cassel,QB,KC,MIA,13.92
Alex Smith,QB,SF,WAS,12.90
Ryan Fitzpatrick,QB,BUF,NYJ,12.54
Michael Vick,QB,PHI,CHI,10.92
Mark Sanchez,QB,NYJ,BUF,10.90
Matt Schaub,QB,HOU,CLE,9.76
Colt McCoy,QB,CLE,HOU,9.44
Sam Bradford,QB,LAR,ARI,9.40
Tarvaris Jackson,QB,SEA,DAL,6.14
Curtis Painter,QB,IND,ATL,3.42
Dan Orlovsky,QB,IND,ATL,0.80
Josh Johnson,QB,TB,NO,0.10
Mark Brunell,QB,NYJ,BUF,0.00
Chase Daniel,QB,NO,TB,0.00
Chris Redman,QB,ATL,IND,0.00
Brandon Marshall,WR,MIA,KC,27.60
Wes Welker,WR,NE,NYG,26.90
Jordy Nelson,WR,GB,LAC,24.50
Jacoby Ford,WR,OAK,DEN,24.50
Steve Breaston,WR,KC,MIA,21.50
Earl Bennett,WR,CHI,PHI,20.50
Antonio Brown,WR,PIT,BAL,18.90
Torrey Smith,WR,BAL,PIT,18.10
Lavelle Hawkins,WR,TEN,CIN,17.30
Greg Jennings,WR,GB,LAC,16.60
Eddie Royal,WR,DEN,OAK,16.50
Joshua Cribbs,WR,CLE,HOU,16.00
Mike Wallace,WR,PIT,BAL,15.80
Anquan Boldin,WR,BAL,PIT,15.80
AJ Green,WR,CIN,TEN,15.30
Victor Cruz,WR,NYG,NE,15.10
Dwayne Bowe,WR,KC,MIA,14.80
Larry Fitzgerald,WR,ARI,LAR,14.30
Laurent Robinson,WR,DAL,SEA,14.20
Jabar Gaffney,WR,WAS,SF,14.00
Early Doucet,WR,ARI,LAR,13.80
Eric Decker,WR,DEN,OAK,13.70
David Nelson,WR,BUF,NYJ,13.60
Damian Williams,WR,TEN,CIN,13.40
Jerome Simpson,WR,CIN,TEN,13.30
Andre Caldwell,WR,CIN,TEN,13.20
Brandon Lloyd,WR,LAR,ARI,13.00
Plaxico Burress,WR,NYJ,BUF,12.90
Greg Salas,WR,LAR,ARI,12.90
Mario Manningham,WR,NYG,NE,12.30
Santonio Holmes,WR,NYJ,BUF,11.90
Vincent Brown,WR,LAC,GB,11.90
Roddy White,WR,ATL,IND,11.60
Steve Johnson,WR,BUF,NYJ,11.40
Lance Moore,WR,NO,TB,11.00
Dez Bryant,WR,DAL,SEA,10.60
Mike Williams,WR,TB,NO,10.60
Andre Roberts,WR,ARI,LAR,10.50
Brandon Gibson,WR,LAR,ARI,10.40
Jeremy Maclin,WR,PHI,CHI,10.30
Marques Colston,WR,NO,TB,10.20
Denarius Moore,WR,OAK,DEN,10.10
Michael Crabtree,WR,SF,WAS,10.10
Sidney Rice,WR,SEA,DAL,9.90
Leonard Hankerson,WR,WAS,SF,9.40
James Jones,WR,GB,LAC,9.10
Preston Parker,WR,TB,NO,8.60
Austin Pettis,WR,LAR,ARI,8.30
Anthony Fasano,TE,MIA,KC,17.80
Jason Witten,TE,DAL,SEA,17.10
Jake Ballard,TE,NYG,NE,16.70
Jermichael Finley,TE,GB,LAC,15.40
Jimmy Graham,TE,NO,TB,13.80
Tony Gonzalez,TE,ATL,IND,13.60
Aaron Hernandez,TE,NE,NYG,13.50
Brent Celek,TE,PHI,CHI,13.00
Kellen Winslow,TE,TB,NO,12.90
Heath Miller,TE,PIT,BAL,12.30
Dustin Keller,TE,NYJ,BUF,10.40
Dennis Pitta,TE,BAL,PIT,9.60
Matt Spaeth,TE,CHI,PHI,9.30
Colin Cochart,TE,CIN,TEN,8.70
Fred Davis,TE,WAS,SF,8.20
Charles Clay,TE,MIA,KC,8.00
Donald Lee,TE,CIN,TEN,7.90
Jared Cook,TE,TEN,CIN,7.70
Vernon Davis,TE,SF,WAS,7.10
Anthony McCoy,TE,SEA,DAL,6.40
Owen Daniels,TE,HOU,CLE,6.20
Scott Chandler,TE,BUF,NYJ,5.40
Joel Dreessen,TE,HOU,CLE,4.70
Benjamin Watson,TE,CLE,HOU,4.60
Jim Dray,TE,ARI,LAR,4.50
