Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Le'Veon Bell,RB,14,PIT,CIN,26,185,7,2,9,6,50,1,0,0,50.50,2014
2,DeMarco Murray,RB,14,DAL,CHI,32,179,6,1,10,9,49,0,0,0,40.80,2014
3,Joique Bell,RB,14,DET,TB,18,83,5,1,5,5,50,1,0,0,30.30,2014
4,Eddie Lacy,RB,14,GB,ATL,13,73,6,1,9,5,33,1,0,0,27.60,2014
5,Andre Williams,RB,14,NYG,TEN,24,131,6,1,5,3,16,0,0,0,26.70,2014
6,Arian Foster,RB,14,HOU,JAX,24,127,5,1,4,2,21,0,0,0,25.80,2014
7,Jamaal Charles,RB,14,KC,ARI,10,91,9,1,4,2,20,1,0,0,25.10,2014
8,Matt Forte,RB,14,CHI,DAL,13,26,2,1,9,8,74,0,1,1,25.00,2014
9,Jonathan Stewart,RB,14,CAR,NO,20,155,8,1,1,0,0,0,0,0,24.50,2014
10,CJ Anderson,RB,14,DEN,BUF,21,58,3,3,0,0,0,0,0,0,23.80,2014
11,Marshawn Lynch,RB,14,SEA,PHI,23,86,4,0,5,5,27,1,1,1,21.30,2014
12,Marcel Reece,FB,14,OAK,SF,2,2,1,0,7,7,64,1,0,0,19.60,2014
13,James Starks,RB,14,GB,ATL,10,75,8,1,2,2,26,0,0,0,18.10,2014
14,Fred Jackson,RB,14,BUF,DEN,8,35,4,0,14,10,37,0,1,0,17.20,2014
15,Justin Forsett,RB,14,BAL,MIA,13,71,6,1,2,2,7,0,0,0,15.80,2014
16,Steven Jackson,RB,14,ATL,GB,16,50,3,1,2,2,26,0,0,0,15.60,2014
17,Lamar Miller,RB,14,MIA,BAL,12,53,4,0,5,5,36,0,0,0,13.90,2014
18,Kerwynn Williams,RB,14,ARI,KC,19,100,5,0,0,0,0,0,0,0,13.00,2014
19,Isaiah Crowell,RB,14,CLE,IND,14,54,4,1,0,0,0,0,0,0,11.40,2014
20,Dan Herron,RB,14,IND,CLE,8,26,3,0,7,4,45,0,0,0,11.10,2014
21,Latavius Murray,RB,14,OAK,SF,23,76,3,0,2,2,9,0,0,0,10.50,2014
22,Fozzy Whittaker,RB,14,CAR,NO,3,5,2,0,1,1,26,1,0,0,10.10,2014
23,Donald Brown,RB,14,LAC,NE,0,0,0,0,6,5,49,0,0,0,9.90,2014
24,Benjamin Cunningham,RB,14,LAR,WAS,3,20,7,0,5,5,28,0,0,0,9.80,2014
25,LeGarrette Blount,RB,14,NE,LAC,20,66,3,0,2,2,11,0,0,0,9.70,2014
26,Jeremy Hill,RB,14,CIN,PIT,8,46,6,0,4,3,21,0,0,0,9.70,2014
27,Matt Asiata,RB,14,MIN,NYJ,19,54,3,0,4,3,10,0,0,0,9.40,2014
28,Pierre Thomas,RB,14,NO,CAR,5,38,8,0,6,4,14,0,0,0,9.20,2014
29,Juwan Thompson,RB,14,DEN,BUF,4,63,16,0,2,1,14,0,0,0,8.70,2014
30,Chris Johnson,RB,14,NYJ,MIN,16,53,3,0,2,2,13,0,0,0,8.60,2014
31,Mike Tolbert,FB,14,CAR,NO,5,28,6,0,3,2,34,0,0,0,8.20,2014
32,Bruce Miller,FB,14,SF,OAK,0,0,0,0,1,1,8,1,0,0,7.80,2014
33,Joseph Randle,RB,14,DAL,CHI,1,17,17,1,0,0,0,0,0,0,7.70,2014
34,Chris Ivory,RB,14,NYJ,MIN,16,73,5,0,2,1,4,0,1,1,7.70,2014
35,Alfred Blue,RB,14,HOU,JAX,9,15,2,1,0,0,0,0,0,0,7.50,2014
36,Silas Redd,RB,14,WAS,LAR,1,8,8,0,4,3,36,0,1,0,7.40,2014
37,Reggie Bush,RB,14,DET,TB,8,26,3,0,6,4,8,0,0,0,7.40,2014
38,Tre Mason,RB,14,LAR,WAS,20,66,3,0,2,0,0,0,0,0,6.60,2014
39,Giovani Bernard,RB,14,CIN,PIT,6,17,3,0,5,3,19,0,0,0,6.60,2014
40,Mark Ingram,RB,14,NO,CAR,10,43,4,0,2,2,13,0,1,1,6.60,2014
41,Lorenzo Taliaferro,RB,14,BAL,MIA,7,35,5,0,1,1,20,0,0,0,6.50,2014
42,Frank Gore,RB,14,SF,OAK,12,63,5,0,0,0,0,0,0,0,6.30,2014
43,Shane Vereen,RB,14,NE,LAC,1,1,1,0,4,3,30,0,0,0,6.10,2014
44,Jerome Felton,FB,14,MIN,NYJ,0,0,0,1,0,0,0,0,0,0,6.00,2014
45,Ryan Mathews,RB,14,LAC,NE,11,44,4,0,1,1,4,0,0,0,5.80,2014
46,Toby Gerhart,RB,14,JAX,HOU,5,19,4,0,3,2,16,0,0,0,5.50,2014
47,Terrance West,RB,14,CLE,IND,15,54,4,0,0,0,0,0,0,0,5.40,2014
48,Bernard Pierce,RB,14,BAL,MIA,3,50,17,0,0,0,0,0,0,0,5.00,2014
49,Bishop Sankey,RB,14,TEN,NYG,9,25,3,0,3,2,2,0,0,0,4.70,2014
50,Robert Hughes,FB,14,ARI,KC,1,-1,-1,0,1,1,36,0,0,0,4.50,2014
