Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Josh Brown,K,14,NYG,TEN,5,5,100,52,3,3,0.00,2014
2,Nick Folk,K,14,NYJ,MIN,5,5,100,44,1,1,0.00,2014
3,Mason Crosby,K,14,GB,ATL,3,3,100,53,4,5,0.00,2014
4,Dan Bailey,K,14,DAL,CHI,2,2,100,35,5,5,0.00,2014
5,Graham Gano,K,14,CAR,NO,2,2,100,41,5,5,0.00,2014
6,Stephen Gostkowski,K,14,NE,LAC,3,3,100,38,2,2,0.00,2014
7,Matt Prater,K,14,DET,TB,2,2,100,46,4,4,0.00,2014
8,Shaun Suisham,K,14,PIT,CIN,2,2,100,44,4,4,0.00,2014
9,Randy Bullock,K,14,HOU,JAX,2,2,100,44,3,3,0.00,2014
10,Adam Vinatieri,K,14,IND,CLE,2,2,100,51,1,1,0.00,2014
11,Chandler Catanzaro,K,14,ARI,KC,3,5,60,44,0,0,0.00,2014
12,Phil Dawson,K,14,SF,OAK,2,3,67,52,1,1,0.00,2014
13,Sebastian Janikowski,K,14,OAK,SF,1,1,100,57,3,3,0.00,2014
14,Caleb Sturgis,K,14,MIA,BAL,2,2,100,46,1,1,0.00,2014
15,Josh Scobee,K,14,JAX,HOU,2,2,100,37,1,1,0.00,2014
16,Patrick Murray,K,14,TB,DET,1,1,100,54,2,2,0.00,2014
17,Matt Bryant,K,14,ATL,GB,1,2,50,50,4,4,0.00,2014
18,Blair Walsh,K,14,MIN,NYJ,1,3,33,20,3,3,0.00,2014
19,Billy Cundiff,K,14,CLE,IND,1,2,50,39,3,3,0.00,2014
20,Steven Hauschka,K,14,SEA,PHI,1,1,100,44,3,3,0.00,2014
21,Connor Barth,K,14,DEN,BUF,1,1,100,50,3,3,0.00,2014
22,Dan Carpenter,K,14,BUF,DEN,1,1,100,44,2,2,0.00,2014
23,Greg Zuerlein,K,14,LAR,WAS,1,3,33,34,1,2,0.00,2014
24,Shayne Graham,K,14,NO,CAR,1,2,50,37,1,1,0.00,2014
25,Justin Tucker,K,14,BAL,MIA,0,0,0,0,4,4,0.00,2014
26,Mike Nugent,K,14,CIN,PIT,0,0,0,0,3,3,0.00,2014
27,Jay Feely,K,14,CHI,DAL,0,0,0,0,2,3,0.00,2014
28,Cairo Santos,K,14,KC,ARI,0,0,0,0,2,2,0.00,2014
29,Cody Parkey,K,14,PHI,SEA,0,0,0,0,2,2,0.00,2014
30,Nick Novak,K,14,LAC,NE,0,0,0,0,2,2,0.00,2014
31,Ryan Succop,K,14,TEN,NYG,0,1,0,0,1,1,0.00,2014
32,Kai Forbath,K,14,WAS,LAR,0,0,0,0,0,0,0.00,2014
33,Jordan Gay,K,14,BUF,DEN,0,0,0,0,0,0,0.00,2014
34,Brandon McManus,K,14,DEN,BUF,0,0,0,0,0,0,0.00,2014
