Player,Position,Team,Opponent,Points
Shane Vereen,RB,NE,LAC,6.10
Jerome Felton,FB,MIN,NYJ,6.00
Ryan Mathews,RB,LAC,NE,5.80
Toby Gerhart,RB,JAX,HOU,5.50
Terrance West,RB,CLE,IND,5.40
Bernard Pierce,RB,BAL,MIA,5.00
Bishop Sankey,RB,TEN,NYG,4.70
Robert Hughes,FB,ARI,KC,4.50
Mason Crosby,K,GB,ATL,0.00
Graham Gano,K,CAR,NO,0.00
Dan Bailey,K,DAL,CHI,0.00
Stephen Gostkowski,K,NE,LAC,0.00
Shaun Suisham,K,PIT,CIN,0.00
Matt Prater,K,DET,TB,0.00
Randy Bullock,K,HOU,JAX,0.00
Adam Vinatieri,K,IND,CLE,0.00
Phil Dawson,K,SF,OAK,0.00
Chandler Catanzaro,K,ARI,KC,0.00
Sebastian Janikowski,K,OAK,SF,0.00
Matt Bryant,K,ATL,GB,0.00
Patrick Murray,K,TB,DET,0.00
Josh Scobee,K,JAX,HOU,0.00
Caleb Sturgis,K,MIA,BAL,0.00
Blair Walsh,K,MIN,NYJ,0.00
Connor Barth,K,DEN,BUF,0.00
Billy Cundiff,K,CLE,IND,0.00
Steven Hauschka,K,SEA,PHI,0.00
Dan Carpenter,K,BUF,DEN,0.00
Shayne Graham,K,NO,CAR,0.00
Justin Tucker,K,BAL,MIA,0.00
Greg Zuerlein,K,LAR,WAS,0.00
Mike Nugent,K,CIN,PIT,0.00
Nick Novak,K,LAC,NE,0.00
Cairo Santos,K,KC,ARI,0.00
Jay Feely,K,CHI,DAL,0.00
Cody Parkey,K,PHI,SEA,0.00
Ryan Succop,K,TEN,NYG,0.00
Brandon McManus,K,DEN,BUF,0.00
Kai Forbath,K,WAS,LAR,0.00
Jordan Gay,K,BUF,DEN,0.00
Cleveland Browns,DST,CLE,IND,23.00
Minnesota Vikings,DST,MIN,NYJ,13.00
Oakland Raiders,DST,OAK,SF,13.00
Detroit Lions,DST,DET,TB,13.00
New England Patriots,DST,NE,LAC,12.00
Denver Broncos,DST,DEN,BUF,11.00
Los Angeles Chargers,DST,LAC,NE,11.00
Carolina Panthers,DST,CAR,NO,10.00
Baltimore Ravens,DST,BAL,MIA,10.00
Houston Texans,DST,HOU,JAX,10.00
Arizona Cardinals,DST,ARI,KC,10.00
New York Jets,DST,NYJ,MIN,9.00
Indianapolis Colts,DST,IND,CLE,9.00
Seattle Seahawks,DST,SEA,PHI,8.00
Tennessee Titans,DST,TEN,NYG,7.00
Pittsburgh Steelers,DST,PIT,CIN,7.00
Buffalo Bills,DST,BUF,DEN,6.00
Philadelphia Eagles,DST,PHI,SEA,6.00
Tampa Bay Buccaneers,DST,TB,DET,5.00
Dallas Cowboys,DST,DAL,CHI,5.00
Washington Redskins,DST,WAS,LAR,4.00
Kansas City Chiefs,DST,KC,ARI,3.00
Miami Dolphins,DST,MIA,BAL,2.00
Jacksonville Jaguars,DST,JAX,HOU,1.00
San Francisco 49ers,DST,SF,OAK,1.00
Green Bay Packers,DST,GB,ATL,1.00
Atlanta Falcons,DST,ATL,GB,-1.00
Chicago Bears,DST,CHI,DAL,-3.00
New Orleans Saints,DST,NO,CAR,-4.00
Cincinnati Bengals,DST,CIN,PIT,-4.00
