Player,Position,Team,Opponent,Points
Jay Cutler,QB,CHI,MIN,26.92
Kurt Warner,QB,ARI,LAR,23.52
Brett Favre,QB,MIN,CHI,22.84
Matt Ryan,QB,ATL,BUF,22.00
Chad Henne,QB,MIA,HOU,19.88
Kyle Orton,QB,DEN,PHI,19.26
Matt Moore,QB,CAR,NYG,19.04
Philip Rivers,QB,LAC,TEN,18.46
Matt Schaub,QB,HOU,MIA,18.14
Charlie Frye,QB,OAK,CLE,14.62
Aaron Rodgers,QB,GB,SEA,14.38
Tony Romo,QB,DAL,WAS,14.34
Drew Brees,QB,NO,TB,14.32
Eli Manning,QB,NYG,CAR,13.44
Ben Roethlisberger,QB,PIT,BAL,13.06
Alex Smith,QB,SF,DET,12.90
Carson Palmer,QB,CIN,KC,12.76
Joe Flacco,QB,BAL,PIT,12.64
David Garrard,QB,JAX,NE,12.40
Matt Cassel,QB,KC,CIN,11.30
Vince Young,QB,TEN,LAC,10.56
Josh Freeman,QB,TB,NO,9.54
Derek Anderson,QB,CLE,OAK,8.74
Matt Hasselbeck,QB,SEA,GB,8.52
Jason Campbell,QB,WAS,DAL,8.26
Mark Sanchez,QB,NYJ,IND,8.24
Keith Null,QB,LAR,ARI,7.84
Peyton Manning,QB,IND,NYJ,7.68
Brian Brohm,QB,BUF,ATL,3.84
Daunte Culpepper,QB,DET,SF,3.64
Drew Stanton,QB,DET,SF,3.50
Matt Flynn,QB,GB,SEA,1.24
Chris Redman,QB,ATL,BUF,0.10
Curtis Painter,QB,IND,NYJ,0.06
Pat White,QB,MIA,HOU,0.00
Mark Brunell,QB,NO,TB,0.00
Kyle Boller,QB,LAR,ARI,0.00
Brian Hoyer,QB,NE,JAX,0.00
Kellen Clemens,QB,NYJ,IND,0.00
Luke McCown,QB,JAX,NE,0.00
Matt Leinart,QB,ARI,LAR,-0.30
Billy Volek,QB,LAC,TEN,-0.30
Wes Welker,WR,NE,JAX,29.80
Randy Moss,WR,NE,JAX,26.50
Jabar Gaffney,WR,DEN,PHI,25.90
Anquan Boldin,WR,ARI,LAR,22.60
Steve Smith,WR,NYG,CAR,20.00
Santonio Holmes,WR,PIT,BAL,19.60
Robert Meachem,WR,NO,TB,18.30
Andre Johnson,WR,HOU,MIA,18.10
Greg Jennings,WR,GB,SEA,18.10
Calvin Johnson,WR,DET,SF,17.80
Sidney Rice,WR,MIN,CHI,17.60
Santana Moss,WR,WAS,DAL,17.20
Steve Smith,WR,CAR,NYG,17.00
Miles Austin,WR,DAL,WAS,16.90
Marty Booker,WR,ATL,BUF,16.40
Brandon Gibson,WR,LAR,ARI,16.10
Jacoby Jones,WR,HOU,MIA,15.90
Larry Fitzgerald,WR,ARI,LAR,15.80
Austin Collie,WR,IND,NYJ,15.30
Jeremy Maclin,WR,PHI,DEN,15.20
Mohamed Massaquoi,WR,CLE,OAK,15.10
Dwayne Bowe,WR,KC,CIN,15.10
Derrick Mason,WR,BAL,PIT,14.70
Marques Colston,WR,NO,TB,14.70
Muhsin Muhammad,WR,CAR,NYG,14.60
Mario Manningham,WR,NYG,CAR,13.70
Laveranues Coles,WR,CIN,KC,13.30
Ted Ginn,WR,MIA,HOU,13.20
DeSean Jackson,WR,PHI,DEN,13.00
Chad Johnson,WR,CIN,KC,12.90
Earl Bennett,WR,CHI,MIN,12.50
Early Doucet,WR,ARI,LAR,12.30
Vincent Jackson,WR,LAC,TEN,12.30
Brandon Marshall,WR,DEN,PHI,12.20
Mike Thomas,WR,JAX,NE,11.70
Mike Wallace,WR,PIT,BAL,11.30
Michael Crabtree,WR,SF,DET,10.80
Jason Avant,WR,PHI,DEN,10.50
Steve Breaston,WR,ARI,LAR,10.40
Chaz Schilens,WR,OAK,CLE,10.40
Hakeem Nicks,WR,NYG,CAR,10.40
Deion Branch,WR,SEA,GB,10.30
Antonio Bryant,WR,TB,NO,10.20
Davone Bess,WR,MIA,HOU,9.50
Lee Evans,WR,BUF,ATL,9.30
TJ Houshmandzadeh,WR,SEA,GB,9.10
Bernard Berrian,WR,MIN,CHI,8.80
Danny Amendola,WR,LAR,ARI,8.80
Jason Witten,TE,DAL,WAS,20.70
Todd Heap,TE,BAL,PIT,17.70
Antonio Gates,TE,LAC,TEN,16.40
Desmond Clark,TE,CHI,MIN,14.90
Visanthe Shiancoe,TE,MIN,CHI,14.00
Greg Olsen,TE,CHI,MIN,13.70
Kellen Winslow,TE,TB,NO,11.60
Chris Baker,TE,NE,JAX,11.20
Jermichael Finley,TE,GB,SEA,11.00
Vernon Davis,TE,SF,DET,10.80
Joel Dreessen,TE,HOU,MIA,10.50
John Carlson,TE,SEA,GB,10.40
Kevin Boss,TE,NYG,CAR,9.90
Dallas Clark,TE,IND,NYJ,9.70
David Thomas,TE,NO,TB,7.50
Jeff King,TE,CAR,NYG,7.20
Dustin Keller,TE,NYJ,IND,6.90
Delanie Walker,TE,SF,DET,6.60
Heath Miller,TE,PIT,BAL,6.50
Will Heller,TE,DET,SF,5.20
Fred Davis,TE,WAS,DAL,4.90
Joey Haynos,TE,MIA,HOU,4.70
Jimmy Kleinsasser,TE,MIN,CHI,4.20
Billy Bajema,TE,LAR,ARI,3.90
Tony Gonzalez,TE,ATL,BUF,3.70
Tony Scheffler,TE,DEN,PHI,3.60
Michael Gaines,TE,CLE,OAK,3.40
Tom Santi,TE,IND,NYJ,3.20
Randy McMichael,TE,LAR,ARI,3.20
Zach Miller,TE,JAX,NE,3.20
Evan Moore,TE,CLE,OAK,2.90
Deon Butler,TE,SEA,GB,2.50
Benjamin Watson,TE,NE,JAX,2.40
Jake Nordin,TE,DET,SF,2.40
Daniel Graham,TE,DEN,PHI,2.40
Jerramy Stevens,TE,TB,NO,1.90
Jeff Dugan,TE,MIN,CHI,1.90
Anthony Fasano,TE,MIA,HOU,1.80
Daniel Coats,TE,CIN,KC,1.70
Leonard Pope,TE,KC,CIN,1.70
Jake O'Connell,TE,KC,CIN,1.40
Gijon Robinson,TE,IND,NYJ,1.20
Todd Yoder,TE,WAS,DAL,1.20
Brandon Manumaleuna,TE,LAC,TEN,0.40
Kory Sperry,TE,MIA,HOU,0.00
Darnell Dinkins,TE,NO,TB,0.00
Richard Quinn,TE,DEN,PHI,0.00
Dante Rosario,TE,CAR,NYG,0.00
Lex Hilliard,RB,MIA,HOU,29.60
Adrian Peterson,RB,MIN,CHI,27.70
Cadillac Williams,RB,TB,NO,26.80
Darren Sproles,RB,LAC,TEN,26.10
Brandon Jackson,RB,GB,SEA,24.90
Frank Gore,RB,SF,DET,24.20
Jerome Harrison,RB,CLE,OAK,22.80
Ryan Grant,RB,GB,SEA,21.70
LaDainian Tomlinson,RB,LAC,TEN,20.30
Thomas Jones,RB,NYJ,IND,19.50
Marion Barber,RB,DAL,WAS,19.30
Cedric Benson,RB,CIN,KC,19.00
Ray Rice,RB,BAL,PIT,18.50
Jamaal Charles,RB,KC,CIN,18.40
Sammy Morris,RB,NE,JAX,16.80
Chris Wells,RB,ARI,LAR,16.30
Arian Foster,RB,HOU,MIA,15.70
Julius Jones,RB,SEA,GB,15.00
Maurice Jones-Drew,RB,JAX,NE,12.80
Knowshon Moreno,RB,DEN,PHI,12.50
Felix Jones,RB,DAL,WAS,12.50
Pierre Thomas,RB,NO,TB,12.00
Brad Hoover,FB,CAR,NYG,11.90
Darren McFadden,RB,OAK,CLE,11.80
Tim Hightower,RB,ARI,LAR,11.50
Reggie Bush,RB,NO,TB,11.30
Ricky Williams,RB,MIA,HOU,11.10
Maurice Morris,RB,DET,SF,10.60
Donald Brown,RB,IND,NYJ,10.40
Ryan Moats,RB,HOU,MIA,10.20
Joseph Addai,RB,IND,NYJ,10.00
Rashard Mendenhall,RB,PIT,BAL,10.00
Shonn Greene,RB,NYJ,IND,9.50
Earnest Graham,RB,TB,NO,9.10
Tim Castille,FB,KC,CIN,9.00
Ahman Green,RB,GB,SEA,8.90
Justin Forsett,RB,SEA,GB,8.40
Jason Snelling,RB,ATL,BUF,8.40
Mike Tolbert,FB,LAC,TEN,8.10
Matt Forte,RB,CHI,MIN,7.70
LeSean McCoy,RB,PHI,DEN,7.60
Ahmad Bradshaw,RB,NYG,CAR,7.60
Chester Taylor,RB,MIN,CHI,7.50
Chris Ogbonnaya,RB,LAR,ARI,7.40
Correll Buckhalter,RB,DEN,PHI,7.40
Rashad Jennings,RB,JAX,NE,7.40
Jerious Norwood,RB,ATL,BUF,7.10
Corey McIntyre,FB,BUF,ATL,7.00
Robbie Gould,K,CHI,MIN,0.00
Jeff Reed,K,PIT,BAL,0.00
Sebastian Janikowski,K,OAK,CLE,0.00
Phil Dawson,K,CLE,OAK,0.00
John Kasay,K,CAR,NYG,0.00
Kris Brown,K,HOU,MIA,0.00
Matt Bryant,K,ATL,BUF,0.00
Matt Prater,K,DEN,PHI,0.00
Connor Barth,K,TB,NO,0.00
Dan Carpenter,K,MIA,HOU,0.00
Billy Cundiff,K,BAL,PIT,0.00
Mike Nugent,K,ARI,LAR,0.00
Jay Feely,K,NYJ,IND,0.00
Jason Hanson,K,DET,SF,0.00
Nate Kaeding,K,LAC,TEN,0.00
Ryan Longwell,K,MIN,CHI,0.00
Rob Bironas,K,TEN,LAC,0.00
Garrett Hartley,K,NO,TB,0.00
Shayne Graham,K,CIN,KC,0.00
Stephen Gostkowski,K,NE,JAX,0.00
Shaun Suisham,K,DAL,WAS,0.00
Thomas Howard,K,OAK,CLE,0.00
Josh Brown,K,LAR,ARI,0.00
Ryan Succop,K,KC,CIN,0.00
Olindo Mare,K,SEA,GB,0.00
Adam Vinatieri,K,IND,NYJ,0.00
Lawrence Tynes,K,NYG,CAR,0.00
Rian Lindell,K,BUF,ATL,0.00
Josh Scobee,K,JAX,NE,0.00
Rhys Lloyd,K,CAR,NYG,0.00
David Buehler,K,DAL,WAS,0.00
Graham Gano,K,WAS,DAL,0.00
New York Jets,DST,NYJ,IND,21.00
Carolina Panthers,DST,CAR,NYG,16.00
Arizona Cardinals,DST,ARI,LAR,16.00
Dallas Cowboys,DST,DAL,WAS,16.00
Green Bay Packers,DST,GB,SEA,15.00
Cleveland Browns,DST,CLE,OAK,14.00
Pittsburgh Steelers,DST,PIT,BAL,11.00
New England Patriots,DST,NE,JAX,10.00
Tampa Bay Buccaneers,DST,TB,NO,10.00
Cincinnati Bengals,DST,CIN,KC,9.00
Denver Broncos,DST,DEN,PHI,9.00
Baltimore Ravens,DST,BAL,PIT,8.00
Los Angeles Chargers,DST,LAC,TEN,8.00
New Orleans Saints,DST,NO,TB,8.00
Chicago Bears,DST,CHI,MIN,8.00
Houston Texans,DST,HOU,MIA,6.00
Detroit Lions,DST,DET,SF,6.00
Philadelphia Eagles,DST,PHI,DEN,5.00
Buffalo Bills,DST,BUF,ATL,5.00
Washington Redskins,DST,WAS,DAL,4.00
Oakland Raiders,DST,OAK,CLE,4.00
Kansas City Chiefs,DST,KC,CIN,4.00
Miami Dolphins,DST,MIA,HOU,3.00
Los Angeles Rams,DST,LAR,ARI,3.00
Indianapolis Colts,DST,IND,NYJ,2.00
Minnesota Vikings,DST,MIN,CHI,0.00
Tennessee Titans,DST,TEN,LAC,-1.00
Jacksonville Jaguars,DST,JAX,NE,-2.00
New York Giants,DST,NYG,CAR,-3.00
Seattle Seahawks,DST,SEA,GB,-3.00
