Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Donovan McNabb,QB,16,PHI,DEN,20,35,57,322,9,3,1,105,5,29,6,0,28.78,2009
2,Tom Brady,QB,16,NE,JAX,23,26,89,267,10,4,0,149,2,4,2,0,27.08,2009
3,Jay Cutler,QB,16,CHI,MIN,20,35,57,273,8,4,1,108,3,10,3,0,26.92,2009
4,Kurt Warner,QB,16,ARI,LAR,24,38,63,313,8,2,0,107,1,10,10,0,23.52,2009
5,Brett Favre,QB,16,MIN,CHI,26,40,65,321,8,2,0,106,0,0,0,0,22.84,2009
6,Matt Ryan,QB,16,ATL,BUF,18,35,51,250,7,3,0,103,0,0,0,0,22.00,2009
7,Chad Henne,QB,16,MIA,HOU,35,55,64,322,6,1,1,78,1,10,10,0,19.88,2009
8,Kyle Orton,QB,16,DEN,PHI,27,41,66,189,5,3,1,90,1,7,7,0,19.26,2009
9,Matt Moore,QB,16,CAR,NYG,15,20,75,171,9,3,0,140,4,2,1,0,19.04,2009
10,Philip Rivers,QB,16,LAC,TEN,21,27,78,264,10,2,0,132,1,-1,-1,0,18.46,2009
11,Matt Schaub,QB,16,HOU,MIA,20,31,65,286,9,2,1,102,3,-3,-1,0,18.14,2009
12,Charlie Frye,QB,16,OAK,CLE,26,45,58,333,7,0,3,53,2,13,7,0,14.62,2009
13,Aaron Rodgers,QB,16,GB,SEA,12,23,52,237,10,1,0,103,1,9,9,0,14.38,2009
14,Tony Romo,QB,16,DAL,WAS,25,38,66,286,8,1,1,86,1,-1,-1,0,14.34,2009
15,Drew Brees,QB,16,NO,TB,32,37,87,258,7,1,0,105,0,0,0,0,14.32,2009
16,Eli Manning,QB,16,NYG,CAR,29,43,67,296,7,1,2,75,2,6,3,0,13.44,2009
17,Ben Roethlisberger,QB,16,PIT,BAL,17,33,52,259,8,1,1,75,3,-3,-1,0,13.06,2009
18,Alex Smith,QB,16,SF,DET,20,31,65,230,7,1,0,98,3,-3,-1,0,12.90,2009
19,Carson Palmer,QB,16,CIN,KC,17,25,68,139,6,2,1,92,2,2,1,0,12.76,2009
20,Joe Flacco,QB,16,BAL,PIT,13,25,52,166,7,2,1,83,0,0,0,0,12.64,2009
21,David Garrard,QB,16,JAX,NE,19,25,76,185,7,0,2,63,4,10,3,1,12.40,2009
22,Matt Cassel,QB,16,KC,CIN,22,37,60,180,5,1,2,58,3,21,7,0,11.30,2009
23,Vince Young,QB,16,TEN,LAC,8,21,38,89,4,0,2,12,6,40,7,1,10.56,2009
24,Josh Freeman,QB,16,TB,NO,21,31,68,271,9,0,2,68,2,7,4,0,9.54,2009
25,Derek Anderson,QB,16,CLE,OAK,8,17,47,121,7,1,0,91,1,-1,-1,0,8.74,2009
26,Matt Hasselbeck,QB,16,SEA,GB,19,37,51,198,5,1,4,37,1,6,6,0,8.52,2009
27,Jason Campbell,QB,16,WAS,DAL,24,39,62,199,5,0,1,64,3,13,4,0,8.26,2009
28,Mark Sanchez,QB,16,NYJ,IND,12,19,63,106,6,0,0,78,2,0,0,0,8.24,2009
29,Keith Null,QB,16,LAR,ARI,20,31,65,171,6,1,3,50,0,0,0,0,7.84,2009
30,Peyton Manning,QB,16,IND,NYJ,14,21,67,192,9,0,0,96,0,0,0,0,7.68,2009
31,Brian Brohm,QB,16,BUF,ATL,17,29,59,146,5,0,2,43,0,0,0,0,3.84,2009
32,Daunte Culpepper,QB,16,DET,SF,7,12,58,51,4,0,0,68,2,16,8,0,3.64,2009
33,Drew Stanton,QB,16,DET,SF,11,21,52,130,6,0,3,32,6,23,4,0,3.50,2009
34,Matt Flynn,QB,16,GB,SEA,4,6,67,36,6,0,0,83,2,-2,-1,0,1.24,2009
35,Chris Redman,QB,16,ATL,BUF,0,0,0,0,0,0,0,0,2,1,1,0,0.10,2009
36,Curtis Painter,QB,16,IND,NYJ,4,11,36,44,4,0,1,11,1,3,3,0,0.06,2009
37,Pat White,QB,16,MIA,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
38,Luke McCown,QB,16,JAX,NE,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
39,Brian Hoyer,QB,16,NE,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
40,Mark Brunell,QB,16,NO,TB,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
41,Kyle Boller,QB,16,LAR,ARI,0,1,0,0,0,0,0,40,0,0,0,0,0.00,2009
42,Kellen Clemens,QB,16,NYJ,IND,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
43,Billy Volek,QB,16,LAC,TEN,0,0,0,0,0,0,0,0,3,-3,-1,0,-0.30,2009
44,Matt Leinart,QB,16,ARI,LAR,0,0,0,0,0,0,0,0,3,-3,-1,0,-0.30,2009
