,Player,Position,Team,Opponent,Points,PlayerID
0,Jay Cutler,QB,CHI,MIN,26.92,00-0024226
1,Kurt Warner,QB,ARI,LAR,23.52,00-0017200
2,Brett Favre,QB,MIN,CHI,22.84,00-0005106
3,Matt Ryan,QB,ATL,BUF,22.0,00-0026143
4,Chad Henne,QB,MIA,HOU,19.88,00-0026197
5,Kyle Orton,QB,DEN,PHI,19.26,00-0023541
6,Matt Moore,QB,CAR,NYG,19.04,00-0025708
7,Philip Rivers,QB,LAC,TEN,18.46,00-0022942
8,Matt Schaub,QB,HOU,MIA,18.14,00-0022787
9,Charlie Frye,QB,OAK,CLE,14.62,00-0023502
10,Aaron Rodgers,QB,GB,SEA,14.38,00-0023459
11,Tony Romo,QB,DAL,WAS,14.34,00-0021678
12,Drew Brees,QB,NO,TB,14.32,00-0020531
13,Eli Manning,QB,NYG,CAR,13.44,00-0022803
14,Ben Roethlisberger,QB,PIT,BAL,13.06,00-0022924
15,Alex Smith,QB,SF,DET,12.9,00-0023436
16,Carson Palmer,QB,CIN,KC,12.76,00-0021429
17,Joe Flacco,QB,BAL,PIT,12.64,00-0026158
18,David Garrard,QB,JAX,NE,12.4,00-0021231
19,Matt Cassel,QB,KC,CIN,11.3,00-0023662
20,Vince Young,QB,TEN,LAC,10.56,00-0024218
21,Josh Freeman,QB,TB,NO,9.54,00-0026993
22,Derek Anderson,QB,CLE,OAK,8.74,00-0023645
23,Matt Hasselbeck,QB,SEA,GB,8.52,00-0007091
24,Jason Campbell,QB,WAS,DAL,8.26,00-0023460
25,Mark Sanchez,QB,NYJ,IND,8.24,00-0026898
26,Keith Null,QB,LA,ARI,7.84,00-0027131
27,Peyton Manning,QB,IND,NYJ,7.68,00-0010346
28,Brian Brohm,QB,BUF,ATL,3.84,00-0026196
29,Daunte Culpepper,QB,DET,SF,3.64,00-0003739
30,Drew Stanton,QB,DET,SF,3.5,00-0025430
31,Matt Flynn,QB,GB,SEA,1.24,00-0026349
32,Chris Redman,QB,ATL,BUF,0.1,00-0019709
33,Curtis Painter,QB,IND,NYJ,0.06,00-0027134
34,Pat White,QB,MIA,HOU,0.0,00-0027020
35,Mark Brunell,QB,NO,TB,0.0,00-0002110
36,Kyle Boller,QB,LA,ARI,0.0,00-0022164
37,Brian Hoyer,QB,NE,JAX,0.0,00-0026625
38,Kellen Clemens,QB,NYJ,IND,0.0,00-0024264
39,Luke McCown,QB,JAX,NE,0.0,00-0022864
40,Matt Leinart,QB,ARI,LAR,-0.3,00-0024225
41,Billy Volek,QB,LAC,TEN,-0.3,00-0019041
42,Wes Welker,WR,NE,JAX,29.8,00-0022427
43,Randy Moss,WR,NE,JAX,26.5,00-0011754
44,Jabar Gaffney,WR,DEN,PHI,25.9,00-0021163
45,Anquan Boldin,WR,ARI,LAR,22.6,00-0022084
46,Steve Smith,WR,NYG,CAR,20.0,
47,Santonio Holmes,WR,PIT,BAL,19.6,00-0024240
48,Robert Meachem,WR,NO,TB,18.3,00-0025414
49,Andre Johnson,WR,HOU,MIA,18.1,00-0022044
50,Greg Jennings,WR,GB,SEA,18.1,00-0024267
51,Calvin Johnson,WR,DET,SF,17.8,00-0025389
52,Sidney Rice,WR,MIN,CHI,17.6,00-0025431
53,Santana Moss,WR,WAS,DAL,17.2,00-0020494
54,Steve Smith,WR,CAR,NYG,17.0,
55,Miles Austin,WR,DAL,WAS,16.9,00-0023921
56,Marty Booker,WR,ATL,BUF,16.4,00-0001477
