Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Brent Celek,TE,16,PHI,DEN,5,4,80,121,1,47,24,30,0,0,0,0,0,25.10,2009
2,Zach Miller,TE,16,OAK,CLE,13,9,69,110,0,31,9,12,0,0,0,0,0,23.00,2009
3,Jason Witten,TE,16,DAL,WAS,7,6,86,117,0,69,17,20,0,0,0,0,0,20.70,2009
4,Todd Heap,TE,16,BAL,PIT,3,2,67,37,2,30,12,19,0,0,0,0,0,17.70,2009
5,Antonio Gates,TE,16,LAC,TEN,5,3,60,74,1,36,15,25,0,0,0,0,0,16.40,2009
6,Desmond Clark,TE,16,CHI,MIN,7,5,71,39,1,26,6,8,0,0,0,0,0,14.90,2009
7,Visanthe Shiancoe,TE,16,MIN,CHI,4,4,100,40,1,18,10,10,0,0,0,0,0,14.00,2009
8,Greg Olsen,TE,16,CHI,MIN,6,3,50,47,1,24,8,16,0,0,0,0,0,13.70,2009
9,Kellen Winslow,TE,16,TB,NO,8,4,50,76,0,35,10,19,0,0,0,0,0,11.60,2009
10,Chris Baker,TE,16,NE,JAX,2,2,100,32,1,26,16,16,0,0,0,0,0,11.20,2009
11,Jermichael Finley,TE,16,GB,SEA,4,3,75,80,0,38,20,27,0,0,0,0,0,11.00,2009
12,Vernon Davis,TE,16,SF,DET,3,3,100,18,1,14,6,6,0,0,0,0,0,10.80,2009
13,Joel Dreessen,TE,16,HOU,MIA,6,4,67,65,0,22,11,16,0,0,0,0,0,10.50,2009
14,John Carlson,TE,16,SEA,GB,2,2,100,24,1,16,12,12,0,0,0,0,0,10.40,2009
15,Kevin Boss,TE,16,NYG,CAR,8,5,63,49,0,21,6,10,0,0,0,0,0,9.90,2009
16,Dallas Clark,TE,16,IND,NYJ,7,4,57,57,0,19,8,14,0,0,0,0,0,9.70,2009
17,David Thomas,TE,16,NO,TB,6,5,83,25,0,9,4,5,0,0,0,0,0,7.50,2009
18,Jeff King,TE,16,CAR,NYG,1,1,100,2,1,2,2,2,0,0,0,0,0,7.20,2009
19,Dustin Keller,TE,16,NYJ,IND,4,3,75,19,0,8,5,6,0,0,0,0,0,6.90,2009
20,Delanie Walker,TE,16,SF,DET,4,3,75,36,0,22,9,12,0,0,0,0,0,6.60,2009
21,Heath Miller,TE,16,PIT,BAL,4,3,75,35,0,19,9,12,0,0,0,0,0,6.50,2009
22,Will Heller,TE,16,DET,SF,5,3,60,22,0,16,4,7,0,0,0,0,0,5.20,2009
23,Fred Davis,TE,16,WAS,DAL,4,2,50,29,0,18,7,15,0,0,0,0,0,4.90,2009
24,Joey Haynos,TE,16,MIA,HOU,4,3,75,17,0,9,4,6,0,0,0,0,0,4.70,2009
25,Jimmy Kleinsasser,TE,16,MIN,CHI,3,2,67,22,0,21,7,11,0,0,0,0,0,4.20,2009
26,Billy Bajema,TE,16,LAR,ARI,3,2,67,19,0,12,6,10,0,0,0,0,0,3.90,2009
