Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Roddy White,WR,16,ATL,BUF,14,8,57,139,2,42,10,17,0,0,0,0,0,36.90,2009
2,Devin Aromashodu,WR,16,CHI,MIN,9,7,78,150,1,39,17,21,0,0,0,0,0,31.00,2009
3,Wes Welker,WR,16,NE,JAX,13,13,100,138,0,29,11,11,0,0,0,0,0,29.80,2009
4,Randy Moss,WR,16,NE,JAX,5,4,80,45,3,20,9,11,0,0,0,0,0,26.50,2009
5,Jabar Gaffney,WR,16,DEN,PHI,8,7,88,69,2,18,9,10,0,0,0,0,0,25.90,2009
6,Anquan Boldin,WR,16,ARI,LAR,10,8,80,116,0,23,12,15,0,0,0,0,0,22.60,2009
7,Steve Smith,WR,16,NYG,CAR,9,7,78,70,1,27,8,10,0,0,0,0,0,20.00,2009
8,Santonio Holmes,WR,16,PIT,BAL,12,5,42,86,1,24,7,17,0,0,0,0,0,19.60,2009
9,Robert Meachem,WR,16,NO,TB,5,5,100,66,1,30,13,13,1,7,0,0,0,18.30,2009
10,Andre Johnson,WR,16,HOU,MIA,7,5,71,71,1,25,10,14,0,0,0,0,0,18.10,2009
11,Greg Jennings,WR,16,GB,SEA,7,4,57,111,0,40,16,28,0,0,0,0,0,18.10,2009
12,Calvin Johnson,WR,16,DET,SF,12,7,58,96,0,30,8,14,2,32,0,2,2,17.80,2009
13,Sidney Rice,WR,16,MIN,CHI,8,6,75,56,1,12,7,9,0,0,0,0,0,17.60,2009
14,Santana Moss,WR,16,WAS,DAL,11,8,73,92,0,29,8,12,0,0,0,0,0,17.20,2009
15,Steve Smith,WR,16,CAR,NYG,6,5,83,60,1,27,10,12,0,0,0,0,0,17.00,2009
16,Miles Austin,WR,16,DAL,WAS,10,9,90,92,0,17,9,10,1,-13,0,0,0,16.90,2009
17,Marty Booker,WR,16,ATL,BUF,4,4,100,57,1,22,14,14,1,7,0,0,0,16.40,2009
18,Brandon Gibson,WR,16,LAR,ARI,6,5,83,51,1,21,9,10,0,0,0,0,0,16.10,2009
19,Jacoby Jones,WR,16,HOU,MIA,4,2,50,79,1,44,20,40,0,0,0,0,0,15.90,2009
20,Larry Fitzgerald,WR,16,ARI,LAR,10,5,50,48,1,12,5,10,0,0,0,0,0,15.80,2009
21,Austin Collie,WR,16,IND,NYJ,7,6,86,94,0,29,13,16,1,-1,0,0,0,15.30,2009
22,Jeremy Maclin,WR,16,PHI,DEN,10,6,60,92,0,27,9,15,0,0,0,0,0,15.20,2009
23,Mohamed Massaquoi,WR,16,CLE,OAK,4,3,75,61,1,28,15,20,0,0,0,0,0,15.10,2009
24,Dwayne Bowe,WR,16,KC,CIN,12,9,75,61,0,10,5,7,0,0,0,0,0,15.10,2009
25,Derrick Mason,WR,16,BAL,PIT,13,7,54,77,0,15,6,11,0,0,0,0,0,14.70,2009
26,Marques Colston,WR,16,NO,TB,9,8,89,77,0,16,9,10,0,0,0,1,1,14.70,2009
27,Muhsin Muhammad,WR,16,CAR,NYG,4,3,75,56,1,27,14,19,0,0,0,0,0,14.60,2009
28,Mario Manningham,WR,16,NYG,CAR,8,6,75,87,0,25,11,15,0,0,0,1,1,13.70,2009
29,Laveranues Coles,WR,16,CIN,KC,4,3,75,43,1,21,11,14,0,0,0,0,0,13.30,2009
30,Ted Ginn,WR,16,MIA,HOU,7,5,71,82,0,35,12,16,0,0,0,1,0,13.20,2009
31,DeSean Jackson,WR,16,PHI,DEN,10,4,40,33,1,11,3,8,1,-3,0,0,0,13.00,2009
32,Chad Johnson,WR,16,CIN,KC,7,4,57,31,1,15,4,8,1,-2,0,0,0,12.90,2009
33,Earl Bennett,WR,16,CHI,MIN,7,3,43,35,1,20,5,12,0,0,0,0,0,12.50,2009
34,Early Doucet,WR,16,ARI,LAR,2,2,100,43,1,25,22,22,0,0,0,0,0,12.30,2009
35,Vincent Jackson,WR,16,LAC,TEN,8,5,63,70,0,20,9,14,1,3,0,0,0,12.30,2009
36,Brandon Marshall,WR,16,DEN,PHI,13,8,62,39,0,9,3,5,2,3,0,0,0,12.20,2009
37,Mike Thomas,WR,16,JAX,NE,6,6,100,57,0,19,10,10,1,0,0,0,0,11.70,2009
38,Mike Wallace,WR,16,PIT,BAL,6,3,50,83,0,45,14,28,0,0,0,0,0,11.30,2009
39,Michael Crabtree,WR,16,SF,DET,5,4,80,68,0,50,14,17,0,0,0,0,0,10.80,2009
40,Jason Avant,WR,16,PHI,DEN,2,2,100,25,1,15,13,13,0,0,0,0,0,10.50,2009
41,Chaz Schilens,WR,16,OAK,CLE,11,4,36,64,0,22,6,16,0,0,0,0,0,10.40,2009
42,Steve Breaston,WR,16,ARI,LAR,7,4,57,64,0,45,9,16,0,0,0,0,0,10.40,2009
43,Hakeem Nicks,WR,16,NYG,CAR,8,6,75,44,0,17,6,7,0,0,0,0,0,10.40,2009
44,Deion Branch,WR,16,SEA,GB,9,5,56,53,0,18,6,11,0,0,0,0,0,10.30,2009
45,Antonio Bryant,WR,16,TB,NO,8,5,63,52,0,22,7,10,0,0,0,0,0,10.20,2009
46,Davone Bess,WR,16,MIA,HOU,10,5,50,45,0,15,5,9,0,0,0,0,0,9.50,2009
47,Lee Evans,WR,16,BUF,ATL,7,5,71,43,0,15,6,9,0,0,0,0,0,9.30,2009
48,TJ Houshmandzadeh,WR,16,SEA,GB,8,4,50,51,0,31,6,13,0,0,0,0,0,9.10,2009
49,Bernard Berrian,WR,16,MIN,CHI,5,3,60,58,0,38,12,19,0,0,0,0,0,8.80,2009
50,Danny Amendola,WR,16,LAR,ARI,8,6,75,38,0,12,5,6,0,0,0,2,1,8.80,2009
