Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Mason Crosby,K,16,GB,SEA,2,2,100,52,6,6,0.00,2009
2,David Akers,K,16,PHI,DEN,3,3,100,45,3,3,0.00,2009
3,Robbie Gould,K,16,CHI,MIN,3,4,75,42,3,3,0.00,2009
4,Phil Dawson,K,16,CLE,OAK,3,3,100,42,2,2,0.00,2009
5,Sebastian Janikowski,K,16,OAK,CLE,3,3,100,61,0,0,0.00,2009
6,John Kasay,K,16,CAR,NYG,2,2,100,38,5,5,0.00,2009
7,Jeff Reed,K,16,PIT,BAL,3,3,100,39,2,2,0.00,2009
8,Matt Bryant,K,16,ATL,BUF,1,2,50,51,4,4,0.00,2009
9,Kris Brown,K,16,HOU,MIA,2,2,100,49,3,3,0.00,2009
10,Matt Prater,K,16,DEN,PHI,2,2,100,46,3,3,0.00,2009
11,Dan Carpenter,K,16,MIA,HOU,2,3,67,38,2,2,0.00,2009
12,Connor Barth,K,16,TB,NO,2,2,100,47,2,2,0.00,2009
13,Billy Cundiff,K,16,BAL,PIT,2,2,100,35,2,2,0.00,2009
14,Mike Nugent,K,16,ARI,LAR,1,1,100,19,4,4,0.00,2009
15,Jay Feely,K,16,NYJ,IND,2,2,100,43,1,1,0.00,2009
16,Nate Kaeding,K,16,LAC,TEN,0,0,0,0,6,6,0.00,2009
17,Jason Hanson,K,16,DET,SF,2,2,100,38,0,0,0.00,2009
18,Ryan Longwell,K,16,MIN,CHI,1,1,100,41,3,3,0.00,2009
19,Rob Bironas,K,16,TEN,LAC,1,1,100,46,2,2,0.00,2009
20,Shayne Graham,K,16,CIN,KC,1,1,100,29,2,2,0.00,2009
21,Thomas Howard,K,16,OAK,CLE,0,0,0,0,0,0,0.00,2009
22,Stephen Gostkowski,K,16,NE,JAX,0,0,0,0,5,5,0.00,2009
23,Garrett Hartley,K,16,NO,TB,1,2,50,28,2,2,0.00,2009
24,Shaun Suisham,K,16,DAL,WAS,1,1,100,23,2,2,0.00,2009
25,Ryan Succop,K,16,KC,CIN,1,1,100,30,1,1,0.00,2009
26,Olindo Mare,K,16,SEA,GB,1,1,100,28,1,1,0.00,2009
27,Josh Brown,K,16,LAR,ARI,1,1,100,33,1,1,0.00,2009
28,Rian Lindell,K,16,BUF,ATL,1,1,100,42,0,0,0.00,2009
29,Lawrence Tynes,K,16,NYG,CAR,1,1,100,40,0,0,0.00,2009
30,Adam Vinatieri,K,16,IND,NYJ,1,1,100,22,0,0,0.00,2009
31,Josh Scobee,K,16,JAX,NE,0,0,0,0,1,1,0.00,2009
32,Rhys Lloyd,K,16,CAR,NYG,0,0,0,0,0,0,0.00,2009
33,David Buehler,K,16,DAL,WAS,0,0,0,0,0,0,0.00,2009
34,Graham Gano,K,16,WAS,DAL,0,0,0,0,0,0,0.00,2009
