Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Atlanta Falcons,DST,16,ATL,BUF,5,2,4,2,1,0,1,0,3,21.00,2009
2,San Francisco 49ers,DST,16,SF,DET,5,2,2,3,3,0,0,0,6,21.00,2009
3,New York Jets,DST,16,NYJ,IND,5,2,3,1,1,0,1,1,15,21.00,2009
4,Arizona Cardinals,DST,16,ARI,LAR,6,4,6,3,1,0,0,0,10,16.00,2009
5,Carolina Panthers,DST,16,CAR,NYG,10,4,7,2,2,0,0,0,9,16.00,2009
6,Dallas Cowboys,DST,16,DAL,WAS,6,4,9,1,0,0,0,0,0,16.00,2009
7,Green Bay Packers,DST,16,GB,SEA,8,3,6,4,0,0,0,0,10,15.00,2009
8,Cleveland Browns,DST,16,CLE,OAK,3,4,11,3,0,0,0,0,9,14.00,2009
9,Pittsburgh Steelers,DST,16,PIT,BAL,3,4,5,1,2,0,0,0,20,11.00,2009
10,New England Patriots,DST,16,NE,JAX,2,2,8,2,0,0,0,0,7,10.00,2009
11,Tampa Bay Buccaneers,DST,16,TB,NO,6,1,2,0,1,0,0,1,17,10.00,2009
12,Cincinnati Bengals,DST,16,CIN,KC,2,1,3,2,0,0,0,0,10,9.00,2009
13,Denver Broncos,DST,16,DEN,PHI,6,4,5,1,2,0,0,0,30,9.00,2009
14,Baltimore Ravens,DST,16,BAL,PIT,5,4,5,1,1,0,0,0,23,8.00,2009
15,New Orleans Saints,DST,16,NO,TB,4,3,3,2,0,0,0,0,20,8.00,2009
16,Los Angeles Chargers,DST,16,LAC,TEN,3,1,4,2,1,0,0,0,17,8.00,2009
17,Chicago Bears,DST,16,CHI,MIN,6,3,6,0,2,0,0,0,30,8.00,2009
18,Houston Texans,DST,16,HOU,MIA,3,3,7,1,0,0,0,0,20,6.00,2009
19,Detroit Lions,DST,16,DET,SF,5,1,3,0,1,0,0,0,20,6.00,2009
20,Philadelphia Eagles,DST,16,PHI,DEN,7,3,5,1,0,0,0,0,27,5.00,2009
21,Buffalo Bills,DST,16,BUF,ATL,5,3,3,0,0,0,0,0,31,5.00,2009
22,Kansas City Chiefs,DST,16,KC,CIN,2,1,1,1,0,0,0,0,17,4.00,2009
23,Oakland Raiders,DST,16,OAK,CLE,7,2,2,0,1,0,0,0,23,4.00,2009
24,Washington Redskins,DST,16,WAS,DAL,2,1,7,1,0,0,0,0,17,4.00,2009
25,Miami Dolphins,DST,16,MIA,HOU,3,1,3,1,0,0,0,0,27,3.00,2009
26,Los Angeles Rams,DST,16,LAR,ARI,4,2,7,0,1,0,0,0,31,3.00,2009
27,Indianapolis Colts,DST,16,IND,NYJ,3,2,2,0,0,0,0,0,29,2.00,2009
28,Minnesota Vikings,DST,16,MIN,CHI,4,2,4,1,0,0,0,0,36,0.00,2009
29,Tennessee Titans,DST,16,TEN,LAC,2,1,4,0,1,0,0,0,42,-1.00,2009
30,Jacksonville Jaguars,DST,16,JAX,NE,3,0,0,0,1,0,0,0,35,-2.00,2009
31,New York Giants,DST,16,NYG,CAR,7,1,4,0,0,0,0,0,41,-3.00,2009
32,Seattle Seahawks,DST,16,SEA,GB,3,1,5,0,0,0,0,0,48,-3.00,2009
