Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Allen Robinson,WR,13,JAX,TEN,15,10,67,153,3,44,10,15,0,0,0,0,0,46.30,2015
2,Antonio Brown,WR,13,PIT,IND,11,8,73,118,2,48,11,15,0,0,0,0,0,40.80,2015
3,Brandon Marshall,WR,13,NYJ,NYG,13,12,92,131,1,25,10,11,0,0,0,0,0,34.10,2015
4,Odell Beckham Jr,WR,13,NYG,NYJ,11,6,55,149,1,72,14,25,0,0,0,0,0,29.90,2015
5,Jeremy Maclin,WR,13,KC,OAK,10,9,90,95,2,16,10,11,0,0,0,1,1,29.50,2015
6,AJ Green,WR,13,CIN,CLE,6,5,83,128,1,57,21,26,0,0,0,0,0,26.80,2015
7,Doug Baldwin,WR,13,SEA,MIN,7,5,71,94,2,53,13,19,0,0,0,0,0,26.40,2015
8,Dorial Green-Beckham,WR,13,TEN,JAX,6,5,83,119,1,47,20,24,0,0,0,0,0,25.90,2015
9,Brandin Cooks,WR,13,NO,CAR,10,6,60,104,1,54,10,17,0,0,0,0,0,25.40,2015
10,Ted Ginn,WR,13,CAR,NO,10,5,50,80,2,45,8,16,0,0,0,0,0,25.00,2015
11,Martavis Bryant,WR,13,PIT,IND,8,4,50,114,1,68,14,29,0,0,0,0,0,24.40,2015
12,Sammy Watkins,WR,13,BUF,HOU,4,3,75,109,1,53,27,36,0,0,0,0,0,22.90,2015
13,Eric Decker,WR,13,NYJ,NYG,12,8,67,101,0,17,8,13,0,0,0,0,0,21.10,2015
14,Danny Amendola,WR,13,NE,PHI,13,7,54,62,1,14,5,9,0,0,0,0,0,20.64,2015
15,Michael Floyd,WR,13,ARI,LAR,12,7,58,104,0,31,9,15,0,0,0,0,0,20.40,2015
16,John Brown,WR,13,ARI,LAR,8,6,75,113,0,68,14,19,0,0,0,0,0,20.30,2015
17,DeAndre Hopkins,WR,13,HOU,BUF,9,5,56,88,1,29,10,18,0,0,0,0,0,19.80,2015
18,DeSean Jackson,WR,13,WAS,DAL,7,6,86,80,1,28,11,13,0,0,0,1,1,19.00,2015
19,Demaryius Thomas,WR,13,DEN,LAC,6,6,100,61,1,21,10,10,0,0,0,0,0,18.10,2015
20,Brandon Coleman,WR,13,NO,CAR,7,4,57,73,1,31,10,18,0,0,0,0,0,17.30,2015
21,Julio Jones,WR,13,ATL,TB,17,8,47,93,0,25,6,12,0,0,0,0,0,17.30,2015
22,Mike Evans,WR,13,TB,ATL,7,5,71,61,1,16,9,12,0,0,0,0,0,17.10,2015
23,Tyler Lockett,WR,13,SEA,MIN,7,7,100,90,0,29,13,13,1,7,0,1,0,16.70,2015
24,Marvin Jones,WR,13,CIN,CLE,5,5,100,55,1,21,11,11,0,0,0,0,0,16.50,2015
25,Brian Hartline,WR,13,CLE,CIN,11,8,73,83,0,18,8,10,0,0,0,0,0,16.30,2015
26,Torrey Smith,WR,13,SF,CHI,3,2,67,76,1,71,25,38,0,0,0,0,0,15.60,2015
27,Michael Crabtree,WR,13,OAK,KC,11,5,46,45,1,25,4,9,0,0,0,0,0,15.50,2015
28,Devante Parker,WR,13,MIA,BAL,5,3,60,63,1,38,13,21,0,0,0,0,0,15.30,2015
29,Cecil Shorts,WR,13,HOU,BUF,10,6,60,91,0,23,9,15,1,1,0,0,0,15.20,2015
30,Golden Tate,WR,13,DET,GB,10,8,80,63,0,13,6,8,1,3,0,0,0,14.60,2015
31,Markus Wheaton,WR,13,PIT,IND,6,3,50,50,1,27,8,17,0,0,0,0,0,14.00,2015
32,Larry Fitzgerald,WR,13,ARI,LAR,11,8,73,55,0,23,5,7,0,0,0,0,0,13.50,2015
33,Calvin Johnson,WR,13,DET,GB,8,3,38,44,1,20,6,15,0,0,0,0,0,13.40,2015
34,Randall Cobb,WR,13,GB,DET,5,4,80,29,0,16,6,7,1,-1,1,0,0,12.80,2015
35,Jordan Matthews,WR,13,PHI,NE,6,3,50,36,1,20,6,12,0,0,0,1,0,12.60,2015
36,Alshon Jeffery,WR,13,CHI,SF,12,4,33,85,0,31,7,21,0,0,0,0,0,12.50,2015
37,Davante Adams,WR,13,GB,DET,7,4,57,21,1,8,3,5,0,0,0,0,0,12.10,2015
