Player,Position,Team,Opponent,Points
Tom Brady,QB,NE,PHI,37.78
Ben Roethlisberger,QB,PIT,IND,36.86
Blake Bortles,QB,JAX,TEN,35.78
Russell Wilson,QB,SEA,MIN,34.06
Tyrod Taylor,QB,BUF,HOU,29.24
Ryan Fitzpatrick,QB,NYJ,NYG,28.80
Aaron Rodgers,QB,GB,DET,26.62
Blaine Gabbert,QB,SF,CHI,25.34
Carson Palmer,QB,ARI,LAR,25.24
Alex Smith,QB,KC,OAK,24.78
Brian Hoyer,QB,HOU,BUF,24.22
Andy Dalton,QB,CIN,CLE,23.90
Drew Brees,QB,NO,CAR,23.48
Jameis Winston,QB,TB,ATL,19.58
Matthew Stafford,QB,DET,GB,18.00
Matt Schaub,QB,BAL,MIA,17.32
Derek Carr,QB,OAK,KC,16.32
Eli Manning,QB,NYG,NYJ,15.08
Matt Ryan,QB,ATL,TB,14.16
Kirk Cousins,QB,WAS,DAL,13.36
Sam Bradford,QB,PHI,NE,12.70
Brock Osweiler,QB,DEN,LAC,9.74
Matt Cassel,QB,DAL,WAS,8.62
Ryan Tannehill,QB,MIA,BAL,8.54
Jay Cutler,QB,CHI,SF,8.08
Matt Hasselbeck,QB,IND,PIT,7.86
Austin Davis,QB,CLE,CIN,7.60
Philip Rivers,QB,LAC,DEN,7.08
Nick Foles,QB,LAR,ARI,4.64
Teddy Bridgewater,QB,MIN,SEA,3.92
Charlie Whitehurst,QB,IND,PIT,2.04
BJ Daniels,QB,SEA,MIN,1.60
AJ McCarron,QB,CIN,CLE,0.76
Joe Webb,QB,CAR,NO,0.00
Drew Stanton,QB,ARI,LAR,-0.06
Landry Jones,QB,PIT,IND,-0.10
Tarvaris Jackson,QB,SEA,MIN,-0.20
Brandon Marshall,WR,NYJ,NYG,34.10
Odell Beckham Jr,WR,NYG,NYJ,29.90
Jeremy Maclin,WR,KC,OAK,29.50
AJ Green,WR,CIN,CLE,26.80
Doug Baldwin,WR,SEA,MIN,26.40
Dorial Green-Beckham,WR,TEN,JAX,25.90
Brandin Cooks,WR,NO,CAR,25.40
Ted Ginn,WR,CAR,NO,25.00
Martavis Bryant,WR,PIT,IND,24.40
Sammy Watkins,WR,BUF,HOU,22.90
Eric Decker,WR,NYJ,NYG,21.10
Danny Amendola,WR,NE,PHI,20.64
Michael Floyd,WR,ARI,LAR,20.40
John Brown,WR,ARI,LAR,20.30
DeAndre Hopkins,WR,HOU,BUF,19.80
DeSean Jackson,WR,WAS,DAL,19.00
Demaryius Thomas,WR,DEN,LAC,18.10
Brandon Coleman,WR,NO,CAR,17.30
Julio Jones,WR,ATL,TB,17.30
Mike Evans,WR,TB,ATL,17.10
Tyler Lockett,WR,SEA,MIN,16.70
Marvin Jones,WR,CIN,CLE,16.50
Brian Hartline,WR,CLE,CIN,16.30
Torrey Smith,WR,SF,CHI,15.60
Michael Crabtree,WR,OAK,KC,15.50
Devante Parker,WR,MIA,BAL,15.30
Cecil Shorts,WR,HOU,BUF,15.20
Golden Tate,WR,DET,GB,14.60
Markus Wheaton,WR,PIT,IND,14.00
Larry Fitzgerald,WR,ARI,LAR,13.50
Calvin Johnson,WR,DET,GB,13.40
Randall Cobb,WR,GB,DET,12.80
Jordan Matthews,WR,PHI,NE,12.60
Alshon Jeffery,WR,CHI,SF,12.50
Davante Adams,WR,GB,DET,12.10
Vincent Jackson,WR,TB,ATL,11.70
Jerricho Cotchery,WR,CAR,NO,11.60
JJ Nelson,WR,ARI,LAR,11.40
Kamar Aiken,WR,BAL,MIA,10.80
Pierre Garcon,WR,WAS,DAL,10.40
Nate Washington,WR,HOU,BUF,10.40
Amari Cooper,WR,OAK,KC,10.20
Robert Woods,WR,BUF,HOU,9.90
Chris Givens,WR,BAL,MIA,9.80
Rashad Greene,WR,JAX,TEN,9.50
Dez Bryant,WR,DAL,WAS,9.20
Seth Roberts,WR,OAK,KC,9.10
Anquan Boldin,WR,SF,CHI,8.70
Delanie Walker,TE,TEN,JAX,23.20
Charles Clay,TE,BUF,HOU,16.60
Scott Chandler,TE,NE,PHI,16.10
Benjamin Watson,TE,NO,CAR,13.80
Ryan Griffin,TE,HOU,BUF,11.90
Antonio Gates,TE,LAC,DEN,11.00
Gary Barnidge,TE,CLE,CIN,10.90
Clive Walford,TE,OAK,KC,10.30
Will Tye,TE,NYG,NYJ,10.00
Jason Witten,TE,DAL,WAS,9.60
Julius Thomas,TE,JAX,TEN,9.50
Craig Stevens,TE,TEN,JAX,9.10
Eric Ebron,TE,DET,GB,8.90
Zach Ertz,TE,PHI,NE,8.90
Lee Smith,TE,OAK,KC,7.50
Travis Kelce,TE,KC,OAK,7.20
Jordan Reed,TE,WAS,DAL,6.30
Austin Seferian-Jenkins,TE,TB,ATL,6.10
Jesse James,TE,PIT,IND,6.00
Coby Fleener,TE,IND,PIT,6.00
Ed Dickson,TE,CAR,NO,5.70
Luke Willson,TE,SEA,MIN,5.60
Jacob Tamme,TE,ATL,TB,5.60
Jared Cook,TE,LAR,ARI,5.20
Vernon Davis,TE,DEN,LAC,4.50
Nick Boyle,TE,BAL,MIA,4.50
Martellus Bennett,TE,CHI,SF,4.40
Kyle Rudolph,TE,MIN,SEA,4.30
Ladarius Green,TE,LAC,DEN,4.10
Vance McDonald,TE,SF,CHI,3.80
Owen Daniels,TE,DEN,LAC,3.30
Mychal Rivera,TE,OAK,KC,3.30
Darren Fells,TE,ARI,LAR,3.20
Virgil Green,TE,DEN,LAC,3.20
Cameron Brate,TE,TB,ATL,3.20
Josh Hill,TE,NO,CAR,3.10
Michael Hoomanawanui,TE,NO,CAR,2.90
Tyler Kroft,TE,CIN,CLE,2.70
Brent Celek,TE,PHI,NE,2.60
Cooper Helfet,TE,SEA,MIN,2.30
Jermaine Gresham,TE,ARI,LAR,2.30
James Hanna,TE,DAL,WAS,2.10
Kellen Davis,TE,NYJ,NYG,1.80
CJ Fiedorowicz,TE,HOU,BUF,1.80
John Phillips,TE,LAC,DEN,1.80
Marcedes Lewis,TE,JAX,TEN,1.70
EJ Bibbs,TE,CLE,CIN,1.70
Ryan Hewitt,TE,CIN,CLE,1.70
Bilal Powell,RB,NYJ,NYG,24.80
TJ Yeldon,RB,JAX,TEN,23.60
DeAngelo Williams,RB,PIT,IND,23.50
Matt Forte,RB,CHI,SF,23.30
Thomas Rawls,RB,SEA,MIN,23.30
Devonta Freeman,RB,ATL,TB,20.30
David Johnson,RB,ARI,LAR,20.00
Darren Sproles,RB,PHI,NE,20.00
Mark Ingram,RB,NO,CAR,19.90
Latavius Murray,RB,OAK,KC,19.70
Shaun Draughn,RB,SF,CHI,19.60
Jonathan Stewart,RB,CAR,NO,19.30
Frank Gore,RB,IND,PIT,18.40
Doug Martin,RB,TB,ATL,16.00
Jeremy Hill,RB,CIN,CLE,15.80
Lamar Miller,RB,MIA,BAL,14.80
Chris Polk,RB,HOU,BUF,14.20
LeSean McCoy,RB,BUF,HOU,14.20
Antonio Andrews,RB,TEN,JAX,13.80
Mike Tolbert,FB,CAR,NO,13.10
Kerwynn Williams,RB,ARI,LAR,11.90
James Starks,RB,GB,DET,11.00
Darren McFadden,RB,DAL,WAS,10.90
Chris Ivory,RB,NYJ,NYG,10.90
Spencer Ware,RB,KC,OAK,10.50
Fred Jackson,RB,SEA,MIN,9.80
Charles Sims,RB,TB,ATL,9.70
Jeremy Langford,RB,CHI,SF,8.80
Jonathan Grimes,RB,HOU,BUF,8.30
Theo Riddick,RB,DET,GB,8.10
Ka'Deem Carey,RB,CHI,SF,7.70
Isaiah Crowell,RB,CLE,CIN,7.40
Duke Johnson,RB,CLE,CIN,7.20
Ameer Abdullah,RB,DET,GB,6.70
Donald Brown,RB,LAC,DEN,6.70
Matt Jones,RB,WAS,DAL,6.40
