Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Shayne Graham,K,13,ATL,TB,4,4,100,52,1,1,0.00,2015
2,Chris Boswell,K,13,PIT,IND,3,4,75,51,4,4,0.00,2015
3,Dan Bailey,K,13,DAL,WAS,4,4,100,54,1,1,0.00,2015
4,Matt Prater,K,13,DET,GB,3,3,100,51,2,2,0.00,2015
5,Mike Nugent,K,13,CIN,CLE,3,3,100,44,4,4,0.00,2015
6,Randy Bullock,K,13,NYJ,NYG,3,3,100,31,2,2,0.00,2015
7,Robbie Gould,K,13,CHI,SF,2,4,50,51,2,2,0.00,2015
8,Dustin Hopkins,K,13,WAS,DAL,3,4,75,46,1,1,0.00,2015
9,Chandler Catanzaro,K,13,ARI,LAR,2,2,100,33,3,3,0.00,2015
10,Steven Hauschka,K,13,SEA,MIN,1,1,100,23,5,5,0.00,2015
11,Josh Brown,K,13,NYG,NYJ,2,3,67,35,2,2,0.00,2015
12,Justin Tucker,K,13,BAL,MIA,2,3,67,38,1,1,0.00,2015
13,Dan Carpenter,K,13,BUF,HOU,1,2,50,36,3,4,0.00,2015
14,Ryan Succop,K,13,TEN,JAX,0,0,0,0,6,6,0.00,2015
15,Connor Barth,K,13,TB,ATL,1,1,100,23,2,2,0.00,2015
16,Josh Lambo,K,13,LAC,DEN,1,2,50,51,0,0,0.00,2015
17,Brandon McManus,K,13,DEN,LAC,1,2,50,23,2,2,0.00,2015
18,Graham Gano,K,13,CAR,NO,0,0,0,0,5,6,0.00,2015
19,Caleb Sturgis,K,13,PHI,NE,0,0,0,0,5,5,0.00,2015
20,Kai Forbath,K,13,NO,CAR,0,1,0,0,4,4,0.00,2015
21,Stephen Gostkowski,K,13,NE,PHI,0,0,0,0,4,4,0.00,2015
22,Adam Vinatieri,K,13,IND,PIT,1,1,100,35,1,1,0.00,2015
23,Mason Crosby,K,13,GB,DET,0,1,0,0,3,3,0.00,2015
24,Jason Myers,K,13,JAX,TEN,0,0,0,0,3,5,0.00,2015
25,Travis Coons,K,13,CLE,CIN,1,2,50,47,0,0,0.00,2015
26,Zach Hocker,K,13,LAR,ARI,1,1,100,35,0,0,0.00,2015
27,Phil Dawson,K,13,SF,CHI,0,0,0,0,2,3,0.00,2015
28,Sebastian Janikowski,K,13,OAK,KC,0,1,0,0,2,3,0.00,2015
29,Cairo Santos,K,13,KC,OAK,0,0,0,0,2,3,0.00,2015
30,Nick Novak,K,13,HOU,BUF,0,0,0,0,1,2,0.00,2015
31,Andrew Franks,K,13,MIA,BAL,0,0,0,0,1,1,0.00,2015
32,Blair Walsh,K,13,MIN,SEA,0,0,0,0,1,1,0.00,2015
33,Jordan Gay,K,13,BUF,HOU,0,0,0,0,0,0,0.00,2015
