Player,Position,Team,Opponent,Points
Drew Brees,QB,NO,PHI,26.34
Eli Manning,QB,NYG,DAL,24.40
Carson Palmer,QB,CIN,GB,23.50
Peyton Manning,QB,IND,MIA,23.42
Kevin Kolb,QB,PHI,NO,23.04
Byron Leftwich,QB,TB,BUF,21.84
Matt Ryan,QB,ATL,CAR,20.10
David Garrard,QB,JAX,ARI,19.98
Aaron Rodgers,QB,GB,CIN,18.74
Trent Edwards,QB,BUF,TB,18.60
Ben Roethlisberger,QB,PIT,CHI,18.44
Jake Delhomme,QB,CAR,ATL,18.32
Kurt Warner,QB,ARI,JAX,17.62
Jay Cutler,QB,CHI,PIT,17.34
Kerry Collins,QB,TEN,HOU,15.04
Matt Cassel,QB,KC,OAK,15.04
Joe Flacco,QB,BAL,LAC,14.90
Kyle Orton,QB,DEN,CLE,14.52
Brett Favre,QB,MIN,DET,14.20
Jason Campbell,QB,WAS,LAR,12.48
Tony Romo,QB,DAL,NYG,12.38
Mark Sanchez,QB,NYJ,NE,10.32
Marc Bulger,QB,LAR,WAS,9.90
Matthew Stafford,QB,DET,MIN,8.78
Seneca Wallace,QB,SEA,SF,8.18
Tom Brady,QB,NE,NYJ,7.84
Shaun Hill,QB,SF,SEA,7.46
Chad Pennington,QB,MIA,IND,6.72
Matt Hasselbeck,QB,SEA,SF,5.08
Brady Quinn,QB,CLE,DEN,4.84
JaMarcus Russell,QB,OAK,KC,4.06
Matt Leinart,QB,ARI,JAX,0.58
Tarvaris Jackson,QB,MIN,DET,0.26
Pat White,QB,MIA,IND,0.00
Josh Johnson,QB,TB,BUF,0.00
Mark Brunell,QB,NO,PHI,0.00
Matt Flynn,QB,GB,CIN,0.00
Steve Smith,WR,NYG,DAL,32.40
Marques Colston,WR,NO,PHI,29.80
Vincent Jackson,WR,LAC,BAL,29.10
Mike Sims-Walker,WR,JAX,ARI,25.60
Ted Ginn,WR,MIA,IND,24.80
DeSean Jackson,WR,PHI,NO,24.60
Steve Smith,WR,CAR,ATL,24.10
Donald Driver,WR,GB,CIN,21.90
Jason Avant,WR,PHI,NO,20.90
Chad Johnson,WR,CIN,GB,19.10
Johnny Knox,WR,CHI,PIT,19.00
Julian Edelman,WR,NE,NYJ,17.80
Calvin Johnson,WR,DET,MIN,17.70
Laurent Robinson,WR,LAR,WAS,17.40
Roddy White,WR,ATL,CAR,17.30
Dwayne Bowe,WR,KC,OAK,16.60
Percy Harvin,WR,MIN,DET,16.50
Kelley Washington,WR,BAL,LAC,15.80
Terrell Owens,WR,BUF,TB,15.50
Jacoby Jones,WR,HOU,TEN,15.30
Anquan Boldin,WR,ARI,JAX,15.30
Braylon Edwards,WR,CLE,DEN,15.20
Nate Washington,WR,TEN,HOU,15.00
Larry Fitzgerald,WR,ARI,JAX,13.40
Santonio Holmes,WR,PIT,CHI,13.30
Steve Breaston,WR,ARI,JAX,13.30
Bobby Wade,WR,KC,OAK,13.20
Jerricho Cotchery,WR,NYJ,NE,12.70
Torry Holt,WR,JAX,ARI,12.50
Brandon Stokley,WR,DEN,CLE,12.00
Pierre Garcon,WR,IND,MIA,11.80
Hines Ward,WR,PIT,CHI,11.70
Jabar Gaffney,WR,DEN,CLE,11.20
