Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Rian Lindell,K,2,BUF,TB,4,4,100,43,3,3,0.00,2009
2,Lawrence Tynes,K,2,NYG,DAL,4,5,80,37,3,3,0.00,2009
3,Nate Kaeding,K,2,LAC,BAL,4,4,100,29,2,2,0.00,2009
4,John Carney,K,2,NO,PHI,2,2,100,25,6,6,0.00,2009
5,Joe Nedney,K,2,SF,SEA,3,3,100,42,2,2,0.00,2009
6,Dan Carpenter,K,2,MIA,IND,3,4,75,45,2,2,0.00,2009
7,Thomas Howard,K,2,OAK,KC,0,0,0,0,0,0,0.00,2009
8,Jay Feely,K,2,NYJ,NE,3,3,100,39,1,1,0.00,2009
9,Kris Brown,K,2,HOU,TEN,2,2,100,38,4,4,0.00,2009
10,Ryan Longwell,K,2,MIN,DET,2,2,100,46,3,3,0.00,2009
11,Sebastian Janikowski,K,2,OAK,KC,2,2,100,54,1,1,0.00,2009
12,Stephen Gostkowski,K,2,NE,NYJ,3,3,100,45,0,0,0.00,2009
13,Shaun Suisham,K,2,WAS,LAR,3,3,100,28,0,0,0.00,2009
14,Matt Prater,K,2,DEN,CLE,2,4,50,38,3,3,0.00,2009
15,Adam Vinatieri,K,2,IND,MIA,2,2,100,48,3,3,0.00,2009
16,John Kasay,K,2,CAR,ATL,2,2,100,50,2,2,0.00,2009
17,David Akers,K,2,PHI,NO,2,2,100,32,2,2,0.00,2009
18,Jason Hanson,K,2,DET,MIN,2,2,100,48,1,1,0.00,2009
19,Shayne Graham,K,2,CIN,GB,1,1,100,40,4,4,0.00,2009
20,Neil Rackers,K,2,ARI,JAX,1,2,50,45,4,4,0.00,2009
21,Rob Bironas,K,2,TEN,HOU,1,1,100,40,4,4,0.00,2009
22,Steven Hauschka,K,2,BAL,LAC,1,1,100,33,4,4,0.00,2009
23,Nick Folk,K,2,DAL,NYG,1,1,100,47,4,4,0.00,2009
24,Mason Crosby,K,2,GB,CIN,1,2,50,45,3,3,0.00,2009
25,Phil Dawson,K,2,CLE,DEN,2,2,100,47,0,0,0.00,2009
26,Josh Scobee,K,2,JAX,ARI,1,2,50,30,2,2,0.00,2009
27,Robbie Gould,K,2,CHI,PIT,1,1,100,44,2,2,0.00,2009
28,Jason Elam,K,2,ATL,CAR,0,0,0,0,4,4,0.00,2009
29,Ryan Succop,K,2,KC,OAK,1,1,100,23,1,1,0.00,2009
30,Olindo Mare,K,2,SEA,SF,1,1,100,36,1,1,0.00,2009
31,Mike Nugent,K,2,TB,BUF,0,0,0,0,2,2,0.00,2009
32,Jeff Reed,K,2,PIT,CHI,0,2,0,0,2,2,0.00,2009
33,Josh Brown,K,2,LAR,WAS,0,0,0,0,1,1,0.00,2009
34,Rhys Lloyd,K,2,CAR,ATL,0,0,0,0,0,0,0.00,2009
35,David Buehler,K,2,DAL,NYG,0,0,0,0,0,0,0.00,2009
