Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Arizona Cardinals,DST,2,ARI,JAX,7,4,7,1,2,0,0,1,17,19.00,2009
2,Denver Broncos,DST,2,DEN,CLE,6,4,6,1,2,0,0,0,6,17.00,2009
3,New Orleans Saints,DST,2,NO,PHI,3,1,6,3,1,0,1,0,22,16.00,2009
4,Buffalo Bills,DST,2,BUF,TB,4,2,13,2,0,0,1,0,20,13.00,2009
5,New York Giants,DST,2,NYG,DAL,2,0,1,3,1,0,1,0,31,13.00,2009
6,Minnesota Vikings,DST,2,MIN,DET,6,2,3,2,1,0,0,0,13,12.00,2009
7,Green Bay Packers,DST,2,GB,CIN,5,2,5,2,0,0,1,0,31,11.00,2009
8,Oakland Raiders,DST,2,OAK,KC,6,2,6,2,0,0,0,0,10,10.00,2009
9,Cincinnati Bengals,DST,2,CIN,GB,6,6,11,0,1,0,0,0,24,9.00,2009
10,Atlanta Falcons,DST,2,ATL,CAR,2,1,5,1,1,0,0,0,20,8.00,2009
11,Chicago Bears,DST,2,CHI,PIT,7,2,5,1,1,0,0,0,14,7.00,2009
12,San Francisco 49ers,DST,2,SF,SEA,5,1,2,1,0,0,0,0,10,7.00,2009
13,Los Angeles Rams,DST,2,LAR,WAS,5,1,3,0,1,0,0,0,9,7.00,2009
14,Washington Redskins,DST,2,WAS,LAR,2,1,7,0,1,0,0,0,7,7.00,2009
15,Baltimore Ravens,DST,2,BAL,LAC,6,2,9,2,0,0,0,0,26,6.00,2009
16,Kansas City Chiefs,DST,2,KC,OAK,1,2,2,0,0,0,0,0,13,6.00,2009
17,New York Jets,DST,2,NYJ,NE,3,0,7,1,0,0,0,0,9,6.00,2009
18,Tampa Bay Buccaneers,DST,2,TB,BUF,4,2,8,1,1,0,0,0,33,6.00,2009
19,Detroit Lions,DST,2,DET,MIN,5,3,7,0,1,0,0,0,27,5.00,2009
20,Houston Texans,DST,2,HOU,TEN,7,2,3,1,1,0,0,0,31,5.00,2009
21,New England Patriots,DST,2,NE,NYJ,5,2,3,0,1,0,0,0,16,5.00,2009
22,Indianapolis Colts,DST,2,IND,MIA,3,2,1,1,0,0,0,0,23,4.00,2009
23,Seattle Seahawks,DST,2,SEA,SF,5,4,4,0,0,0,0,0,23,4.00,2009
24,Carolina Panthers,DST,2,CAR,ATL,2,0,0,1,1,0,0,0,28,3.00,2009
25,Jacksonville Jaguars,DST,2,JAX,ARI,0,0,1,0,2,0,0,0,31,3.00,2009
26,Pittsburgh Steelers,DST,2,PIT,CHI,2,2,4,0,0,0,0,0,17,3.00,2009
27,Cleveland Browns,DST,2,CLE,DEN,2,0,2,0,1,0,0,0,27,2.00,2009
28,Philadelphia Eagles,DST,2,PHI,NO,6,2,2,1,0,1,0,0,48,2.00,2009
29,Los Angeles Chargers,DST,2,LAC,BAL,4,1,4,1,0,0,0,0,31,2.00,2009
30,Miami Dolphins,DST,2,MIA,IND,1,1,3,0,0,0,0,0,27,1.00,2009
31,Dallas Cowboys,DST,2,DAL,NYG,5,0,2,0,0,0,0,0,33,0.00,2009
32,Tennessee Titans,DST,2,TEN,HOU,4,0,7,0,0,0,0,0,34,-1.00,2009
