Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Matt Schaub,QB,2,HOU,TEN,25,39,64,357,9,4,0,128,4,4,1,0,33.68,2009
2,Philip Rivers,QB,2,LAC,BAL,25,45,56,436,10,2,2,85,4,10,3,0,27.44,2009
3,Drew Brees,QB,2,NO,PHI,25,34,74,311,9,3,1,119,1,-1,-1,0,26.34,2009
4,Eli Manning,QB,2,NYG,DAL,25,38,66,330,9,2,0,111,1,2,2,0,24.40,2009
5,Carson Palmer,QB,2,CIN,GB,15,23,65,185,8,3,2,93,2,1,1,1,23.50,2009
6,Peyton Manning,QB,2,IND,MIA,14,23,61,303,13,2,0,134,1,3,3,0,23.42,2009
7,Kevin Kolb,QB,2,PHI,NO,31,51,61,391,8,2,3,73,1,-6,-6,0,23.04,2009
8,Byron Leftwich,QB,2,TB,BUF,26,50,52,296,6,3,2,73,1,0,0,0,21.84,2009
9,Matt Ryan,QB,2,ATL,CAR,21,27,78,220,8,3,1,122,2,3,2,0,20.10,2009
10,David Garrard,QB,2,JAX,ARI,23,43,54,282,7,2,1,80,4,27,7,0,19.98,2009
11,Aaron Rodgers,QB,2,GB,CIN,21,39,54,261,7,1,0,83,4,43,11,0,18.74,2009
12,Trent Edwards,QB,2,BUF,TB,21,31,68,230,7,2,1,98,3,24,8,0,18.60,2009
13,Ben Roethlisberger,QB,2,PIT,CHI,23,35,66,221,6,1,1,81,3,6,2,1,18.44,2009
14,Jake Delhomme,QB,2,CAR,ATL,25,41,61,308,8,1,1,82,0,0,0,0,18.32,2009
15,Kurt Warner,QB,2,ARI,JAX,24,26,92,243,9,2,0,131,1,-1,-1,0,17.62,2009
16,Jay Cutler,QB,2,CHI,PIT,27,38,71,236,6,2,0,105,1,-1,-1,0,17.34,2009
17,Matt Cassel,QB,2,KC,OAK,24,39,62,241,6,1,2,66,5,34,7,0,15.04,2009
18,Kerry Collins,QB,2,TEN,HOU,21,33,64,216,7,2,1,90,2,4,2,0,15.04,2009
19,Joe Flacco,QB,2,BAL,LAC,17,26,65,190,7,2,1,97,5,3,1,0,14.90,2009
20,Kyle Orton,QB,2,DEN,CLE,19,37,51,263,7,1,0,84,2,0,0,0,14.52,2009
21,Brett Favre,QB,2,MIN,DET,23,27,85,155,6,2,0,115,0,0,0,0,14.20,2009
22,Jason Campbell,QB,2,WAS,LAR,23,35,66,242,7,0,0,86,7,28,4,0,12.48,2009
23,Tony Romo,QB,2,DAL,NYG,13,29,45,127,4,1,3,30,1,3,3,1,12.38,2009
24,Mark Sanchez,QB,2,NYJ,NE,14,22,64,163,7,1,0,101,2,-2,-1,0,10.32,2009
25,Marc Bulger,QB,2,LAR,WAS,15,28,54,125,5,1,0,77,2,9,5,0,9.90,2009
26,Matthew Stafford,QB,2,DET,MIN,18,30,60,152,5,1,2,57,1,7,7,0,8.78,2009
27,Seneca Wallace,QB,2,SEA,SF,15,23,65,127,6,1,1,76,4,1,0,0,8.18,2009
28,Tom Brady,QB,2,NE,NYJ,23,47,49,216,5,0,1,53,1,2,2,0,7.84,2009
29,Shaun Hill,QB,2,SF,SEA,19,26,73,144,6,0,0,86,1,17,17,0,7.46,2009
30,Chad Pennington,QB,2,MIA,IND,22,33,67,183,6,0,1,68,1,4,4,0,6.72,2009
31,Matt Hasselbeck,QB,2,SEA,SF,10,18,56,97,5,0,0,71,3,12,4,0,5.08,2009
32,Brady Quinn,QB,2,CLE,DEN,18,31,58,161,5,0,1,59,3,4,1,0,4.84,2009
33,JaMarcus Russell,QB,2,OAK,KC,7,24,29,109,5,0,0,46,3,-3,-1,0,4.06,2009
34,Matt Leinart,QB,2,ARI,JAX,3,6,50,22,4,0,0,59,3,-3,-1,0,0.58,2009
35,Tarvaris Jackson,QB,2,MIN,DET,1,1,100,14,14,0,0,119,3,-3,-1,0,0.26,2009
36,Matt Flynn,QB,2,GB,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
37,Mark Brunell,QB,2,NO,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
38,Josh Johnson,QB,2,TB,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
39,Pat White,QB,2,MIA,IND,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
