Player,Position,Team,Opponent,Points
Andrew Luck,QB,IND,NE,23.62
Russell Wilson,QB,SEA,KC,22.22
Andy Dalton,QB,CIN,NO,22.00
Drew Stanton,QB,ARI,DET,20.84
Mark Sanchez,QB,PHI,GB,20.84
Cam Newton,QB,CAR,ATL,20.68
Peyton Manning,QB,DEN,LAR,20.46
Josh McCown,QB,TB,WAS,20.32
Ryan Tannehill,QB,MIA,BUF,18.80
Brian Hoyer,QB,CLE,HOU,18.60
Zach Mettenberger,QB,TEN,PIT,17.52
Tom Brady,QB,NE,IND,16.08
Ryan Mallett,QB,HOU,CLE,15.14
Matt Ryan,QB,ATL,CAR,15.12
Drew Brees,QB,NO,CIN,14.50
Robert Griffin III,QB,WAS,TB,14.38
Colin Kaepernick,QB,SF,NYG,14.12
Shaun Hill,QB,LAR,DEN,13.80
Philip Rivers,QB,LAC,OAK,11.62
Ben Roethlisberger,QB,PIT,TEN,11.48
Eli Manning,QB,NYG,SF,10.20
Teddy Bridgewater,QB,MIN,CHI,9.52
Kyle Orton,QB,BUF,MIA,7.92
Matthew Stafford,QB,DET,ARI,6.32
Derek Carr,QB,OAK,LAC,5.88
Alex Smith,QB,KC,SEA,4.22
Matt Flynn,QB,GB,PHI,0.74
Matt Schaub,QB,OAK,LAC,0.00
Luke McCown,QB,NO,CIN,0.00
Joe Webb,QB,CAR,ATL,0.00
Jimmy Garoppolo,QB,NE,IND,-0.20
Kelvin Benjamin,WR,CAR,ATL,28.90
Brandon Marshall,WR,CHI,MIN,28.00
AJ Green,WR,CIN,NO,27.70
Randall Cobb,WR,GB,PHI,25.90
Kenny Britt,WR,LAR,DEN,25.80
Jordan Matthews,WR,PHI,GB,24.70
Jeremy Maclin,WR,PHI,GB,24.30
Emmanuel Sanders,WR,DEN,LAR,24.20
Antonio Brown,WR,PIT,TEN,24.10
Jordy Nelson,WR,GB,PHI,23.90
Andrew Hawkins,WR,CLE,HOU,21.70
Roddy White,WR,ATL,CAR,21.50
Rueben Randle,WR,NYG,SF,21.20
Demaryius Thomas,WR,DEN,LAR,20.30
Michael Floyd,WR,ARI,DET,19.40
Michael Crabtree,WR,SF,NYG,17.50
Doug Baldwin,WR,SEA,KC,16.50
Odell Beckham Jr,WR,NYG,SF,15.30
Nate Washington,WR,TEN,PIT,15.00
Charles Johnson,WR,MIN,CHI,14.70
Jarvis Landry,WR,MIA,BUF,14.60
Malcom Floyd,WR,LAC,OAK,14.40
Chris Hogan,WR,BUF,MIA,14.40
Keenan Allen,WR,LAC,OAK,14.30
Taylor Gabriel,WR,CLE,HOU,14.20
Reggie Wayne,WR,IND,NE,14.10
Andre Johnson,WR,HOU,CLE,13.80
Kenny Stills,WR,NO,CIN,13.20
Julian Edelman,WR,NE,IND,13.10
DeAndre Hopkins,WR,HOU,CLE,12.00
John Brown,WR,ARI,DET,11.90
Julio Jones,WR,ATL,CAR,11.90
Corey Brown,WR,CAR,ATL,11.70
Kendall Wright,WR,TEN,PIT,11.00
Calvin Johnson,WR,DET,ARI,10.90
Brandin Cooks,WR,NO,CIN,10.50
Jermaine Kearse,WR,SEA,KC,10.40
Anquan Boldin,WR,SF,NYG,10.30
Marques Colston,WR,NO,CIN,9.60
Hakeem Nicks,WR,IND,NE,9.50
Brandon Gibson,WR,MIA,BUF,9.30
Davante Adams,WR,GB,PHI,9.30
Brandon LaFell,WR,NE,IND,9.20
Harry Douglas,WR,ATL,CAR,8.60
Brian Hartline,WR,MIA,BUF,8.50
Riley Cooper,WR,PHI,GB,7.90
Mike Wallace,WR,MIA,BUF,7.80
DeSean Jackson,WR,WAS,TB,7.70
Jermaine Gresham,TE,CIN,NO,15.30
Larry Donnell,TE,NYG,SF,14.40
Chase Coffman,TE,TEN,PIT,12.20
Heath Miller,TE,PIT,TEN,12.10
Garrett Graham,TE,HOU,CLE,11.40
Greg Olsen,TE,CAR,ATL,11.10
Zach Ertz,TE,PHI,GB,9.50
Luke Willson,TE,SEA,KC,8.10
Charles Clay,TE,MIA,BUF,8.10
Rhett Ellison,TE,MIN,CHI,7.70
Tim Wright,TE,NE,IND,7.20
Tony Moeaki,TE,SEA,KC,7.10
Jacob Tamme,TE,DEN,LAR,7.10
Mychal Rivera,TE,OAK,LAC,7.00
Martellus Bennett,TE,CHI,MIN,6.90
John Carlson,TE,ARI,DET,6.70
