Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Jonas Gray,RB,11,NE,IND,37,201,5,4,0,0,0,0,0,0,47.10,2014
2,Jamaal Charles,RB,11,KC,SEA,20,159,8,2,2,2,19,0,1,1,33.80,2014
3,Le'Veon Bell,RB,11,PIT,TEN,33,204,6,1,4,2,18,0,0,0,33.20,2014
4,Matt Forte,RB,11,CHI,MIN,26,117,5,0,6,6,58,0,0,0,26.50,2014
5,Eddie Lacy,RB,11,GB,PHI,10,69,7,1,4,3,45,1,0,0,26.40,2014
6,Jeremy Hill,RB,11,CIN,NO,27,152,6,0,1,1,13,0,1,0,20.50,2014
7,CJ Anderson,RB,11,DEN,LAR,9,29,3,0,10,8,86,0,0,0,19.50,2014
8,Alfred Blue,RB,11,HOU,CLE,36,156,4,0,0,0,0,0,0,0,18.60,2014
9,Mark Ingram,RB,11,NO,CIN,23,67,3,0,7,7,30,0,0,0,16.70,2014
10,Roy Helu,RB,11,WAS,TB,0,0,0,0,6,6,57,1,2,1,16.70,2014
11,Marshawn Lynch,RB,11,SEA,KC,24,124,5,0,3,1,1,0,0,0,16.50,2014
12,Tre Mason,RB,11,LAR,DEN,29,113,4,0,2,1,1,0,0,0,15.40,2014
13,Alfred Morris,RB,11,WAS,TB,20,96,5,0,3,2,36,0,0,0,15.20,2014
14,Joique Bell,RB,11,DET,ARI,14,85,6,0,5,3,30,0,1,0,14.50,2014
15,Bryce Brown,RB,11,BUF,MIA,6,14,2,0,10,7,57,0,0,0,14.10,2014
16,Frank Gore,RB,11,SF,NYG,19,95,5,0,3,2,19,0,1,1,12.40,2014
17,Lamar Miller,RB,11,MIA,BUF,15,86,6,0,2,2,12,0,0,0,11.80,2014
18,Shane Vereen,RB,11,NE,IND,1,18,18,0,4,4,59,0,0,0,11.70,2014
19,LeSean McCoy,RB,11,PHI,GB,23,88,4,0,1,1,18,0,0,0,11.60,2014
20,Bishop Sankey,RB,11,TEN,PIT,11,38,4,1,1,1,7,0,0,0,11.50,2014
21,Rashad Jennings,RB,11,NYG,SF,18,59,3,0,7,4,8,0,0,0,10.70,2014
22,Andre Ellington,RB,11,ARI,DET,19,42,2,0,4,4,24,0,0,0,10.60,2014
23,Isaiah Crowell,RB,11,CLE,HOU,14,61,4,0,4,2,30,0,1,1,10.10,2014
24,Jerick McKinnon,RB,11,MIN,CHI,8,38,5,0,7,4,20,0,0,0,9.80,2014
25,Latavius Murray,RB,11,OAK,LAC,4,43,11,0,4,3,16,0,0,0,8.90,2014
26,Knile Davis,RB,11,KC,SEA,5,10,2,1,1,1,8,0,0,0,8.80,2014
27,Ryan Mathews,RB,11,LAC,OAK,16,70,4,0,1,1,5,0,0,0,8.50,2014
28,Benjamin Cunningham,RB,11,LAR,DEN,2,7,4,0,4,4,31,0,0,0,7.80,2014
29,Charles Sims,RB,11,TB,WAS,13,36,3,0,4,3,8,0,0,0,7.40,2014
30,Jonathan Stewart,RB,11,CAR,ATL,7,24,3,0,3,3,15,0,0,0,6.90,2014
31,Anthony Dixon,RB,11,BUF,MIA,10,35,4,0,2,2,13,0,0,0,6.80,2014
32,Steven Jackson,RB,11,ATL,CAR,17,41,2,0,3,2,6,0,0,0,6.70,2014
33,Rex Burkhead,RB,11,CIN,NO,2,1,1,0,3,3,36,0,0,0,6.70,2014
34,Darren Sproles,RB,11,PHI,GB,2,21,11,0,6,2,23,0,0,0,6.40,2014
35,Robert Hughes,FB,11,ARI,DET,1,2,2,0,1,1,49,0,0,0,6.10,2014
36,Travaris Cadet,RB,11,NO,CIN,1,0,0,0,5,4,31,0,1,1,6.10,2014
37,Damien Williams,RB,11,MIA,BUF,0,0,0,0,3,2,38,0,0,0,5.80,2014
38,Theo Riddick,RB,11,DET,ARI,2,2,1,0,6,3,24,0,0,0,5.60,2014
39,Jonathan Grimes,RB,11,HOU,CLE,13,54,4,0,0,0,0,0,0,0,5.40,2014
40,Ahmad Bradshaw,RB,11,IND,NE,7,4,1,0,5,4,7,0,1,0,5.10,2014
41,Branden Oliver,RB,11,LAC,OAK,13,36,3,0,3,1,3,0,0,0,4.90,2014
42,DeAngelo Williams,RB,11,CAR,ATL,10,41,4,0,1,1,-3,0,0,0,4.80,2014
43,James Starks,RB,11,GB,PHI,8,9,1,0,2,2,17,0,0,0,4.60,2014
44,Silas Redd,RB,11,WAS,TB,4,16,4,0,3,2,9,0,0,0,4.50,2014
45,Erik Lorig,FB,11,NO,CIN,0,0,0,0,4,4,5,0,0,0,4.50,2014
46,Matt Asiata,RB,11,MIN,CHI,1,2,2,0,5,3,12,0,0,0,4.40,2014
47,Jacquizz Rodgers,RB,11,ATL,CAR,2,4,2,0,4,3,8,0,0,0,4.20,2014
48,Carlos Hyde,RB,11,SF,NYG,9,25,3,0,1,1,5,0,0,0,4.00,2014
49,Bruce Miller,FB,11,SF,NYG,0,0,0,0,2,2,16,0,0,0,3.60,2014
50,Patrick DiMarco,FB,11,ATL,CAR,0,0,0,0,2,2,14,0,0,0,3.40,2014
