,Player,Position,Team,Opponent,Points,PlayerID
0,Matt Cassel,QB,KC,TEN,29.56,00-0023662
1,Tim Tebow,QB,DEN,HOU,27.02,00-0027876
2,Carson Palmer,QB,CIN,LAC,26.66,00-0021429
3,Jay Cutler,QB,CHI,NYJ,25.9,00-0024226
4,Ben Roethlisberger,QB,PIT,CAR,25.0,00-0022924
5,David Garrard,QB,JAX,WAS,23.86,00-0021231
6,Michael Vick,QB,PHI,MIN,23.82,
7,Eli Manning,QB,NYG,GB,20.24,00-0022803
8,Peyton Manning,QB,IND,OAK,19.66,00-0010346
9,Tom Brady,QB,NE,BUF,18.9,00-0019596
10,Matt Schaub,QB,HOU,DEN,18.4,00-0022787
11,Shaun Hill,QB,DET,MIA,17.88,00-0020679
12,Joe Webb,QB,MIN,PHI,16.9,00-0027796
13,Drew Brees,QB,NO,ATL,16.88,00-0020531
14,Kerry Collins,QB,TEN,KC,15.3,00-0003292
15,Sam Bradford,QB,LA,SF,14.68,00-0027854
16,Chad Henne,QB,MIA,DET,14.52,00-0026197
17,Jason Campbell,QB,OAK,IND,14.24,00-0023460
18,Mark Sanchez,QB,NYJ,CHI,13.76,00-0026898
19,Philip Rivers,QB,LAC,CIN,13.44,00-0022942
20,John Skelton,QB,ARI,DAL,13.42,00-0027754
21,Joe Flacco,QB,BAL,CLE,12.68,00-0026158
22,Matt Ryan,QB,ATL,NO,12.52,00-0026143
23,Troy Smith,QB,SF,LAR,11.92,00-0025561
24,Rex Grossman,QB,WAS,JAX,10.78,00-0022121
25,Stephen McGee,QB,DAL,ARI,10.34,00-0027071
26,Jon Kitna,QB,DAL,ARI,7.3,00-0009311
27,Matt Hasselbeck,QB,SEA,TB,7.06,00-0007091
28,Ryan Fitzpatrick,QB,BUF,NE,6.44,00-0023682
29,Colt McCoy,QB,CLE,BAL,5.96,00-0027688
30,Charlie Whitehurst,QB,SEA,TB,5.14,00-0024296
31,Alex Smith,QB,SF,LAR,3.8,00-0023436
32,Jimmy Clausen,QB,CAR,PIT,1.88,00-0027659
33,Josh Johnson,QB,TB,SEA,0.6,
34,Matt Flynn,QB,GB,NYG,0.0,00-0026349
35,Sage Rosenfels,QB,NYG,GB,0.0,00-0020480
36,Seneca Wallace,QB,CLE,BAL,0.0,00-0022055
37,Chase Daniel,QB,NO,ATL,0.0,00-0026544
38,Brian Hoyer,QB,NE,BUF,-0.2,00-0026625
39,Brodie Croyle,QB,KC,TEN,-1.08,00-0024300
40,Michael Crabtree,WR,SF,LAR,27.2,00-0026986
41,Mario Manningham,WR,NYG,GB,26.2,00-0026235
42,Miles Austin,WR,DAL,ARI,26.1,00-0023921
43,Johnny Knox,WR,CHI,NYJ,25.2,00-0026913
44,Andre Roberts,WR,ARI,DAL,25.0,00-0027691
45,Jordy Nelson,WR,GB,NYG,24.4,00-0026176
46,Greg Jennings,WR,GB,NYG,24.2,00-0024267
47,Mike Wallace,WR,PIT,CAR,23.4,00-0026901
48,Brandon Marshall,WR,MIA,DET,23.2,00-0024334
49,Robert Meachem,WR,NO,ATL,23.1,00-0025414
50,Mike Thomas,WR,JAX,WAS,22.0,00-0033114
51,Percy Harvin,WR,MIN,PHI,20.6,00-0026998
52,Mike Williams,WR,TB,SEA,19.4,00-0033536
53,Hakeem Nicks,WR,NYG,GB,19.3,00-0027005
