Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Sebastian Janikowski,K,16,OAK,IND,4,5,80,59,2,2,0.00,2010
2,Neil Rackers,K,16,HOU,DEN,3,3,100,57,2,2,0.00,2010
3,Josh Brown,K,16,LAR,SF,3,3,100,43,2,2,0.00,2010
4,David Buehler,K,16,DAL,ARI,2,2,100,53,2,2,0.00,2010
5,Shayne Graham,K,16,NE,BUF,2,2,100,34,4,4,0.00,2010
6,Nick Folk,K,16,NYJ,CHI,2,2,100,34,4,4,0.00,2010
7,Ryan Succop,K,16,KC,TEN,2,3,67,42,4,4,0.00,2010
8,Dave Rayner,K,16,DET,MIA,2,2,100,47,4,4,0.00,2010
9,Shaun Suisham,K,16,PIT,CAR,2,3,67,29,3,3,0.00,2010
10,Jay Feely,K,16,ARI,DAL,2,3,67,49,3,3,0.00,2010
11,Dan Carpenter,K,16,MIA,DET,2,2,100,40,3,3,0.00,2010
12,Mason Crosby,K,16,GB,NYG,1,1,100,31,6,6,0.00,2010
13,Robbie Gould,K,16,CHI,NYJ,1,2,50,37,5,5,0.00,2010
14,Billy Cundiff,K,16,BAL,CLE,2,2,100,40,2,2,0.00,2010
15,Graham Gano,K,16,WAS,JAX,2,2,100,48,2,2,0.00,2010
16,Connor Barth,K,16,TB,SEA,1,2,50,46,5,5,0.00,2010
17,Nate Kaeding,K,16,LAC,CIN,2,2,100,28,2,2,0.00,2010
18,Adam Vinatieri,K,16,IND,OAK,1,1,100,30,4,4,0.00,2010
19,Garrett Hartley,K,16,NO,ATL,1,1,100,52,2,2,0.00,2010
20,Ryan Longwell,K,16,MIN,PHI,1,1,100,30,3,3,0.00,2010
21,Steven Hauschka,K,16,DEN,HOU,1,1,100,27,3,3,0.00,2010
22,Josh Scobee,K,16,JAX,WAS,1,2,50,34,2,2,0.00,2010
23,Jeff Reed,K,16,SF,LAR,1,2,50,47,2,2,0.00,2010
24,Lawrence Tynes,K,16,NYG,GB,1,1,100,38,2,2,0.00,2010
25,Phil Dawson,K,16,CLE,BAL,1,1,100,30,1,1,0.00,2010
26,Clint Stitser,K,16,CIN,LAC,0,0,0,0,4,4,0.00,2010
27,John Kasay,K,16,CAR,PIT,1,1,100,27,0,0,0.00,2010
28,Rian Lindell,K,16,BUF,NE,1,1,100,26,0,0,0.00,2010
29,Rob Bironas,K,16,TEN,KC,0,0,0,0,2,2,0.00,2010
30,David Akers,K,16,PHI,MIN,0,1,0,0,2,2,0.00,2010
31,Matt Bryant,K,16,ATL,NO,0,0,0,0,2,2,0.00,2010
32,Olindo Mare,K,16,SEA,TB,0,0,0,0,1,1,0.00,2010
33,Thomas Howard,K,16,OAK,IND,0,0,0,0,0,0,0.00,2010
34,Rhys Lloyd,K,16,CAR,PIT,0,0,0,0,0,0,0.00,2010
