Player,Position,Team,Opponent,Points
Matt Cassel,QB,KC,TEN,29.56
Tim Tebow,QB,DEN,HOU,27.02
Carson Palmer,QB,CIN,LAC,26.66
Jay Cutler,QB,CHI,NYJ,25.90
Ben Roethlisberger,QB,PIT,CAR,25.00
David Garrard,QB,JAX,WAS,23.86
Michael Vick,QB,PHI,MIN,23.82
Eli Manning,QB,NYG,GB,20.24
Peyton Manning,QB,IND,OAK,19.66
Tom Brady,QB,NE,BUF,18.90
Matt Schaub,QB,HOU,DEN,18.40
Shaun Hill,QB,DET,MIA,17.88
Joe Webb,QB,MIN,PHI,16.90
Drew Brees,QB,NO,ATL,16.88
Kerry Collins,QB,TEN,KC,15.30
Sam Bradford,QB,LAR,SF,14.68
Chad Henne,QB,MIA,DET,14.52
Jason Campbell,QB,OAK,IND,14.24
Mark Sanchez,QB,NYJ,CHI,13.76
Philip Rivers,QB,LAC,CIN,13.44
John Skelton,QB,ARI,DAL,13.42
Joe Flacco,QB,BAL,CLE,12.68
Matt Ryan,QB,ATL,NO,12.52
Troy Smith,QB,SF,LAR,11.92
Rex Grossman,QB,WAS,JAX,10.78
Stephen McGee,QB,DAL,ARI,10.34
Jon Kitna,QB,DAL,ARI,7.30
Matt Hasselbeck,QB,SEA,TB,7.06
Ryan Fitzpatrick,QB,BUF,NE,6.44
Colt McCoy,QB,CLE,BAL,5.96
Charlie Whitehurst,QB,SEA,TB,5.14
Alex Smith,QB,SF,LAR,3.80
Jimmy Clausen,QB,CAR,PIT,1.88
Josh Johnson,QB,TB,SEA,0.60
Matt Flynn,QB,GB,NYG,0.00
Sage Rosenfels,QB,NYG,GB,0.00
Seneca Wallace,QB,CLE,BAL,0.00
Chase Daniel,QB,NO,ATL,0.00
Brian Hoyer,QB,NE,BUF,-0.20
Brodie Croyle,QB,KC,TEN,-1.08
Michael Crabtree,WR,SF,LAR,27.20
Mario Manningham,WR,NYG,GB,26.20
Miles Austin,WR,DAL,ARI,26.10
Johnny Knox,WR,CHI,NYJ,25.20
Andre Roberts,WR,ARI,DAL,25.00
Jordy Nelson,WR,GB,NYG,24.40
Greg Jennings,WR,GB,NYG,24.20
Mike Wallace,WR,PIT,CAR,23.40
Brandon Marshall,WR,MIA,DET,23.20
Robert Meachem,WR,NO,ATL,23.10
Mike Thomas,WR,JAX,WAS,22.00
Percy Harvin,WR,MIN,PHI,20.60
Mike Williams,WR,TB,SEA,19.40
Hakeem Nicks,WR,NYG,GB,19.30
Jacoby Jones,WR,HOU,DEN,19.20
Brandon Lloyd,WR,DEN,HOU,19.10
Kenny Britt,WR,TEN,KC,18.90
Santonio Holmes,WR,NYJ,CHI,16.20
Danario Alexander,WR,LAR,SF,15.90
Derrick Mason,WR,BAL,CLE,15.00
Kelley Washington,WR,LAC,CIN,15.00
Devin Hester,WR,CHI,NYJ,13.80
Braylon Edwards,WR,NYJ,CHI,13.80
James Jones,WR,GB,NYG,13.60
Santana Moss,WR,WAS,JAX,13.50
Jeremy Maclin,WR,PHI,MIN,13.40
Davone Bess,WR,MIA,DET,13.40
Roddy White,WR,ATL,NO,13.30
Danny Amendola,WR,LAR,SF,13.30
TJ Houshmandzadeh,WR,BAL,CLE,13.20
Jabar Gaffney,WR,DEN,HOU,13.00
Andre Caldwell,WR,CIN,LAC,12.70
Pierre Garcon,WR,IND,OAK,12.00
Jason Hill,WR,JAX,WAS,11.70
Brian Robiskie,WR,CLE,BAL,11.50
Brandon Gibson,WR,LAR,SF,11.40
Naaman Roosevelt,WR,BUF,NE,11.40
Laurent Robinson,WR,LAR,SF,11.00
Steve Johnson,WR,BUF,NE,10.80
Donald Jones,WR,BUF,NE,10.40
Maurice Stovall,WR,TB,SEA,10.20
Jacoby Ford,WR,OAK,IND,10.10
Blair White,WR,IND,OAK,10.00
Legedu Naanee,WR,LAC,CIN,9.90
Vincent Jackson,WR,LAC,CIN,9.40
Emmanuel Sanders,WR,PIT,CAR,9.40
Calvin Johnson,WR,DET,MIA,9.20
Ted Ginn,WR,SF,LAR,9.20
Rob Gronkowski,TE,NE,BUF,21.40
Owen Daniels,TE,HOU,DEN,21.30
Jacob Tamme,TE,IND,OAK,20.80
Jared Cook,TE,TEN,KC,20.60
Brent Celek,TE,PHI,MIN,19.70
Jason Witten,TE,DAL,ARI,18.50
Brandon Pettigrew,TE,DET,MIA,17.40
Jermaine Gresham,TE,CIN,LAC,15.60
Dustin Keller,TE,NYJ,CHI,14.90
Jimmy Graham,TE,NO,ATL,12.60
Heath Miller,TE,PIT,CAR,12.30
Tony Moeaki,TE,KC,TEN,11.30
Vernon Davis,TE,SF,LAR,10.00
Chris Cooley,TE,WAS,JAX,9.80
Fred Davis,TE,WAS,JAX,9.00
Donald Lee,TE,GB,NYG,8.40
Alge Crumpler,TE,NE,BUF,7.40
Clay Harbor,TE,PHI,MIN,7.30
Marcedes Lewis,TE,JAX,WAS,6.70
Mickey Shuler,TE,MIA,DET,6.40
Joel Dreessen,TE,HOU,DEN,6.30
Visanthe Shiancoe,TE,MIN,PHI,6.20
Daniel Fells,TE,LAR,SF,5.80
John Carlson,TE,SEA,TB,5.70
Benjamin Watson,TE,CLE,BAL,5.20
Martellus Bennett,TE,DAL,ARI,5.20
Anthony Fasano,TE,MIA,DET,5.10
Delanie Walker,TE,SF,LAR,4.70
Jeff King,TE,CAR,PIT,3.50
Zach Potter,TE,JAX,WAS,3.40
Randy McMichael,TE,LAC,CIN,3.30
Tony Gonzalez,TE,ATL,NO,3.20
Tom Crabtree,TE,GB,NYG,3.10
James Casey,TE,HOU,DEN,3.10
Andrew Quarless,TE,GB,NYG,2.60
Tony Scheffler,TE,DET,MIA,2.50
Jeremy Shockey,TE,NO,ATL,2.20
Leonard Pope,TE,KC,TEN,2.00
Justin Peelle,TE,ATL,NO,2.00
Cameron Morrah,TE,SEA,TB,1.90
Kris Wilson,TE,LAC,CIN,1.70
Alex Smith,TE,CLE,BAL,1.60
Greg Olsen,TE,CHI,NYJ,1.50
Brandon Myers,TE,OAK,IND,1.40
Dante Rosario,TE,CAR,PIT,1.30
Jimmy Kleinsasser,TE,MIN,PHI,1.30
Mike Sellers,TE,WAS,JAX,0.10
Ben Hartsock,TE,NYJ,CHI,0.00
Correll Buckhalter,RB,DEN,HOU,24.20
Arian Foster,RB,HOU,DEN,23.50
Pierre Thomas,RB,NO,ATL,23.20
John Kuhn,FB,GB,NYG,22.90
Adrian Peterson,RB,MIN,PHI,21.90
Danny Woodhead,RB,NE,BUF,21.50
LeGarrette Blount,RB,TB,SEA,20.70
Ronnie Brown,RB,MIA,DET,19.10
Ryan Mathews,RB,LAC,CIN,17.30
Shonn Greene,RB,NYJ,CHI,16.40
Rashard Mendenhall,RB,PIT,CAR,16.30
Steven Jackson,RB,LAR,SF,15.70
Ryan Torain,RB,WAS,JAX,14.90
Jahvid Best,RB,DET,MIA,14.70
BenJarvus Green-Ellis,RB,NE,BUF,14.70
Darren Sproles,RB,LAC,CIN,14.30
LeSean McCoy,RB,PHI,MIN,12.50
LaDainian Tomlinson,RB,NYJ,CHI,12.20
Joseph Addai,RB,IND,OAK,12.10
Bernard Scott,RB,CIN,LAC,11.90
Marion Barber,RB,DAL,ARI,11.80
Darren McFadden,RB,OAK,IND,11.60
Maurice Morris,RB,DET,MIA,11.50
Fred Jackson,RB,BUF,NE,11.20
Ricky Williams,RB,MIA,DET,11.20
Ahmad Bradshaw,RB,NYG,GB,11.20
Ray Rice,RB,BAL,CLE,10.20
Rashad Jennings,RB,JAX,WAS,10.10
Dominic Rhodes,RB,IND,OAK,9.80
Felix Jones,RB,DAL,ARI,9.80
Mike Bell,RB,CLE,BAL,9.50
Jonathan Stewart,RB,CAR,PIT,9.00
Lousaka Polite,FB,MIA,DET,8.90
CJ Spiller,RB,BUF,NE,8.40
Leon Washington,RB,SEA,TB,7.60
Cadillac Williams,RB,TB,SEA,7.30
Michael Bush,RB,OAK,IND,6.40
Brian Westbrook,RB,SF,LAR,6.30
Tashard Choice,RB,DAL,ARI,6.20
Lance Ball,RB,DEN,HOU,6.10
Reggie Bush,RB,NO,ATL,6.00
Brandon Jackson,RB,GB,NYG,5.90
Chris Johnson,RB,TEN,KC,5.80
Marshawn Lynch,RB,SEA,TB,5.30
Knowshon Moreno,RB,DEN,HOU,5.10
Peyton Hillis,RB,CLE,BAL,5.00
Chris Wells,RB,ARI,DAL,4.70
Isaac Redman,RB,PIT,CAR,4.50
Josh Brown,K,LAR,SF,0.00
Shayne Graham,K,NE,BUF,0.00
Ryan Succop,K,KC,TEN,0.00
Nick Folk,K,NYJ,CHI,0.00
Dave Rayner,K,DET,MIA,0.00
David Buehler,K,DAL,ARI,0.00
Shaun Suisham,K,PIT,CAR,0.00
Jay Feely,K,ARI,DAL,0.00
Dan Carpenter,K,MIA,DET,0.00
Mason Crosby,K,GB,NYG,0.00
Nate Kaeding,K,LAC,CIN,0.00
Connor Barth,K,TB,SEA,0.00
Graham Gano,K,WAS,JAX,0.00
Billy Cundiff,K,BAL,CLE,0.00
Robbie Gould,K,CHI,NYJ,0.00
Garrett Hartley,K,NO,ATL,0.00
Adam Vinatieri,K,IND,OAK,0.00
Ryan Longwell,K,MIN,PHI,0.00
Steven Hauschka,K,DEN,HOU,0.00
Lawrence Tynes,K,NYG,GB,0.00
Josh Scobee,K,JAX,WAS,0.00
Jeff Reed,K,SF,LAR,0.00
Clint Stitser,K,CIN,LAC,0.00
Phil Dawson,K,CLE,BAL,0.00
Rian Lindell,K,BUF,NE,0.00
John Kasay,K,CAR,PIT,0.00
Matt Bryant,K,ATL,NO,0.00
David Akers,K,PHI,MIN,0.00
Rob Bironas,K,TEN,KC,0.00
Olindo Mare,K,SEA,TB,0.00
Thomas Howard,K,OAK,IND,0.00
Rhys Lloyd,K,CAR,PIT,0.00
Minnesota Vikings,DST,MIN,PHI,19.00
Pittsburgh Steelers,DST,PIT,CAR,15.00
Green Bay Packers,DST,GB,NYG,14.00
Kansas City Chiefs,DST,KC,TEN,14.00
Detroit Lions,DST,DET,MIA,14.00
Baltimore Ravens,DST,BAL,CLE,12.00
Atlanta Falcons,DST,ATL,NO,12.00
