,Player,Position,Team,Opponent,Points,PlayerID
0,Peyton Manning,QB,DEN,NO,27.6,00-0010346
1,Tony Romo,QB,DAL,NYG,26.48,00-0021678
2,Matt Ryan,QB,ATL,PHI,24.28,00-0026143
3,Josh Freeman,QB,TB,MIN,22.38,00-0026993
4,Alex Smith,QB,SF,ARI,21.88,00-0023436
5,Ben Roethlisberger,QB,PIT,WAS,21.48,00-0022924
6,Blaine Gabbert,QB,JAX,GB,19.12,00-0027948
7,Andrew Luck,QB,IND,TEN,17.68,00-0029668
8,Russell Wilson,QB,SEA,DET,17.34,00-0029263
9,Cam Newton,QB,CAR,CHI,17.26,00-0027939
10,Michael Vick,QB,PHI,ATL,15.84,
11,Drew Brees,QB,NO,DEN,15.72,00-0020531
12,Carson Palmer,QB,OAK,KC,15.26,00-0021429
13,Aaron Rodgers,QB,GB,JAX,14.84,00-0023459
14,Matt Hasselbeck,QB,TEN,IND,14.44,00-0007091
15,Christian Ponder,QB,MIN,TB,14.24,00-0027950
16,Matt Cassel,QB,KC,OAK,14.22,00-0023662
17,Mark Sanchez,QB,NYJ,MIA,13.92,00-0026898
18,Robert Griffin III,QB,WAS,PIT,11.88,00-0029532
19,Sam Bradford,QB,LA,NE,11.5,00-0027854
20,John Skelton,QB,ARI,SF,10.7,00-0027754
21,Matt Moore,QB,MIA,NYJ,8.84,00-0025708
22,Jay Cutler,QB,CHI,CAR,8.84,00-0024226
23,Eli Manning,QB,NYG,DAL,6.98,00-0022803
24,Philip Rivers,QB,LAC,CLE,6.16,00-0022942
25,Brandon Weeden,QB,CLE,LAC,5.56,00-0029677
26,Kellen Clemens,QB,LA,NE,1.06,00-0024264
27,Brady Quinn,QB,KC,OAK,0.84,00-0025409
28,Ryan Tannehill,QB,MIA,NYJ,0.72,00-0029701
29,Ryan Mallett,QB,NE,LAR,0.38,00-0028012
30,Tim Tebow,QB,NYJ,MIA,0.2,00-0027876
31,Chase Daniel,QB,NO,DEN,0.0,00-0026544
