Player,Position,Team,Opponent,Points
Peyton Manning,QB,DEN,NO,27.60
Tony Romo,QB,DAL,NYG,26.48
Matt Ryan,QB,ATL,PHI,24.28
Josh Freeman,QB,TB,MIN,22.38
Alex Smith,QB,SF,ARI,21.88
Ben Roethlisberger,QB,PIT,WAS,21.48
Blaine Gabbert,QB,JAX,GB,19.12
Andrew Luck,QB,IND,TEN,17.68
Russell Wilson,QB,SEA,DET,17.34
Cam Newton,QB,CAR,CHI,17.26
Michael Vick,QB,PHI,ATL,15.84
Drew Brees,QB,NO,DEN,15.72
Carson Palmer,QB,OAK,KC,15.26
Aaron Rodgers,QB,GB,JAX,14.84
Matt Hasselbeck,QB,TEN,IND,14.44
Christian Ponder,QB,MIN,TB,14.24
Matt Cassel,QB,KC,OAK,14.22
Mark Sanchez,QB,NYJ,MIA,13.92
Robert Griffin III,QB,WAS,PIT,11.88
Sam Bradford,QB,LAR,NE,11.50
John Skelton,QB,ARI,SF,10.70
Matt Moore,QB,MIA,NYJ,8.84
Jay Cutler,QB,CHI,CAR,8.84
Eli Manning,QB,NYG,DAL,6.98
Philip Rivers,QB,LAC,CLE,6.16
Brandon Weeden,QB,CLE,LAC,5.56
Kellen Clemens,QB,LAR,NE,1.06
Brady Quinn,QB,KC,OAK,0.84
Ryan Tannehill,QB,MIA,NYJ,0.72
Ryan Mallett,QB,NE,LAR,0.38
Tim Tebow,QB,NYJ,MIA,0.20
Chase Daniel,QB,NO,DEN,0.00
Brock Osweiler,QB,DEN,NO,-0.10
Julio Jones,WR,ATL,PHI,27.20
Miles Austin,WR,DAL,NYG,25.30
Michael Crabtree,WR,SF,ARI,25.00
Cecil Shorts,WR,JAX,GB,22.60
Percy Harvin,WR,MIN,TB,21.90
Steve Smith,WR,CAR,CHI,21.80
Denarius Moore,WR,OAK,KC,20.60
Eric Decker,WR,DEN,NO,20.30
Mike Williams,WR,TB,MIN,18.80
Brandon Marshall,WR,CHI,CAR,18.80
Dez Bryant,WR,DAL,NYG,18.00
Sidney Rice,WR,SEA,DET,17.80
Brandon Lloyd,WR,NE,LAR,16.80
Reggie Wayne,WR,IND,TEN,16.10
Chris Givens,WR,LAR,NE,15.30
Clyde Gates,WR,NYJ,MIA,15.20
James Jones,WR,GB,JAX,14.80
Kendall Wright,WR,TEN,IND,14.70
Randall Cobb,WR,GB,JAX,13.80
Andre Roberts,WR,ARI,SF,13.50
Mike Wallace,WR,PIT,WAS,13.20
Chaz Schilens,WR,NYJ,MIA,12.90
Ryan Broyles,WR,DET,SEA,12.70
Golden Tate,WR,SEA,DET,12.40
Santana Moss,WR,WAS,PIT,12.10
Nate Washington,WR,TEN,IND,11.90
Brandon LaFell,WR,CAR,CHI,11.80
Michael Jenkins,WR,MIN,TB,11.80
Randy Moss,WR,SF,ARI,11.70
Marques Colston,WR,NO,DEN,11.30
