Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Titus Young,WR,8,DET,SEA,9,9,100,100,2,46,11,11,0,0,0,0,0,34.00,2012
2,Demaryius Thomas,WR,8,DEN,NO,9,7,78,137,1,41,15,20,0,0,0,0,0,29.70,2012
3,Julio Jones,WR,8,ATL,PHI,5,5,100,123,1,63,25,25,1,9,0,0,0,27.20,2012
4,Miles Austin,WR,8,DAL,NYG,16,9,56,133,0,25,8,15,0,0,0,0,0,25.30,2012
5,Michael Crabtree,WR,8,SF,ARI,5,5,100,72,2,30,14,14,1,8,0,0,0,25.00,2012
6,Cecil Shorts,WR,8,JAX,GB,12,8,67,116,0,35,10,15,0,0,0,0,0,22.60,2012
7,Percy Harvin,WR,8,MIN,TB,12,7,58,90,1,32,8,13,1,-1,0,0,0,21.90,2012
8,Steve Smith,WR,8,CAR,CHI,16,7,44,118,0,47,7,17,0,0,0,0,0,21.80,2012
9,Denarius Moore,WR,8,OAK,KC,8,5,63,96,1,58,12,19,0,0,0,0,0,20.60,2012
10,Eric Decker,WR,8,DEN,NO,6,4,67,43,2,23,7,11,0,0,0,0,0,20.30,2012
11,Mike Williams,WR,8,TB,MIN,11,6,55,68,1,34,6,11,0,0,0,0,0,18.80,2012
12,Brandon Marshall,WR,8,CHI,CAR,14,9,64,98,0,18,7,11,0,0,0,0,0,18.80,2012
13,Dez Bryant,WR,8,DAL,NYG,11,5,46,110,0,55,10,22,0,0,0,2,1,18.00,2012
14,Sidney Rice,WR,8,SEA,DET,8,6,75,55,1,18,7,9,1,3,0,0,0,17.80,2012
15,Brandon Lloyd,WR,8,NE,LAR,4,2,50,28,2,19,7,14,0,0,0,0,0,16.80,2012
16,Reggie Wayne,WR,8,IND,TEN,11,7,64,91,0,22,8,13,0,0,0,0,0,16.10,2012
17,Chris Givens,WR,8,LAR,NE,4,3,75,63,1,50,16,21,0,0,0,0,0,15.30,2012
18,Clyde Gates,WR,8,NYJ,MIA,11,7,64,82,0,20,8,12,0,0,0,0,0,15.20,2012
19,James Jones,WR,8,GB,JAX,9,7,78,78,0,31,9,11,0,0,0,0,0,14.80,2012
20,Kendall Wright,WR,8,TEN,IND,5,4,80,47,1,23,9,12,0,0,0,0,0,14.70,2012
21,Randall Cobb,WR,8,GB,JAX,7,5,71,28,1,14,4,6,0,0,0,0,0,13.80,2012
