Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Matthew Stafford,QB,8,DET,SEA,34,49,69,352,7,3,1,102,4,12,3,1,35.28,2012
2,Tom Brady,QB,8,NE,LAR,23,35,66,304,9,4,0,131,1,3,3,0,31.46,2012
3,Peyton Manning,QB,8,DEN,NO,22,30,73,305,10,3,0,139,1,4,4,0,27.60,2012
4,Tony Romo,QB,8,DAL,NYG,36,62,58,437,7,1,4,58,2,0,0,1,26.48,2012
5,Matt Ryan,QB,8,ATL,PHI,22,29,76,262,9,3,0,137,3,18,6,0,24.28,2012
6,Josh Freeman,QB,8,TB,MIN,19,36,53,262,7,3,0,104,3,-1,0,0,22.38,2012
7,Alex Smith,QB,8,SF,ARI,18,19,95,232,12,3,0,157,1,6,6,0,21.88,2012
8,Ben Roethlisberger,QB,8,PIT,WAS,24,33,73,222,7,3,0,121,2,6,3,0,21.48,2012
9,Blaine Gabbert,QB,8,JAX,GB,27,49,55,303,6,1,0,81,1,0,0,0,19.12,2012
10,Andrew Luck,QB,8,IND,TEN,26,38,68,297,8,1,1,89,6,28,5,0,17.68,2012
11,Russell Wilson,QB,8,SEA,DET,25,35,71,236,7,2,1,97,1,9,9,0,17.34,2012
12,Cam Newton,QB,8,CAR,CHI,20,39,51,314,8,0,2,57,5,37,7,0,17.26,2012
13,Michael Vick,QB,8,PHI,ATL,21,35,60,191,6,1,0,84,7,42,6,0,15.84,2012
14,Drew Brees,QB,8,NO,DEN,22,42,52,213,5,2,1,73,2,2,1,0,15.72,2012
15,Carson Palmer,QB,8,OAK,KC,14,28,50,209,8,2,1,84,1,-1,-1,0,15.26,2012
16,Aaron Rodgers,QB,8,GB,JAX,22,35,63,186,5,2,0,96,3,4,1,0,14.84,2012
17,Matt Hasselbeck,QB,8,TEN,IND,22,29,76,236,8,1,0,111,2,10,5,0,14.44,2012
18,Christian Ponder,QB,8,MIN,TB,19,35,54,251,7,1,1,75,4,12,3,0,14.24,2012
19,Matt Cassel,QB,8,KC,OAK,20,30,67,218,7,1,1,85,7,35,5,0,14.22,2012
20,Mark Sanchez,QB,8,NYJ,MIA,28,54,52,283,5,1,1,66,1,6,6,0,13.92,2012
21,Robert Griffin III,QB,8,WAS,PIT,16,34,47,177,5,1,0,73,6,8,1,0,11.88,2012
22,Sam Bradford,QB,8,LAR,NE,22,30,73,205,7,1,1,89,3,3,1,0,11.50,2012
23,John Skelton,QB,8,ARI,SF,32,52,62,290,6,0,1,69,1,1,1,0,10.70,2012
24,Matt Moore,QB,8,MIA,NYJ,11,19,58,131,7,1,0,97,4,-4,-1,0,8.84,2012
25,Jay Cutler,QB,8,CHI,CAR,19,28,68,186,7,1,1,83,1,4,4,0,8.84,2012
26,Eli Manning,QB,8,NYG,DAL,15,29,52,192,7,0,1,58,1,3,3,0,6.98,2012
27,Philip Rivers,QB,8,LAC,CLE,18,34,53,154,5,0,0,65,0,0,0,0,6.16,2012
28,Brandon Weeden,QB,8,CLE,LAC,11,27,41,129,5,0,0,56,4,4,1,0,5.56,2012
29,Kellen Clemens,QB,8,LAR,NE,1,2,50,39,20,0,1,56,2,5,3,0,1.06,2012
30,Brady Quinn,QB,8,KC,OAK,2,4,50,1,0,0,1,17,2,18,9,0,0.84,2012
31,Ryan Tannehill,QB,8,MIA,NYJ,2,5,40,18,4,0,0,50,0,0,0,0,0.72,2012
32,Ryan Mallett,QB,8,NE,LAR,1,3,33,17,6,0,0,53,3,-3,-1,0,0.38,2012
33,Tim Tebow,QB,8,NYJ,MIA,0,0,0,0,0,0,0,0,1,2,2,0,0.20,2012
34,Chase Daniel,QB,8,NO,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
35,Brock Osweiler,QB,8,DEN,NO,0,0,0,0,0,0,0,0,1,-1,-1,0,-0.10,2012
