Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Connor Barth,K,17,DEN,OAK,4,4,100,49,5,5,0.00,2014
2,Josh Brown,K,17,NYG,PHI,4,4,100,53,2,2,0.00,2014
3,Dan Bailey,K,17,DAL,WAS,3,3,100,36,5,5,0.00,2014
4,Nick Folk,K,17,NYJ,MIA,3,4,75,39,4,4,0.00,2014
5,Cairo Santos,K,17,KC,LAC,4,5,80,43,1,1,0.00,2014
6,Cody Parkey,K,17,PHI,NYG,2,2,100,39,4,4,0.00,2014
7,Graham Gano,K,17,CAR,ATL,2,2,100,48,4,4,0.00,2014
8,Phil Dawson,K,17,SF,ARI,2,2,100,53,2,2,0.00,2014
9,Stephen Gostkowski,K,17,NE,BUF,3,3,100,44,0,0,0.00,2014
10,Adam Vinatieri,K,17,IND,TEN,2,3,67,26,3,3,0.00,2014
11,Jay Feely,K,17,CHI,MIN,3,4,75,48,0,0,0.00,2014
12,Shaun Suisham,K,17,PIT,CIN,2,2,100,29,3,3,0.00,2014
13,Patrick Murray,K,17,TB,NO,2,2,100,39,2,2,0.00,2014
14,Justin Tucker,K,17,BAL,CLE,2,2,100,28,2,2,0.00,2014
15,Greg Zuerlein,K,17,LAR,SEA,2,2,100,52,0,0,0.00,2014
16,Steven Hauschka,K,17,SEA,LAR,2,2,100,45,2,2,0.00,2014
17,Josh Scobee,K,17,JAX,HOU,1,2,50,53,2,2,0.00,2014
18,Blair Walsh,K,17,MIN,CHI,2,2,100,44,1,1,0.00,2014
19,Caleb Sturgis,K,17,MIA,NYJ,1,2,50,37,3,3,0.00,2014
20,Dan Carpenter,K,17,BUF,NE,1,1,100,48,2,2,0.00,2014
21,Kai Forbath,K,17,WAS,DAL,1,1,100,25,2,2,0.00,2014
22,Chandler Catanzaro,K,17,ARI,SF,1,1,100,36,2,2,0.00,2014
23,Mike Nugent,K,17,CIN,PIT,1,2,50,39,2,2,0.00,2014
24,Garrett Hartley,K,17,CLE,BAL,1,1,100,38,1,1,0.00,2014
25,Ryan Succop,K,17,TEN,IND,1,1,100,31,1,1,0.00,2014
26,Mason Crosby,K,17,GB,DET,0,1,0,0,4,4,0.00,2014
27,Randy Bullock,K,17,HOU,JAX,0,0,0,0,3,3,0.00,2014
28,Shayne Graham,K,17,NO,TB,0,0,0,0,3,3,0.00,2014
29,Matt Bryant,K,17,ATL,CAR,1,1,100,21,0,0,0.00,2014
30,Sebastian Janikowski,K,17,OAK,DEN,0,0,0,0,2,2,0.00,2014
31,Matt Prater,K,17,DET,GB,0,0,0,0,2,2,0.00,2014
32,Nick Novak,K,17,LAC,KC,0,1,0,0,1,1,0.00,2014
33,Jordan Gay,K,17,BUF,NE,0,0,0,0,0,0,0.00,2014
34,Brandon McManus,K,17,DEN,OAK,0,0,0,0,0,0,0.00,2014
