Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,CJ Anderson,RB,17,DEN,OAK,13,87,7,3,3,2,20,0,1,0,30.70,2014
2,Lamar Miller,RB,17,MIA,NYJ,19,178,9,1,2,0,0,0,0,0,26.80,2014
3,DeMarco Murray,RB,17,DAL,WAS,20,100,5,1,3,3,21,0,0,0,24.10,2014
4,Jordan Todman,RB,17,JAX,HOU,7,52,7,0,6,5,46,1,0,0,20.80,2014
5,Frank Gore,RB,17,SF,ARI,25,144,6,0,3,2,5,0,0,0,19.90,2014
6,Alfred Blue,RB,17,HOU,JAX,17,39,2,1,6,6,37,0,0,0,19.60,2014
7,Giovani Bernard,RB,17,CIN,PIT,3,8,3,0,8,7,56,1,0,0,19.40,2014
8,Terrance West,RB,17,CLE,BAL,18,94,5,1,3,2,12,0,0,0,18.60,2014
9,Justin Forsett,RB,17,BAL,CLE,17,119,7,0,4,2,17,0,0,0,18.60,2014
10,Marshawn Lynch,RB,17,SEA,LAR,14,60,4,1,3,3,36,0,1,1,17.60,2014
11,Eddie Lacy,RB,17,GB,DET,26,100,4,0,4,3,26,0,1,1,17.60,2014
12,Jeremy Hill,RB,17,CIN,PIT,23,100,4,0,3,2,10,0,0,0,16.00,2014
13,Le'Veon Bell,RB,17,PIT,CIN,8,20,3,0,6,6,80,0,0,0,16.00,2014
14,Branden Oliver,RB,17,LAC,KC,14,71,5,1,2,2,4,0,0,0,15.50,2014
15,Matt Forte,RB,17,CHI,MIN,17,51,3,0,12,8,23,0,0,0,15.40,2014
16,Andre Williams,RB,17,NYG,PHI,15,43,3,1,3,3,19,0,0,0,15.20,2014
17,Charles Sims,RB,17,TB,NO,18,69,4,1,2,1,6,0,0,0,14.50,2014
18,Theo Riddick,RB,17,DET,GB,0,0,0,0,7,5,34,1,0,0,14.40,2014
19,Joseph Randle,RB,17,DAL,WAS,4,69,17,1,2,1,3,0,0,0,14.20,2014
20,Mark Ingram,RB,17,NO,TB,14,57,4,1,3,2,4,0,1,0,14.10,2014
21,Doug Martin,RB,17,TB,NO,19,108,6,0,0,0,0,0,0,0,13.80,2014
22,Latavius Murray,RB,17,OAK,DEN,10,37,4,0,4,4,60,0,0,0,13.70,2014
23,Matt Asiata,RB,17,MIN,CHI,19,91,5,0,4,2,17,0,0,0,12.80,2014
24,Benjamin Cunningham,RB,17,LAR,SEA,4,10,3,0,7,7,57,0,1,1,12.70,2014
25,LeSean McCoy,RB,17,PHI,NYG,17,99,6,0,1,1,15,0,0,0,12.40,2014
26,Roy Helu,RB,17,WAS,DAL,6,42,7,0,5,4,41,0,0,0,12.30,2014
27,Khiry Robinson,RB,17,NO,TB,7,15,2,1,2,2,22,0,0,0,11.70,2014
28,Chris Ivory,RB,17,NYJ,MIA,13,29,2,0,1,1,8,1,0,0,10.70,2014
29,Bruce Miller,FB,17,SF,ARI,0,0,0,0,5,3,17,1,0,0,10.70,2014
30,Anthony Dixon,RB,17,BUF,NE,7,27,4,1,1,1,8,0,0,0,10.50,2014
31,Arian Foster,RB,17,HOU,JAX,5,23,5,0,1,1,10,1,0,0,10.30,2014
32,Chris Polk,RB,17,PHI,NYG,7,38,5,1,1,0,0,0,0,0,9.80,2014
33,Dan Herron,RB,17,IND,TEN,10,35,4,0,3,3,31,0,0,0,9.60,2014
34,Shonn Greene,RB,17,TEN,IND,11,94,9,0,0,0,0,0,0,0,9.40,2014
35,Jacquizz Rodgers,RB,17,ATL,CAR,9,44,5,0,7,3,19,0,0,0,9.30,2014
36,Jonathan Stewart,RB,17,CAR,ATL,13,49,4,0,2,2,20,0,0,0,8.90,2014
37,Jonathan Grimes,RB,17,HOU,JAX,11,45,4,0,3,2,23,0,0,0,8.80,2014
38,Tre Mason,RB,17,LAR,SEA,11,28,3,0,4,3,29,0,0,0,8.70,2014
39,Zurlon Tipton,RB,17,IND,TEN,9,21,2,0,2,2,45,0,0,0,8.60,2014
40,Rashad Jennings,RB,17,NYG,PHI,10,33,3,0,5,3,21,0,0,0,8.40,2014
41,Jamaal Charles,RB,17,KC,LAC,13,54,4,0,3,2,8,0,0,0,8.20,2014
42,Alfred Morris,RB,17,WAS,DAL,12,43,4,0,3,2,19,0,0,0,8.20,2014
43,Robert Turbin,RB,17,SEA,LAR,11,53,5,0,1,1,13,0,0,0,7.60,2014
44,Fred Jackson,RB,17,BUF,NE,18,58,3,0,3,1,4,0,0,0,7.20,2014
45,Daniel Thomas,RB,17,MIA,NYJ,1,1,1,1,2,1,1,0,0,0,7.20,2014
46,Jamize Olawale,FB,17,OAK,DEN,0,0,0,0,1,1,1,1,0,0,7.10,2014
47,Reggie Bush,RB,17,DET,GB,5,19,4,0,6,3,22,0,0,0,7.10,2014
48,Marcel Reece,FB,17,OAK,DEN,1,11,11,0,5,3,30,0,0,0,7.10,2014
49,Ronnie Hillman,RB,17,DEN,OAK,15,56,4,0,2,1,2,0,0,0,6.80,2014
50,Kerwynn Williams,RB,17,ARI,SF,17,67,4,0,1,0,0,0,0,0,6.70,2014
