Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Cody Parkey,K,12,PHI,TEN,5,6,83,50,4,4,0.00,2014
2,Steven Hauschka,K,12,SEA,ARI,4,5,80,52,1,1,0.00,2014
3,Billy Cundiff,K,12,CLE,ATL,4,5,80,37,2,2,0.00,2014
4,Justin Tucker,K,12,BAL,NO,2,2,100,55,4,4,0.00,2014
5,Adam Vinatieri,K,12,IND,JAX,3,3,100,46,2,2,0.00,2014
6,Stephen Gostkowski,K,12,NE,DET,2,2,100,43,4,4,0.00,2014
7,Dan Carpenter,K,12,BUF,NYJ,1,1,100,53,5,5,0.00,2014
8,Matt Prater,K,12,DET,NE,3,4,75,49,0,0,0.00,2014
9,Blair Walsh,K,12,MIN,GB,2,2,100,51,1,1,0.00,2014
10,Nick Novak,K,12,LAC,LAR,2,2,100,48,3,3,0.00,2014
11,Shayne Graham,K,12,NO,BAL,2,2,100,34,3,3,0.00,2014
12,Cairo Santos,K,12,KC,OAK,2,2,100,25,2,2,0.00,2014
13,Matt Bryant,K,12,ATL,CLE,1,1,100,53,3,3,0.00,2014
14,Mike Nugent,K,12,CIN,HOU,2,2,100,49,2,2,0.00,2014
15,Patrick Murray,K,12,TB,CHI,2,2,100,39,1,1,0.00,2014
16,Randy Bullock,K,12,HOU,CIN,2,2,100,36,1,1,0.00,2014
17,Brandon McManus,K,12,DEN,MIA,1,2,50,38,4,4,0.00,2014
18,Kai Forbath,K,12,WAS,SF,2,2,100,46,1,1,0.00,2014
19,Dan Bailey,K,12,DAL,NYG,1,1,100,38,4,4,0.00,2014
20,Sebastian Janikowski,K,12,OAK,KC,1,1,100,40,3,3,0.00,2014
21,Mason Crosby,K,12,GB,MIN,1,1,100,48,3,3,0.00,2014
22,Ryan Succop,K,12,TEN,PHI,1,1,100,20,3,3,0.00,2014
23,Greg Zuerlein,K,12,LAR,LAC,1,2,50,22,3,3,0.00,2014
24,Phil Dawson,K,12,SF,WAS,1,1,100,41,2,2,0.00,2014
25,Caleb Sturgis,K,12,MIA,DEN,0,0,0,0,4,4,0.00,2014
26,Josh Brown,K,12,NYG,DAL,0,0,0,0,4,4,0.00,2014
27,Josh Scobee,K,12,JAX,IND,1,1,100,28,0,0,0.00,2014
28,Robbie Gould,K,12,CHI,TB,0,1,0,0,3,3,0.00,2014
29,Chandler Catanzaro,K,12,ARI,SEA,1,2,50,23,0,0,0.00,2014
30,Nick Folk,K,12,NYJ,BUF,1,1,100,27,0,0,0.00,2014
31,Jordan Gay,K,12,BUF,NYJ,0,0,0,0,0,0,0.00,2014
