Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Buffalo Bills,DST,12,BUF,NYJ,9,7,9,1,0,0,0,1,3,24.00,2014
2,Chicago Bears,DST,12,CHI,TB,5,5,13,2,2,0,0,0,13,17.00,2014
3,Philadelphia Eagles,DST,12,PHI,TEN,7,5,4,1,2,0,0,1,24,17.00,2014
4,Indianapolis Colts,DST,12,IND,JAX,6,4,7,1,1,0,0,0,3,15.00,2014
5,Los Angeles Rams,DST,12,LAR,LAC,5,3,4,1,2,0,1,0,27,15.00,2014
6,Los Angeles Chargers,DST,12,LAC,LAR,2,1,2,2,1,0,1,0,24,14.00,2014
7,Seattle Seahawks,DST,12,SEA,ARI,5,3,8,1,0,0,0,0,3,14.00,2014
8,Baltimore Ravens,DST,12,BAL,NO,6,4,8,1,0,0,1,0,27,12.00,2014
9,Jacksonville Jaguars,DST,12,JAX,IND,6,5,3,0,3,0,0,0,23,11.00,2014
10,San Francisco 49ers,DST,12,SF,WAS,8,5,8,0,1,0,0,0,13,11.00,2014
11,Arizona Cardinals,DST,12,ARI,SEA,11,7,11,0,0,0,0,0,19,10.00,2014
12,Cincinnati Bengals,DST,12,CIN,HOU,3,1,4,1,0,1,0,0,13,9.00,2014
13,Houston Texans,DST,12,HOU,CIN,4,0,2,1,0,0,1,0,22,9.00,2014
14,Washington Redskins,DST,12,WAS,SF,5,2,3,1,2,0,0,0,17,9.00,2014
15,New England Patriots,DST,12,NE,DET,4,2,6,1,0,0,0,0,9,8.00,2014
16,Atlanta Falcons,DST,12,ATL,CLE,3,1,6,3,0,0,0,0,26,7.00,2014
17,Cleveland Browns,DST,12,CLE,ATL,3,3,6,1,1,0,0,0,24,7.00,2014
18,Tampa Bay Buccaneers,DST,12,TB,CHI,5,3,2,0,1,0,0,0,21,5.00,2014
19,Green Bay Packers,DST,12,GB,MIN,3,2,6,1,0,0,0,0,21,4.00,2014
20,Dallas Cowboys,DST,12,DAL,NYG,8,2,6,1,0,0,0,0,28,3.00,2014
21,Kansas City Chiefs,DST,12,KC,OAK,4,1,2,0,1,0,0,0,24,3.00,2014
22,New York Giants,DST,12,NYG,DAL,1,2,3,0,1,0,0,0,31,3.00,2014
23,Oakland Raiders,DST,12,OAK,KC,6,2,4,0,0,0,0,0,20,3.00,2014
24,New Orleans Saints,DST,12,NO,BAL,6,1,3,0,1,0,0,0,34,2.00,2014
25,Tennessee Titans,DST,12,TEN,PHI,7,2,2,2,0,0,0,0,43,2.00,2014
26,Detroit Lions,DST,12,DET,NE,5,0,4,1,0,0,0,0,34,1.00,2014
27,Minnesota Vikings,DST,12,MIN,GB,3,1,2,0,0,0,0,0,24,1.00,2014
28,Denver Broncos,DST,12,DEN,MIA,3,1,4,1,0,0,0,0,36,-1.00,2014
29,Miami Dolphins,DST,12,MIA,DEN,3,1,1,0,1,0,0,0,39,-1.00,2014
30,New York Jets,DST,12,NYJ,BUF,2,1,6,0,0,0,0,0,38,-3.00,2014
