Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Drew Brees,QB,12,NO,BAL,35,45,78,420,9,3,1,119,3,15,5,0,32.30,2014
2,Peyton Manning,QB,12,DEN,MIA,28,35,80,257,7,4,0,135,2,-2,-1,0,28.08,2014
3,Ryan Tannehill,QB,12,MIA,DEN,26,36,72,228,6,3,1,105,4,15,4,1,27.62,2014
4,Eli Manning,QB,12,NYG,DAL,29,40,73,338,8,3,1,112,0,0,0,0,27.52,2014
5,Tony Romo,QB,12,DAL,NYG,18,26,69,275,11,4,0,143,1,-2,-2,0,25.80,2014
6,Tom Brady,QB,12,NE,DET,38,53,72,349,7,2,1,94,0,0,0,0,23.96,2014
7,Zach Mettenberger,QB,12,TEN,PHI,20,39,51,345,9,2,1,88,2,-2,-1,0,23.60,2014
8,Teddy Bridgewater,QB,12,MIN,GB,21,37,57,210,6,2,1,80,5,32,6,0,20.60,2014
9,Aaron Rodgers,QB,12,GB,MIN,19,29,66,209,7,2,0,110,6,34,6,0,19.76,2014
10,Russell Wilson,QB,12,SEA,ARI,17,22,77,211,10,1,0,122,10,73,7,0,19.74,2014
11,Josh McCown,QB,12,TB,CHI,25,48,52,341,7,1,2,65,3,12,4,0,18.84,2014
12,Kyle Orton,QB,12,BUF,NYJ,24,32,75,230,7,2,0,115,1,10,10,0,18.20,2014
13,Alex Smith,QB,12,KC,OAK,20,36,56,234,7,2,0,94,2,5,3,0,17.86,2014
14,Mark Sanchez,QB,12,PHI,TEN,30,43,70,307,7,1,2,78,4,4,1,0,17.68,2014
15,Matt Ryan,QB,12,ATL,CLE,27,43,63,273,6,2,1,87,2,6,3,0,17.52,2014
16,Andrew Luck,QB,12,IND,JAX,21,32,66,253,8,1,0,100,8,49,6,0,17.02,2014
17,Colin Kaepernick,QB,12,SF,WAS,20,29,69,256,9,1,1,93,9,14,2,0,14.64,2014
18,Philip Rivers,QB,12,LAC,LAR,29,35,83,291,8,1,1,99,3,-1,0,0,14.54,2014
19,Brian Hoyer,QB,12,CLE,ATL,23,40,58,322,8,0,3,52,3,12,4,0,14.08,2014
20,Joe Flacco,QB,12,BAL,NO,18,24,75,243,10,1,0,121,2,2,1,0,13.92,2014
21,Andy Dalton,QB,12,CIN,HOU,24,35,69,233,7,1,1,85,7,6,1,0,12.92,2014
22,Matthew Stafford,QB,12,DET,NE,18,46,39,264,6,0,1,50,3,18,6,0,11.36,2014
23,Derek Carr,QB,12,OAK,KC,18,35,51,174,5,1,0,75,3,2,1,0,11.16,2014
24,Shaun Hill,QB,12,LAR,LAC,18,35,51,198,6,1,2,54,1,0,0,0,8.92,2014
25,Jay Cutler,QB,12,CHI,TB,17,27,63,130,5,1,0,87,0,0,0,0,8.20,2014
26,Drew Stanton,QB,12,ARI,SEA,14,26,54,149,6,0,1,55,4,23,6,0,7.26,2014
27,Blake Bortles,QB,12,JAX,IND,15,27,56,146,5,0,1,55,5,24,5,0,7.24,2014
28,Ryan Mallett,QB,12,HOU,CIN,21,45,47,189,4,0,1,49,1,2,2,0,6.76,2014
29,Robert Griffin III,QB,12,WAS,SF,11,19,58,106,6,0,0,74,4,11,3,0,4.34,2014
30,Geno Smith,QB,12,NYJ,BUF,10,12,83,89,7,0,0,98,2,4,2,0,3.96,2014
31,Michael Vick,QB,12,NYJ,BUF,7,19,37,76,4,0,1,28,2,4,2,0,2.44,2014
32,Matt Schaub,QB,12,OAK,KC,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
33,EJ Manuel,QB,12,BUF,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
34,Luke McCown,QB,12,NO,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
