Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Delanie Walker,TE,12,TEN,PHI,9,5,56,155,0,68,17,31,0,0,0,0,0,23.50,2014
2,Jimmy Graham,TE,12,NO,BAL,10,6,60,47,2,11,5,8,0,0,0,0,0,22.70,2014
3,Tim Wright,TE,12,NE,DET,6,5,83,36,2,16,6,7,0,0,0,0,0,20.60,2014
4,Jason Witten,TE,12,DAL,NYG,6,4,67,30,1,15,5,8,0,0,0,0,0,13.00,2014
5,Rob Gronkowski,TE,12,NE,DET,10,5,50,78,0,24,8,16,0,0,0,0,0,12.80,2014
6,Scott Chandler,TE,12,BUF,NYJ,3,3,100,28,1,19,9,9,0,0,0,0,0,11.80,2014
7,Anthony Fasano,TE,12,KC,OAK,2,2,100,30,1,19,15,15,0,0,0,0,0,11.00,2014
8,Cooper Helfet,TE,12,SEA,ARI,2,2,100,27,1,20,14,14,0,0,0,0,0,10.70,2014
9,Travis Kelce,TE,12,KC,OAK,5,4,80,67,0,27,13,17,0,0,0,0,0,10.70,2014
10,Brent Celek,TE,12,PHI,TEN,7,5,71,48,0,15,7,10,0,0,0,0,0,9.80,2014
11,James Casey,TE,12,PHI,TEN,1,1,100,14,1,14,14,14,0,0,0,0,0,8.40,2014
12,Garrett Graham,TE,12,HOU,CIN,7,4,57,41,0,16,6,10,0,0,0,0,0,8.10,2014
13,Kyle Rudolph,TE,12,MIN,GB,5,3,60,50,0,23,10,17,0,0,0,0,0,8.00,2014
14,Martellus Bennett,TE,12,CHI,TB,7,4,57,37,0,26,5,9,0,0,0,0,0,7.70,2014
15,Tony Moeaki,TE,12,SEA,ARI,4,4,100,34,0,17,9,9,0,0,0,0,0,7.40,2014
16,Jermaine Gresham,TE,12,CIN,HOU,6,4,67,33,0,19,6,8,0,0,0,0,0,7.30,2014
17,Richard Rodgers,TE,12,GB,MIN,1,1,100,1,1,1,1,1,0,0,0,0,0,7.10,2014
18,Adrien Robinson,TE,12,NYG,DAL,1,1,100,1,1,1,1,1,0,0,0,0,0,7.10,2014
19,Dion Sims,TE,12,MIA,DEN,5,4,80,31,0,16,6,8,0,0,0,0,0,7.10,2014
20,Andrew Quarless,TE,12,GB,MIN,3,2,67,50,0,34,17,25,0,0,0,0,0,7.00,2014
21,Zach Ertz,TE,12,PHI,TEN,6,4,67,30,0,10,5,8,0,0,0,0,0,7.00,2014
22,Daniel Fells,TE,12,NYG,DAL,4,3,75,35,0,13,9,12,0,0,0,0,0,6.50,2014
23,Jared Cook,TE,12,LAR,LAC,9,3,33,27,0,10,3,9,0,0,0,0,0,5.70,2014
24,John Carlson,TE,12,ARI,SEA,4,3,75,25,0,19,6,8,0,0,0,0,0,5.50,2014
25,Ladarius Green,TE,12,LAC,LAR,3,2,67,34,0,28,11,17,0,0,0,0,0,5.40,2014
26,Vernon Davis,TE,12,SF,WAS,5,3,60,21,0,12,4,7,0,0,0,0,0,5.10,2014
27,Coby Fleener,TE,12,IND,JAX,4,2,50,28,0,14,7,14,0,0,0,0,0,4.80,2014
28,Larry Donnell,TE,12,NYG,DAL,4,2,50,24,0,16,6,12,0,0,0,0,0,4.40,2014
29,Eric Ebron,TE,12,DET,NE,7,2,29,23,0,17,3,12,0,0,0,0,0,4.30,2014
30,Gary Barnidge,TE,12,CLE,ATL,3,2,67,23,0,15,8,12,0,0,0,0,0,4.30,2014
31,Josh Hill,TE,12,NO,BAL,2,2,100,22,0,17,11,11,0,0,0,0,0,4.20,2014
32,James Hanna,TE,12,DAL,NYG,1,1,100,27,0,27,27,27,0,0,0,0,0,3.70,2014
33,Levine Toilolo,TE,12,ATL,CLE,3,2,67,17,0,9,6,9,0,0,0,0,0,3.70,2014
34,Austin Seferian-Jenkins,TE,12,TB,CHI,4,2,50,16,0,11,4,8,0,0,0,0,0,3.60,2014
35,Antonio Gates,TE,12,LAC,LAR,2,2,100,14,0,10,7,7,0,0,0,0,0,3.40,2014
36,Luke Willson,TE,12,SEA,ARI,1,1,100,21,0,21,21,21,0,0,0,0,0,3.10,2014
37,Rhett Ellison,TE,12,MIN,GB,4,2,50,11,0,6,3,6,0,0,0,0,0,3.10,2014
38,Chris Gragg,TE,12,BUF,NYJ,3,2,67,11,0,6,4,6,0,0,0,0,0,3.10,2014
39,Jack Doyle,TE,12,IND,JAX,3,2,67,8,0,7,3,4,0,0,0,0,0,2.80,2014
40,Owen Daniels,TE,12,BAL,NO,5,2,40,7,0,8,1,4,0,0,0,0,0,2.70,2014
41,Lance Kendricks,TE,12,LAR,LAC,2,1,50,16,0,16,8,16,0,0,0,0,0,2.60,2014
42,Chase Ford,TE,12,MIN,GB,1,1,100,13,0,13,13,13,0,0,0,0,0,2.30,2014
43,Lee Smith,TE,12,BUF,NYJ,1,1,100,12,0,12,12,12,0,0,0,0,0,2.20,2014
44,Niles Paul,TE,12,WAS,SF,2,1,50,11,0,11,6,11,0,0,0,0,0,2.10,2014
45,Brandon Myers,TE,12,TB,CHI,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90,2014
46,Mychal Rivera,TE,12,OAK,KC,4,1,25,8,0,8,2,8,0,0,0,0,0,1.80,2014
47,Luke Stocker,TE,12,TB,CHI,2,1,50,6,0,6,3,6,0,0,0,0,0,1.60,2014
48,Dante Rosario,TE,12,CHI,TB,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2014
49,Jeff Cumberland,TE,12,NYJ,BUF,3,1,33,5,0,5,2,5,0,0,0,0,0,1.50,2014
50,Benjamin Watson,TE,12,NO,BAL,1,1,100,4,0,4,4,4,0,0,0,0,0,1.40,2014
