Player,Position,Team,Opponent,Points
Ryan Tannehill,QB,MIA,DEN,27.62
Eli Manning,QB,NYG,DAL,27.52
Tony Romo,QB,DAL,NYG,25.80
Tom Brady,QB,NE,DET,23.96
Zach Mettenberger,QB,TEN,PHI,23.60
Teddy Bridgewater,QB,MIN,GB,20.60
Aaron Rodgers,QB,GB,MIN,19.76
Russell Wilson,QB,SEA,ARI,19.74
Josh McCown,QB,TB,CHI,18.84
Kyle Orton,QB,BUF,NYJ,18.20
Alex Smith,QB,KC,OAK,17.86
Mark Sanchez,QB,PHI,TEN,17.68
Matt Ryan,QB,ATL,CLE,17.52
Andrew Luck,QB,IND,JAX,17.02
Colin Kaepernick,QB,SF,WAS,14.64
Philip Rivers,QB,LAC,LAR,14.54
Brian Hoyer,QB,CLE,ATL,14.08
Joe Flacco,QB,BAL,NO,13.92
Andy Dalton,QB,CIN,HOU,12.92
Matthew Stafford,QB,DET,NE,11.36
Derek Carr,QB,OAK,KC,11.16
Shaun Hill,QB,LAR,LAC,8.92
Jay Cutler,QB,CHI,TB,8.20
Drew Stanton,QB,ARI,SEA,7.26
Blake Bortles,QB,JAX,IND,7.24
Ryan Mallett,QB,HOU,CIN,6.76
Robert Griffin III,QB,WAS,SF,4.34
Geno Smith,QB,NYJ,BUF,3.96
Michael Vick,QB,NYJ,BUF,2.44
Matt Schaub,QB,OAK,KC,0.00
EJ Manuel,QB,BUF,NYJ,0.00
Luke McCown,QB,NO,BAL,0.00
Anquan Boldin,WR,SF,WAS,31.70
Robert Woods,WR,BUF,NYJ,29.80
Dez Bryant,WR,DAL,NYG,27.60
AJ Green,WR,CIN,HOU,27.10
Emmanuel Sanders,WR,DEN,MIA,26.80
TY Hilton,WR,IND,JAX,26.70
Jarvis Landry,WR,MIA,DEN,24.00
Keenan Allen,WR,LAC,LAR,23.40
Josh Gordon,WR,CLE,ATL,23.00
Stedman Bailey,WR,LAR,LAC,21.90
Louis Murphy,WR,TB,CHI,20.30
Julian Edelman,WR,NE,DET,19.90
Steve Smith,WR,BAL,NO,18.90
Brandon LaFell,WR,NE,DET,18.80
Vincent Jackson,WR,TB,CHI,18.70
Roddy White,WR,ATL,CLE,18.60
Marques Colston,WR,NO,BAL,18.20
Julio Jones,WR,ATL,CLE,17.80
Kenny Stills,WR,NO,BAL,17.60
Justin Hunter,WR,TEN,PHI,16.40
Charles Johnson,WR,MIN,GB,16.20
Mohamed Sanu,WR,CIN,HOU,15.90
James Jones,WR,OAK,KC,15.70
Golden Tate,WR,DET,NE,15.00
Torrey Smith,WR,BAL,NO,14.80
Jordy Nelson,WR,GB,MIN,14.80
Cole Beasley,WR,DAL,NYG,14.60
Andrew Hawkins,WR,CLE,ATL,14.30
Joseph Morgan,WR,NO,BAL,13.90
Greg Jennings,WR,MIN,GB,13.80
Mike Evans,WR,TB,CHI,13.70
Jordan Matthews,WR,PHI,TEN,13.70
Mike Wallace,WR,MIA,DEN,13.50
Tavon Austin,WR,LAR,LAC,12.80
Miles Austin,WR,CLE,ATL,12.40
Jeremy Maclin,WR,PHI,TEN,11.90
Wes Welker,WR,DEN,MIA,11.80
Jeremy Kerley,WR,NYJ,BUF,11.60
Alshon Jeffery,WR,CHI,TB,11.20
Eddie Royal,WR,LAC,LAR,11.00
Michael Crabtree,WR,SF,WAS,10.80
Andre Holmes,WR,OAK,KC,10.50
Nate Washington,WR,TEN,PHI,10.30
Eric Decker,WR,NYJ,BUF,10.30
Randall Cobb,WR,GB,MIN,9.80
Calvin Johnson,WR,DET,NE,9.80
Brandon Gibson,WR,MIA,DEN,9.20
John Brown,WR,ARI,SEA,9.10
Tim Wright,TE,NE,DET,20.60
Jason Witten,TE,DAL,NYG,13.00
Rob Gronkowski,TE,NE,DET,12.80
Scott Chandler,TE,BUF,NYJ,11.80
Anthony Fasano,TE,KC,OAK,11.00
Cooper Helfet,TE,SEA,ARI,10.70
Travis Kelce,TE,KC,OAK,10.70
Brent Celek,TE,PHI,TEN,9.80
James Casey,TE,PHI,TEN,8.40
Garrett Graham,TE,HOU,CIN,8.10
Kyle Rudolph,TE,MIN,GB,8.00
Martellus Bennett,TE,CHI,TB,7.70
Tony Moeaki,TE,SEA,ARI,7.40
Jermaine Gresham,TE,CIN,HOU,7.30
Adrien Robinson,TE,NYG,DAL,7.10
Richard Rodgers,TE,GB,MIN,7.10
Dion Sims,TE,MIA,DEN,7.10
Andrew Quarless,TE,GB,MIN,7.00
Zach Ertz,TE,PHI,TEN,7.00
