Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Kenny Britt,WR,7,TEN,PHI,10,7,70,225,3,80,23,32,0,0,0,0,0,50.50,2010
2,Roddy White,WR,7,ATL,CIN,13,11,85,201,2,46,16,18,0,0,0,1,1,47.10,2010
3,Lee Evans,WR,7,BUF,BAL,10,6,60,105,3,33,11,18,0,0,0,0,0,37.50,2010
4,David Gettis,WR,7,CAR,SF,9,8,89,125,2,39,14,16,0,0,0,0,0,35.50,2010
5,Hakeem Nicks,WR,7,NYG,DAL,14,9,64,108,2,24,8,12,0,0,0,0,0,34.80,2010
6,Steve Johnson,WR,7,BUF,BAL,10,8,80,158,1,43,16,20,0,0,0,0,0,32.80,2010
7,Marques Colston,WR,7,NO,CLE,15,10,67,112,1,24,8,11,0,0,0,0,0,30.20,2010
8,Chad Johnson,WR,7,CIN,ATL,16,10,63,108,1,18,7,11,0,0,0,0,0,29.80,2010
9,Hines Ward,WR,7,PIT,MIA,10,7,70,131,1,43,13,19,0,0,0,0,0,29.10,2010
10,Jordan Shipley,WR,7,CIN,ATL,6,6,100,131,1,64,22,22,0,0,0,0,0,28.10,2010
11,Steve Smith,WR,7,NYG,DAL,11,9,82,101,1,32,9,11,0,0,0,0,0,28.10,2010
12,Dez Bryant,WR,7,DAL,NYG,7,4,57,54,2,19,8,14,0,0,0,0,0,27.40,2010
13,Mike Williams,WR,7,SEA,ARI,16,11,69,87,1,16,5,8,0,0,0,0,0,25.70,2010
14,Terrell Owens,WR,7,CIN,ATL,13,9,69,88,1,19,7,10,0,0,0,0,0,23.80,2010
15,Dwayne Bowe,WR,7,KC,JAX,5,3,60,81,2,53,16,27,0,0,0,0,0,23.10,2010
16,Percy Harvin,WR,7,MIN,GB,8,5,63,65,0,37,8,13,3,41,1,0,0,21.60,2010
17,Anquan Boldin,WR,7,BAL,BUF,13,6,46,92,1,34,7,15,0,0,0,0,0,21.20,2010
18,Johnny Knox,WR,7,CHI,WAS,12,6,50,86,1,25,7,14,0,0,0,0,0,20.60,2010
19,Greg Jennings,WR,7,GB,MIN,10,6,60,74,1,24,7,12,0,0,0,0,0,19.40,2010
20,Davone Bess,WR,7,MIA,PIT,7,6,86,66,1,26,9,11,0,0,0,0,0,18.60,2010
21,James Jones,WR,7,GB,MIN,8,4,50,107,0,45,13,27,0,0,0,0,0,17.70,2010
22,Santana Moss,WR,7,WAS,CHI,8,5,63,63,1,24,8,13,1,-2,0,0,0,17.10,2010
23,Patrick Crayton,WR,7,LAC,NE,13,7,54,82,0,21,6,12,0,0,0,0,0,15.20,2010
24,Brandon LaFell,WR,7,CAR,SF,6,6,100,91,0,35,15,15,0,0,0,0,0,15.10,2010
25,Roscoe Parrish,WR,7,BUF,BAL,12,8,67,57,0,22,5,7,1,6,0,1,0,14.30,2010
26,Riley Cooper,WR,7,PHI,TEN,6,3,50,51,1,37,9,17,0,0,0,0,0,14.10,2010
27,Danny Amendola,WR,7,LAR,TB,5,3,60,29,1,18,6,10,1,21,0,0,0,14.00,2010
28,Mike Wallace,WR,7,PIT,MIA,4,2,50,53,1,53,13,27,0,0,0,0,0,13.30,2010
29,Mike Williams,WR,7,TB,LAR,11,5,46,82,0,21,8,16,0,0,0,1,0,13.20,2010
30,Mario Manningham,WR,7,NYG,DAL,4,3,75,40,1,25,10,13,0,0,0,0,0,13.00,2010
31,Mike Sims-Walker,WR,7,JAX,KC,6,3,50,38,1,20,6,13,0,0,0,0,0,12.80,2010
32,Randy Moss,WR,7,MIN,GB,7,3,43,30,1,13,4,10,0,0,0,0,0,12.00,2010
33,Jason Avant,WR,7,PHI,TEN,8,6,75,60,0,16,8,10,0,0,0,0,0,12.00,2010
34,Earl Bennett,WR,7,CHI,WAS,5,4,80,76,0,48,15,19,0,0,0,0,0,11.60,2010
35,Craig Davis,WR,7,LAC,NE,10,6,60,53,0,15,5,9,0,0,0,0,0,11.30,2010
36,Brandon Marshall,WR,7,MIA,PIT,9,5,56,57,0,19,6,11,0,0,0,0,0,10.70,2010
37,Jeremy Maclin,WR,7,PHI,TEN,14,5,36,42,0,17,3,8,1,14,0,0,0,10.60,2010
38,Brian Hartline,WR,7,MIA,PIT,5,5,100,57,0,24,11,11,0,0,0,1,1,9.70,2010
39,Jabar Gaffney,WR,7,DEN,OAK,9,4,44,54,0,22,6,14,0,0,0,0,0,9.40,2010
40,Lance Moore,WR,7,NO,CLE,8,5,63,43,0,14,5,9,0,0,0,1,0,9.30,2010
41,Brian Finneran,WR,7,ATL,CIN,2,2,100,8,1,5,4,4,0,0,0,0,0,8.80,2010
42,Devin Hester,WR,7,CHI,WAS,8,5,63,30,0,9,4,6,2,5,0,0,0,8.50,2010
43,Steve Smith,WR,7,CAR,SF,8,4,50,50,0,21,6,13,0,0,0,2,1,8.00,2010
44,Deion Branch,WR,7,NE,LAC,8,4,50,39,0,17,5,10,0,0,0,0,0,7.90,2010
45,Michael Crabtree,WR,7,SF,CAR,5,4,80,31,0,18,6,8,0,0,0,0,0,7.10,2010
46,Derrick Mason,WR,7,BAL,BUF,3,2,67,48,0,36,16,24,0,0,0,0,0,6.80,2010
47,Sammie Stroughter,WR,7,TB,LAR,3,3,100,38,0,18,13,13,0,0,0,0,0,6.80,2010
48,Miles Austin,WR,7,DAL,NYG,8,3,38,38,0,17,5,13,0,0,0,0,0,6.80,2010
49,Wes Welker,WR,7,NE,LAC,6,4,67,25,0,12,4,6,0,0,0,0,0,6.50,2010
