Player,Position,Team,Opponent,Points
Eli Manning,QB,NYG,DAL,28.14
Matt Ryan,QB,ATL,CIN,25.46
Matt Moore,QB,CAR,SF,22.62
Ben Roethlisberger,QB,PIT,MIA,22.18
Drew Brees,QB,NO,CLE,21.24
Joe Flacco,QB,BAL,BUF,20.90
Kerry Collins,QB,TEN,PHI,20.04
Philip Rivers,QB,LAC,NE,19.34
Aaron Rodgers,QB,GB,MIN,19.20
Jason Campbell,QB,OAK,DEN,17.66
Josh Freeman,QB,TB,LAR,16.48
Jon Kitna,QB,DAL,NYG,16.48
Kyle Orton,QB,DEN,OAK,16.02
Matt Cassel,QB,KC,JAX,15.72
Todd Bouman,QB,JAX,KC,15.68
Chad Henne,QB,MIA,PIT,14.28
Sam Bradford,QB,LAR,TB,12.24
Kevin Kolb,QB,PHI,TEN,12.04
Matt Hasselbeck,QB,SEA,ARI,11.78
Tom Brady,QB,NE,LAC,10.46
Jay Cutler,QB,CHI,WAS,10.24
Donovan McNabb,QB,WAS,CHI,9.80
Brett Favre,QB,MIN,GB,9.48
Alex Smith,QB,SF,CAR,9.16
Tony Romo,QB,DAL,NYG,5.56
Colt McCoy,QB,CLE,NO,4.76
Derek Anderson,QB,ARI,SEA,3.84
David Carr,QB,SF,CAR,1.68
Kyle Boller,QB,OAK,DEN,1.10
Trent Edwards,QB,JAX,KC,0.00
Chase Daniel,QB,NO,CLE,0.00
Matt Flynn,QB,GB,MIN,0.00
Sage Rosenfels,QB,NYG,DAL,0.00
Chris Redman,QB,ATL,CIN,0.00
Tim Tebow,QB,DEN,OAK,0.00
Max Hall,QB,ARI,SEA,-0.56
Lee Evans,WR,BUF,BAL,37.50
David Gettis,WR,CAR,SF,35.50
Hakeem Nicks,WR,NYG,DAL,34.80
Steve Johnson,WR,BUF,BAL,32.80
Marques Colston,WR,NO,CLE,30.20
Chad Johnson,WR,CIN,ATL,29.80
Hines Ward,WR,PIT,MIA,29.10
Jordan Shipley,WR,CIN,ATL,28.10
Steve Smith,WR,NYG,DAL,28.10
Dez Bryant,WR,DAL,NYG,27.40
Mike Williams,WR,SEA,ARI,25.70
Terrell Owens,WR,CIN,ATL,23.80
Dwayne Bowe,WR,KC,JAX,23.10
Percy Harvin,WR,MIN,GB,21.60
Anquan Boldin,WR,BAL,BUF,21.20
Johnny Knox,WR,CHI,WAS,20.60
Greg Jennings,WR,GB,MIN,19.40
