Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Ryan Fitzpatrick,QB,7,BUF,BAL,29,43,67,382,9,4,2,107,4,20,5,0,34.28,2010
2,Carson Palmer,QB,7,CIN,ATL,36,50,72,412,8,3,0,116,0,0,0,0,31.48,2010
3,Eli Manning,QB,7,NYG,DAL,25,35,71,306,9,4,3,100,1,-1,-1,0,28.14,2010
4,Matt Ryan,QB,7,ATL,CIN,24,33,73,299,9,3,1,118,1,5,5,0,25.46,2010
5,Matt Moore,QB,7,CAR,SF,28,41,68,308,8,2,1,96,1,3,3,0,22.62,2010
6,Ben Roethlisberger,QB,7,PIT,MIA,19,27,70,302,11,2,0,132,5,1,0,0,22.18,2010
7,Drew Brees,QB,7,NO,CLE,37,56,66,356,6,2,4,66,0,0,0,0,21.24,2010
8,Joe Flacco,QB,7,BAL,BUF,16,31,52,250,8,3,0,111,2,-1,-1,0,20.90,2010
9,Kerry Collins,QB,7,TEN,PHI,17,31,55,276,9,3,2,90,0,0,0,0,20.04,2010
10,Philip Rivers,QB,7,LAC,NE,34,50,68,336,7,1,1,85,6,9,2,0,19.34,2010
11,Aaron Rodgers,QB,7,GB,MIN,21,34,62,295,9,2,2,85,3,14,5,0,19.20,2010
12,Jason Campbell,QB,7,OAK,DEN,12,20,60,204,10,2,0,128,1,15,15,0,17.66,2010
13,Josh Freeman,QB,7,TB,LAR,23,40,58,212,5,1,0,80,5,40,8,0,16.48,2010
14,Jon Kitna,QB,7,DAL,NYG,16,33,49,187,6,2,0,86,0,0,0,0,16.48,2010
15,Kyle Orton,QB,7,DEN,OAK,12,29,41,198,7,2,1,74,2,21,11,0,16.02,2010
16,Matt Cassel,QB,7,KC,JAX,13,18,72,193,11,2,0,144,0,0,0,0,15.72,2010
17,Todd Bouman,QB,7,JAX,KC,18,34,53,222,7,2,2,69,2,8,4,0,15.68,2010
18,Chad Henne,QB,7,MIA,PIT,23,36,64,257,7,1,0,94,0,0,0,0,14.28,2010
19,Sam Bradford,QB,7,LAR,TB,13,26,50,126,5,2,0,90,2,2,1,0,12.24,2010
20,Kevin Kolb,QB,7,PHI,TEN,26,48,54,231,5,1,2,57,3,18,6,0,12.04,2010
21,Matt Hasselbeck,QB,7,SEA,ARI,20,38,53,192,5,1,0,76,2,11,6,0,11.78,2010
22,Tom Brady,QB,7,NE,LAC,19,32,59,159,5,1,0,83,2,1,1,0,10.46,2010
23,Jay Cutler,QB,7,CHI,WAS,26,40,65,281,7,1,4,54,1,0,0,0,10.24,2010
24,Donovan McNabb,QB,7,WAS,CHI,17,32,53,200,6,1,2,57,5,-2,0,0,9.80,2010
25,Brett Favre,QB,7,MIN,GB,16,29,55,212,7,1,3,50,0,0,0,0,9.48,2010
26,Alex Smith,QB,7,SF,CAR,9,19,47,129,7,1,0,87,0,0,0,0,9.16,2010
27,Tony Romo,QB,7,DAL,NYG,5,7,71,39,6,1,0,124,0,0,0,0,5.56,2010
28,Colt McCoy,QB,7,CLE,NO,9,16,56,74,5,0,0,68,5,-5,-1,0,4.76,2010
29,Derek Anderson,QB,7,ARI,SEA,8,17,47,96,6,0,0,65,0,0,0,0,3.84,2010
30,David Carr,QB,7,SF,CAR,5,13,39,67,5,0,1,24,0,0,0,0,1.68,2010
31,Kyle Boller,QB,7,OAK,DEN,0,0,0,0,0,0,0,0,6,11,2,0,1.10,2010
32,Trent Edwards,QB,7,JAX,KC,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
33,Chase Daniel,QB,7,NO,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
34,Tim Tebow,QB,7,DEN,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
35,Matt Flynn,QB,7,GB,MIN,0,1,0,0,0,0,0,40,0,0,0,0,0.00,2010
36,Sage Rosenfels,QB,7,NYG,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
37,Chris Redman,QB,7,ATL,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
38,Max Hall,QB,7,ARI,SEA,4,16,25,36,2,0,1,14,0,0,0,0,-0.56,2010
