Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Olindo Mare,K,7,SEA,ARI,5,5,100,51,1,1,0.00,2010
2,Dan Carpenter,K,7,MIA,PIT,5,5,100,40,1,1,0.00,2010
3,Connor Barth,K,7,TB,LAR,4,4,100,53,0,0,0.00,2010
4,Rob Bironas,K,7,TEN,PHI,3,3,100,41,4,4,0.00,2010
5,David Akers,K,7,PHI,TEN,4,4,100,46,1,1,0.00,2010
6,Lawrence Tynes,K,7,NYG,DAL,2,2,100,53,5,5,0.00,2010
7,Billy Cundiff,K,7,BAL,BUF,3,3,100,48,4,4,0.00,2010
8,John Kasay,K,7,CAR,SF,3,3,100,55,2,2,0.00,2010
9,Phil Dawson,K,7,CLE,NO,3,3,100,48,3,3,0.00,2010
10,Jeff Reed,K,7,PIT,MIA,3,3,100,39,2,2,0.00,2010
11,Stephen Gostkowski,K,7,NE,LAC,3,3,100,40,2,2,0.00,2010
12,Sebastian Janikowski,K,7,OAK,DEN,1,1,100,31,8,8,0.00,2010
13,Rian Lindell,K,7,BUF,BAL,2,2,100,50,4,4,0.00,2010
14,David Buehler,K,7,DAL,NYG,2,2,100,41,3,3,0.00,2010
15,Josh Scobee,K,7,JAX,KC,2,2,100,35,2,2,0.00,2010
16,Kris Brown,K,7,LAC,NE,2,3,67,32,2,2,0.00,2010
17,Mike Nugent,K,7,CIN,ATL,2,3,67,33,2,2,0.00,2010
18,Joe Nedney,K,7,SF,CAR,2,2,100,38,2,2,0.00,2010
19,Matt Bryant,K,7,ATL,CIN,1,1,100,45,4,4,0.00,2010
20,Ryan Succop,K,7,KC,JAX,0,0,0,0,6,6,0.00,2010
21,Ryan Longwell,K,7,MIN,GB,1,1,100,28,3,3,0.00,2010
22,Graham Gano,K,7,WAS,CHI,1,2,50,46,2,2,0.00,2010
23,Garrett Hartley,K,7,NO,CLE,1,1,100,32,2,2,0.00,2010
24,Josh Brown,K,7,LAR,TB,1,1,100,25,2,2,0.00,2010
25,Jay Feely,K,7,ARI,SEA,1,1,100,24,1,1,0.00,2010
26,Mason Crosby,K,7,GB,MIN,0,0,0,0,4,4,0.00,2010
27,Robbie Gould,K,7,CHI,WAS,0,0,0,0,2,2,0.00,2010
28,Matt Prater,K,7,DEN,OAK,0,0,0,0,2,2,0.00,2010
29,Rhys Lloyd,K,7,CAR,SF,0,0,0,0,0,0,0.00,2010
