Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jason Witten,TE,7,DAL,NYG,13,9,69,95,1,24,7,11,0,0,0,1,1,25.50,2010
2,Todd Heap,TE,7,BAL,BUF,5,3,60,59,2,26,12,20,0,0,0,0,0,20.90,2010
3,Vernon Davis,TE,7,SF,CAR,8,4,50,74,1,53,9,19,0,0,0,0,0,17.40,2010
4,Zach Miller,TE,7,OAK,DEN,6,3,50,65,1,43,11,22,0,0,0,0,0,15.50,2010
5,Antonio Gates,TE,7,LAC,NE,5,4,80,50,1,26,10,13,0,0,0,0,0,15.00,2010
6,David Thomas,TE,7,NO,CLE,4,3,75,33,1,14,8,11,0,0,0,0,0,12.30,2010
7,Chris Cooley,TE,7,WAS,CHI,9,7,78,52,0,14,6,7,0,0,0,1,0,12.20,2010
8,Aaron Hernandez,TE,7,NE,LAC,8,5,63,54,0,24,7,11,0,0,0,0,0,10.40,2010
9,Andrew Quarless,TE,7,GB,MIN,3,2,67,16,1,9,5,8,0,0,0,0,0,9.60,2010
10,Kellen Winslow,TE,7,TB,LAR,10,5,50,44,0,10,4,9,0,0,0,0,0,9.40,2010
11,Michael Hoomanawanui,TE,7,LAR,TB,5,2,40,12,1,10,2,6,0,0,0,0,0,9.20,2010
12,Rob Gronkowski,TE,7,NE,LAC,2,2,100,10,1,9,5,5,0,0,0,0,0,9.00,2010
13,Anthony Fasano,TE,7,MIA,PIT,5,3,60,49,0,22,10,16,0,0,0,0,0,7.90,2010
14,Jimmy Graham,TE,7,NO,CLE,4,4,100,38,0,14,10,10,0,0,0,0,0,7.80,2010
15,Dante Rosario,TE,7,CAR,SF,5,5,100,28,0,10,6,6,0,0,0,0,0,7.80,2010
16,Marcedes Lewis,TE,7,JAX,KC,9,3,33,44,0,26,5,15,0,0,0,0,0,7.40,2010
17,Greg Olsen,TE,7,CHI,WAS,6,3,50,43,0,23,7,14,0,0,0,0,0,7.30,2010
18,Tony Moeaki,TE,7,KC,JAX,3,3,100,42,0,20,14,14,0,0,0,0,0,7.20,2010
19,Deon Butler,TE,7,SEA,ARI,5,3,60,41,0,26,8,14,0,0,0,0,0,7.10,2010
20,Jermaine Gresham,TE,7,CIN,ATL,6,4,67,26,0,9,4,7,0,0,0,1,0,6.60,2010
21,Heath Miller,TE,7,PIT,MIA,3,3,100,33,0,16,11,11,0,0,0,0,0,6.30,2010
22,Visanthe Shiancoe,TE,7,MIN,GB,6,3,50,30,0,14,5,10,0,0,0,0,0,6.00,2010
