Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Phil Dawson,K,11,CLE,DET,2,2,100,44,3,3,0.40,2009
2,Billy Cundiff,K,11,BAL,IND,5,6,83,46,0,0,0.00,2009
3,Nate Kaeding,K,11,LAC,DEN,4,4,100,47,2,2,0.00,2009
4,Mason Crosby,K,11,GB,SF,3,3,100,27,3,3,0.00,2009
5,Robbie Gould,K,11,CHI,PHI,4,5,80,49,0,0,0.00,2009
6,Lawrence Tynes,K,11,NYG,ATL,2,3,67,39,4,4,0.00,2009
7,Sebastian Janikowski,K,11,OAK,CIN,2,3,67,52,2,2,0.00,2009
8,Thomas Howard,K,11,OAK,CIN,0,0,0,0,0,0,0.00,2009
9,Rob Bironas,K,11,TEN,HOU,2,3,67,53,2,2,0.00,2009
10,John Kasay,K,11,CAR,MIA,3,3,100,48,0,0,0.00,2009
11,Rian Lindell,K,11,BUF,JAX,3,3,100,28,0,0,0.00,2009
12,Ryan Succop,K,11,KC,PIT,2,2,100,27,3,3,0.00,2009
13,Jason Hanson,K,11,DET,CLE,1,1,100,31,5,5,0.00,2009
14,John Carney,K,11,NO,TB,1,1,100,38,5,5,0.00,2009
15,Jason Elam,K,11,ATL,NYG,1,2,50,25,4,4,0.00,2009
16,Josh Brown,K,11,LAR,ARI,2,2,100,40,1,1,0.00,2009
17,Stephen Gostkowski,K,11,NE,NYJ,1,2,50,26,4,4,0.00,2009
18,Dan Carpenter,K,11,MIA,CAR,1,1,100,37,3,3,0.00,2009
19,Shaun Suisham,K,11,WAS,DAL,2,4,50,45,0,0,0.00,2009
20,Joe Nedney,K,11,SF,GB,1,1,100,46,3,3,0.00,2009
21,Jeff Reed,K,11,PIT,KC,1,1,100,36,3,3,0.00,2009
22,David Akers,K,11,PHI,CHI,1,1,100,25,3,3,0.00,2009
23,Matt Stover,K,11,IND,BAL,1,1,100,25,2,2,0.00,2009
24,Ryan Longwell,K,11,MIN,SEA,0,0,0,0,5,5,0.00,2009
25,Shayne Graham,K,11,CIN,OAK,1,2,50,25,2,2,0.00,2009
26,Kris Brown,K,11,HOU,TEN,1,3,33,26,2,2,0.00,2009
27,Josh Scobee,K,11,JAX,BUF,1,1,100,29,1,1,0.00,2009
28,Olindo Mare,K,11,SEA,MIN,1,1,100,40,0,0,0.00,2009
29,Neil Rackers,K,11,ARI,LAR,0,0,0,0,3,3,0.00,2009
30,Matt Prater,K,11,DEN,LAC,1,1,100,23,0,0,0.00,2009
31,Jay Feely,K,11,NYJ,NE,0,0,0,0,2,2,0.00,2009
32,Nick Folk,K,11,DAL,WAS,0,1,0,0,1,1,0.00,2009
33,Connor Barth,K,11,TB,NO,0,0,0,0,1,1,0.00,2009
34,Rhys Lloyd,K,11,CAR,MIA,0,0,0,0,0,0,0.00,2009
35,David Buehler,K,11,DAL,WAS,0,0,0,0,0,0,0.00,2009
