Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Wes Welker,WR,11,NE,NYJ,17,15,88,192,0,43,11,13,1,11,0,0,0,38.30,2009
2,Terrell Owens,WR,11,BUF,JAX,14,9,64,197,1,98,14,22,0,0,0,0,0,37.70,2009
3,Calvin Johnson,WR,11,DET,CLE,11,7,64,161,1,75,15,23,0,0,0,0,0,32.10,2009
4,Hines Ward,WR,11,PIT,KC,14,10,71,128,1,33,9,13,0,0,0,1,0,31.80,2009
5,DeSean Jackson,WR,11,PHI,CHI,10,8,80,107,1,48,11,13,1,10,0,2,1,27.70,2009
6,Anquan Boldin,WR,11,ARI,LAR,9,8,89,103,1,38,11,13,0,0,0,0,0,27.30,2009
7,Sidney Rice,WR,11,MIN,SEA,7,6,86,89,2,34,13,15,0,0,0,0,0,26.90,2009
8,Greg Jennings,WR,11,GB,SF,7,5,71,126,1,64,18,25,0,0,0,0,0,26.60,2009
9,Derrick Mason,WR,11,BAL,IND,16,9,56,142,0,45,9,16,0,0,0,0,0,26.20,2009
10,Mohamed Massaquoi,WR,11,CLE,DET,12,5,42,115,1,59,10,23,0,0,0,0,0,25.50,2009
11,Mike Sims-Walker,WR,11,JAX,BUF,9,8,89,91,1,28,10,11,0,0,0,1,0,23.10,2009
12,Larry Fitzgerald,WR,11,ARI,LAR,12,8,67,87,1,14,7,11,0,0,0,0,0,22.70,2009
13,Steve Smith,WR,11,CAR,MIA,15,7,47,87,1,27,6,12,0,0,0,0,0,21.70,2009
14,Mario Manningham,WR,11,NYG,ATL,10,6,60,126,0,33,13,21,0,0,0,0,0,21.60,2009
15,Pierre Garcon,WR,11,IND,BAL,8,6,75,108,0,66,14,18,1,-7,0,0,0,19.10,2009
16,Nate Burleson,WR,11,SEA,MIN,8,6,75,100,0,36,13,17,0,0,0,0,0,19.00,2009
17,Percy Harvin,WR,11,MIN,SEA,5,5,100,79,1,25,16,16,0,0,0,0,0,18.90,2009
18,Chris Chambers,WR,11,KC,PIT,6,4,67,119,0,61,20,30,0,0,0,0,0,18.90,2009
19,Chansi Stuckey,WR,11,CLE,DET,6,5,83,76,1,40,13,15,0,0,0,0,0,18.60,2009
20,Andre Johnson,WR,11,HOU,TEN,11,4,36,78,1,49,7,20,0,0,0,0,0,17.80,2009
21,Michael Crabtree,WR,11,SF,GB,6,4,67,77,1,38,13,19,0,0,0,0,0,17.70,2009
22,Jerricho Cotchery,WR,11,NYJ,NE,8,3,38,84,1,33,11,28,0,0,0,0,0,17.40,2009
23,Reggie Wayne,WR,11,IND,BAL,10,7,70,89,0,24,9,13,0,0,0,0,0,15.90,2009
24,Santonio Holmes,WR,11,PIT,KC,10,7,70,86,0,20,9,12,0,0,0,0,0,15.60,2009
25,Robert Meachem,WR,11,NO,TB,3,2,67,10,2,6,3,5,0,0,0,0,0,15.00,2009
26,Randy Moss,WR,11,NE,NYJ,11,5,46,34,1,13,3,7,0,0,0,0,0,14.40,2009
27,Kenny Britt,WR,11,TEN,HOU,5,4,80,42,1,16,8,11,0,0,0,0,0,14.20,2009
28,Michael Jenkins,WR,11,ATL,NYG,9,6,67,76,0,28,8,13,0,0,0,0,0,13.60,2009
29,Joshua Cribbs,WR,11,CLE,DET,2,2,100,39,1,35,20,20,4,16,0,0,0,13.50,2009
30,Jason Avant,WR,11,PHI,CHI,5,4,80,26,1,13,5,7,0,0,0,0,0,12.60,2009
31,Marques Colston,WR,11,NO,TB,7,5,71,74,0,21,11,15,0,0,0,0,0,12.40,2009
32,Jeremy Maclin,WR,11,PHI,CHI,9,6,67,64,0,16,7,11,0,0,0,0,0,12.40,2009
33,Davone Bess,WR,11,MIA,CAR,6,6,100,63,0,18,11,11,0,0,0,0,0,12.30,2009
34,Steve Smith,WR,11,NYG,ATL,8,4,50,79,0,51,10,20,0,0,0,0,0,11.90,2009
35,Hakeem Nicks,WR,11,NYG,ATL,7,5,71,65,0,30,9,13,0,0,0,0,0,11.50,2009
36,Jordy Nelson,WR,11,GB,SF,3,3,100,21,1,8,7,7,0,0,0,0,0,11.10,2009
37,Brandon Gibson,WR,11,LAR,ARI,17,5,29,61,0,22,4,12,0,0,0,0,0,11.10,2009
38,Donnie Avery,WR,11,LAR,ARI,7,4,57,65,0,29,9,16,1,4,0,0,0,10.90,2009
39,Chad Johnson,WR,11,CIN,OAK,5,4,80,67,0,30,13,17,0,0,0,0,0,10.70,2009
40,Earl Bennett,WR,11,CHI,PHI,7,5,71,57,0,23,8,11,0,0,0,0,0,10.70,2009
41,David Anderson,WR,11,HOU,TEN,5,5,100,52,0,15,10,10,0,0,0,0,0,10.20,2009
42,Danny Amendola,WR,11,LAR,ARI,4,4,100,61,0,25,15,15,0,0,0,0,0,10.10,2009
43,Louis Murphy,WR,11,OAK,CIN,5,1,20,29,1,29,6,29,0,0,0,0,0,9.90,2009
44,Vincent Jackson,WR,11,LAC,DEN,6,4,67,56,0,23,9,14,0,0,0,0,0,9.60,2009
45,Antwaan Randle El,WR,11,WAS,DAL,6,5,83,45,0,13,8,9,0,0,0,0,0,9.50,2009
46,Bernard Berrian,WR,11,MIN,SEA,2,2,100,11,1,8,6,6,0,0,0,0,0,9.10,2009
47,Donald Driver,WR,11,GB,SF,7,5,71,40,0,15,6,8,0,0,0,0,0,9.00,2009
48,Michael Clayton,WR,11,TB,NO,2,1,50,18,1,18,9,18,0,0,0,0,0,8.80,2009
49,Santana Moss,WR,11,WAS,DAL,7,5,71,38,0,17,5,8,0,0,0,0,0,8.80,2009
50,Miles Austin,WR,11,DAL,WAS,7,4,57,47,0,23,7,12,0,0,0,0,0,8.70,2009
