Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Matthew Stafford,QB,11,DET,CLE,26,43,61,422,10,5,2,113,2,7,4,0,38.58,2009
2,Brady Quinn,QB,11,CLE,DET,21,33,64,304,9,4,0,133,2,4,2,0,31.56,2009
3,Eli Manning,QB,11,NYG,ATL,25,39,64,384,10,3,1,111,0,0,0,0,29.36,2009
4,Ben Roethlisberger,QB,11,PIT,KC,32,42,76,398,10,3,2,109,1,4,4,0,29.32,2009
5,Aaron Rodgers,QB,11,GB,SF,32,45,71,344,8,2,0,108,7,13,2,0,26.06,2009
6,Brett Favre,QB,11,MIN,SEA,22,25,88,213,9,4,0,142,0,0,0,0,24.52,2009
7,Matt Schaub,QB,11,HOU,TEN,25,39,64,305,8,2,0,105,1,0,0,0,23.20,2009
8,Tom Brady,QB,11,NE,NYJ,28,41,68,310,8,1,0,99,4,9,2,0,20.30,2009
9,Alex Smith,QB,11,SF,GB,16,33,49,227,7,3,1,89,1,2,2,0,20.28,2009
10,Drew Brees,QB,11,NO,TB,19,29,66,187,6,3,0,118,0,0,0,0,19.48,2009
11,Matt Ryan,QB,11,ATL,NYG,26,46,57,268,6,2,0,88,5,14,3,0,19.12,2009
12,Carson Palmer,QB,11,CIN,OAK,14,22,64,207,9,0,1,75,4,7,2,2,18.98,2009
13,Donovan McNabb,QB,11,PHI,CHI,23,32,72,244,8,2,1,102,4,5,1,0,17.26,2009
14,Matt Cassel,QB,11,KC,PIT,15,30,50,248,8,2,0,100,1,-1,-1,0,16.82,2009
15,Kurt Warner,QB,11,ARI,LAR,15,19,79,203,11,2,0,146,1,0,0,0,15.12,2009
16,Vince Young,QB,11,TEN,HOU,12,22,55,116,5,1,0,85,11,73,7,0,14.94,2009
17,Ryan Fitzpatrick,QB,11,BUF,JAX,18,31,58,297,10,1,2,74,1,5,5,0,14.38,2009
18,David Garrard,QB,11,JAX,BUF,21,30,70,215,7,1,1,88,6,16,3,0,14.20,2009
19,Bruce Gradkowski,QB,11,OAK,CIN,17,34,50,183,5,2,1,74,6,8,1,0,14.12,2009
20,Peyton Manning,QB,11,IND,BAL,22,31,71,299,10,1,2,85,1,-1,-1,0,13.86,2009
21,Jake Delhomme,QB,11,CAR,MIA,19,42,45,227,5,1,1,60,2,17,9,0,13.78,2009
22,Jay Cutler,QB,11,CHI,PHI,24,43,56,171,4,1,1,63,2,11,6,0,12.94,2009
23,Chad Henne,QB,11,MIA,CAR,17,29,59,172,6,1,0,87,1,0,0,0,10.88,2009
24,Philip Rivers,QB,11,LAC,DEN,17,22,77,145,7,1,0,109,0,0,0,0,9.80,2009
25,Tony Romo,QB,11,DAL,WAS,15,27,56,158,6,1,1,70,2,4,2,0,9.72,2009
26,Jason Campbell,QB,11,WAS,DAL,24,37,65,256,7,0,1,74,0,0,0,0,9.24,2009
27,Joe Flacco,QB,11,BAL,IND,23,35,66,256,7,0,1,75,2,-2,-1,0,9.04,2009
28,Matt Hasselbeck,QB,11,SEA,MIN,19,26,73,231,9,0,1,84,2,4,2,0,8.64,2009
29,Josh Freeman,QB,11,TB,NO,17,33,52,126,4,1,3,33,2,30,15,0,8.04,2009
30,Marc Bulger,QB,11,LAR,ARI,19,37,51,215,6,0,1,58,1,3,3,0,7.90,2009
31,Tarvaris Jackson,QB,11,MIN,SEA,6,8,75,77,10,1,0,144,2,5,3,0,7.58,2009
32,Kyle Orton,QB,11,DEN,LAC,15,29,52,171,6,0,1,55,0,0,0,0,5.84,2009
33,Mark Sanchez,QB,11,NYJ,NE,8,21,38,136,7,1,4,37,1,2,2,0,4.64,2009
34,Michael Vick,QB,11,PHI,CHI,1,1,100,0,0,0,0,79,1,34,34,0,3.40,2009
35,Matt Leinart,QB,11,ARI,LAR,10,14,71,74,5,0,0,84,1,-1,-1,0,2.86,2009
36,Charlie Batch,QB,11,PIT,KC,1,2,50,17,9,0,0,79,0,0,0,0,0.68,2009
37,Matt Flynn,QB,11,GB,SF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
38,Kellen Clemens,QB,11,NYJ,NE,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
39,Mark Brunell,QB,11,NO,TB,0,0,0,0,0,0,0,0,3,-3,-1,0,-0.30,2009
40,Chris Simms,QB,11,DEN,LAC,2,4,50,10,3,0,0,56,0,0,0,0,-0.60,2009
41,Seneca Wallace,QB,11,SEA,MIN,0,3,0,0,0,0,0,40,1,-9,-9,0,-0.90,2009
