Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Josh Brown,K,8,LAR,DET,1,1,100,41,2,2,5.44,2009
2,Steven Hauschka,K,8,BAL,DEN,3,3,100,43,3,3,0.00,2009
3,Robbie Gould,K,8,CHI,CLE,3,3,100,37,3,3,0.00,2009
4,Matt Stover,K,8,IND,SF,4,4,100,40,0,0,0.00,2009
5,Rob Bironas,K,8,TEN,JAX,3,3,100,48,3,3,0.00,2009
6,Kris Brown,K,8,HOU,BUF,3,3,100,42,2,2,0.00,2009
7,Sebastian Janikowski,K,8,OAK,LAC,3,3,100,48,1,1,0.00,2009
8,John Kasay,K,8,CAR,ARI,2,2,100,35,4,4,0.00,2009
9,David Akers,K,8,PHI,NYG,2,2,100,35,4,4,0.00,2009
10,Jay Feely,K,8,NYJ,MIA,2,2,100,55,1,1,0.00,2009
11,Jason Elam,K,8,ATL,NO,2,4,50,40,3,3,0.00,2009
12,Nick Folk,K,8,DAL,SEA,1,2,50,40,5,5,0.00,2009
13,Mason Crosby,K,8,GB,MIN,2,3,67,37,2,2,0.00,2009
14,Ryan Longwell,K,8,MIN,GB,1,1,100,41,5,5,0.00,2009
15,Dan Carpenter,K,8,MIA,NYJ,1,1,100,48,3,3,0.00,2009
16,Nate Kaeding,K,8,LAC,OAK,1,1,100,28,3,3,0.00,2009
17,Olindo Mare,K,8,SEA,DAL,1,1,100,43,2,2,0.00,2009
18,Lawrence Tynes,K,8,NYG,PHI,1,2,50,42,2,2,0.00,2009
19,John Carney,K,8,NO,ATL,0,1,0,0,5,5,0.00,2009
20,Rian Lindell,K,8,BUF,HOU,1,1,100,21,1,1,0.00,2009
21,Thomas Howard,K,8,OAK,LAC,0,0,0,0,0,0,0.00,2009
22,Neil Rackers,K,8,ARI,CAR,0,0,0,0,3,3,0.00,2009
23,Joe Nedney,K,8,SF,IND,0,0,0,0,2,2,0.00,2009
24,Matt Prater,K,8,DEN,BAL,0,0,0,0,1,1,0.00,2009
25,Josh Scobee,K,8,JAX,TEN,0,0,0,0,1,1,0.00,2009
26,Phil Dawson,K,8,CLE,CHI,0,0,0,0,0,0,0.00,2009
27,David Buehler,K,8,DAL,SEA,0,0,0,0,0,0,0.00,2009
28,Jason Hanson,K,8,DET,LAR,0,0,0,0,0,0,0.00,2009
29,Rhys Lloyd,K,8,CAR,ARI,0,0,0,0,0,0,0.00,2009
