Player,Position,Team,Opponent,Points
Mark Sanchez,QB,NYJ,MIA,25.20
Donovan McNabb,QB,PHI,NYG,23.10
Tony Romo,QB,DAL,SEA,22.24
Drew Brees,QB,NO,ATL,21.62
Matt Hasselbeck,QB,SEA,DAL,17.96
Peyton Manning,QB,IND,SF,16.88
Eli Manning,QB,NYG,PHI,14.28
Matthew Stafford,QB,DET,LAR,14.12
Matt Ryan,QB,ATL,NO,13.46
Philip Rivers,QB,LAC,OAK,12.76
Kurt Warner,QB,ARI,CAR,12.48
Vince Young,QB,TEN,JAX,12.00
Alex Smith,QB,SF,IND,11.92
Joe Flacco,QB,BAL,DEN,11.50
Jay Cutler,QB,CHI,CLE,11.20
Matt Schaub,QB,HOU,BUF,11.02
Jake Delhomme,QB,CAR,ARI,8.30
Chad Henne,QB,MIA,NYJ,7.98
Kyle Orton,QB,DEN,BAL,7.18
Marc Bulger,QB,LAR,DET,6.14
Derek Anderson,QB,CLE,CHI,6.14
David Garrard,QB,JAX,TEN,5.76
JaMarcus Russell,QB,OAK,LAC,3.46
Ryan Fitzpatrick,QB,BUF,HOU,2.68
Brady Quinn,QB,CLE,CHI,0.36
Michael Vick,QB,PHI,NYG,0.30
Matt Flynn,QB,GB,MIN,0.12
Kellen Clemens,QB,NYJ,MIA,0.00
Seneca Wallace,QB,SEA,DAL,0.00
Luke McCown,QB,JAX,TEN,0.00
Mark Brunell,QB,NO,ATL,0.00
Pat White,QB,MIA,NYJ,0.00
Matt Moore,QB,CAR,ARI,-0.10
Roddy White,WR,ATL,NO,23.80
Greg Jennings,WR,GB,MIN,21.10
Marques Colston,WR,NO,ATL,20.50
Percy Harvin,WR,MIN,GB,19.60
Miles Austin,WR,DAL,SEA,18.20
Terrell Owens,WR,BUF,HOU,17.80
Braylon Edwards,WR,NYJ,MIA,17.40
DeSean Jackson,WR,PHI,NYG,16.80
Steve Smith,WR,CAR,ARI,16.30
Steve Smith,WR,NYG,PHI,14.80
Jeremy Maclin,WR,PHI,NYG,14.70
Devin Hester,WR,CHI,CLE,14.60
Andre Johnson,WR,HOU,BUF,14.30
Derrick Mason,WR,BAL,DEN,14.00
Nate Burleson,WR,SEA,DAL,13.90
Bernard Berrian,WR,MIN,GB,13.70
Michael Crabtree,WR,SF,IND,13.10
Deion Branch,WR,SEA,DAL,12.60
Austin Collie,WR,IND,SF,12.60
Larry Fitzgerald,WR,ARI,CAR,12.60
Donald Driver,WR,GB,MIN,12.30
Ted Ginn,WR,MIA,NYJ,12.00
Patrick Crayton,WR,DAL,SEA,11.80
Steve Breaston,WR,ARI,CAR,11.70
Sam Hurd,WR,DAL,SEA,10.60
Michael Jenkins,WR,ATL,NO,10.60
Keenan Burton,WR,LAR,DET,10.40
