Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Miami Dolphins,DST,15,MIA,NYJ,8,3,8,3,1,0,0,1,13,23.00,2016
2,Indianapolis Colts,DST,15,IND,MIN,5,5,5,1,2,0,0,0,6,18.00,2016
3,New England Patriots,DST,15,NE,DEN,6,4,5,1,2,0,0,0,3,17.00,2016
4,Dallas Cowboys,DST,15,DAL,TB,8,4,9,3,1,0,0,0,20,13.00,2016
5,New York Giants,DST,15,NYG,DET,4,1,4,1,1,0,0,0,6,12.00,2016
6,Seattle Seahawks,DST,15,SEA,LAR,10,4,8,0,0,0,0,0,3,11.00,2016
7,Jacksonville Jaguars,DST,15,JAX,HOU,6,0,5,2,0,0,0,1,21,11.00,2016
8,Green Bay Packers,DST,15,GB,CHI,1,1,2,3,1,0,0,0,27,9.00,2016
9,Buffalo Bills,DST,15,BUF,CLE,10,5,7,0,0,0,0,0,13,9.00,2016
10,Kansas City Chiefs,DST,15,KC,TEN,2,1,2,1,2,0,0,0,19,8.00,2016
11,Atlanta Falcons,DST,15,ATL,SF,6,2,3,0,1,0,0,0,13,8.00,2016
12,Oakland Raiders,DST,15,OAK,LAC,6,3,7,1,1,0,0,0,16,8.00,2016
13,Carolina Panthers,DST,15,CAR,WAS,4,1,2,1,2,0,0,0,15,8.00,2016
14,Houston Texans,DST,15,HOU,JAX,4,2,5,1,0,1,0,0,20,7.00,2016
15,Philadelphia Eagles,DST,15,PHI,BAL,8,3,4,1,1,0,0,0,27,7.00,2016
16,Arizona Cardinals,DST,15,ARI,NO,6,3,4,0,1,0,1,0,48,7.00,2016
17,Los Angeles Chargers,DST,15,LAC,OAK,6,2,4,1,1,0,0,0,19,7.00,2016
18,Tampa Bay Buccaneers,DST,15,TB,DAL,6,3,4,0,1,0,0,0,26,5.00,2016
19,Los Angeles Rams,DST,15,LAR,SEA,8,2,6,1,0,0,0,0,24,4.00,2016
20,Tennessee Titans,DST,15,TEN,KC,3,1,2,1,0,0,0,0,17,4.00,2016
21,Pittsburgh Steelers,DST,15,PIT,CIN,5,1,3,1,0,0,0,0,20,4.00,2016
22,Chicago Bears,DST,15,CHI,GB,8,4,6,0,0,0,0,0,30,3.00,2016
23,Baltimore Ravens,DST,15,BAL,PHI,6,1,5,1,0,0,0,0,26,3.00,2016
24,Detroit Lions,DST,15,DET,NYG,4,2,3,0,0,0,0,0,17,3.00,2016
25,Denver Broncos,DST,15,DEN,NE,2,2,4,0,0,0,0,0,16,3.00,2016
26,New York Jets,DST,15,NYJ,MIA,3,1,4,1,0,0,0,0,34,2.00,2016
27,Washington Redskins,DST,15,WAS,CAR,6,2,5,0,0,0,0,0,26,2.00,2016
28,Cincinnati Bengals,DST,15,CIN,PIT,6,1,4,0,0,0,0,0,24,1.00,2016
29,New Orleans Saints,DST,15,NO,ARI,2,1,5,0,2,0,0,0,41,1.00,2016
30,Cleveland Browns,DST,15,CLE,BUF,3,1,4,0,0,0,0,0,33,0.00,2016
31,Minnesota Vikings,DST,15,MIN,IND,0,0,2,0,0,0,0,0,34,-1.00,2016
32,San Francisco 49ers,DST,15,SF,ATL,6,1,3,0,1,0,0,0,41,-1.00,2016
