Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Blair Walsh,K,16,MIN,NYG,5,5,100,53,4,5,0.00,2015
2,Robbie Gould,K,16,CHI,TB,4,4,100,50,2,2,0.00,2015
3,Matt Prater,K,16,DET,SF,4,4,100,38,2,2,0.00,2015
4,Nick Novak,K,16,HOU,TEN,2,2,100,36,4,4,0.00,2015
5,Justin Tucker,K,16,BAL,PIT,2,2,100,50,2,2,0.00,2015
6,Shayne Graham,K,16,ATL,CAR,2,3,67,54,2,2,0.00,2015
7,Sebastian Janikowski,K,16,OAK,LAC,2,2,100,50,1,1,0.00,2015
8,Josh Lambo,K,16,LAC,OAK,2,3,67,47,2,2,0.00,2015
9,Randy Bullock,K,16,NYJ,NE,2,2,100,49,2,2,0.00,2015
10,Stephen Gostkowski,K,16,NE,NYJ,2,2,100,44,2,2,0.00,2015
11,Kai Forbath,K,16,NO,JAX,1,3,33,37,5,5,0.00,2015
12,Chandler Catanzaro,K,16,ARI,GB,1,1,100,19,5,5,0.00,2015
13,Brandon McManus,K,16,DEN,CIN,2,3,67,37,2,2,0.00,2015
14,Graham Gano,K,16,CAR,ATL,2,2,100,47,1,1,0.00,2015
15,Travis Coons,K,16,CLE,KC,2,3,67,45,1,1,0.00,2015
16,Mike Nugent,K,16,CIN,DEN,1,2,50,52,2,2,0.00,2015
17,Caleb Sturgis,K,16,PHI,WAS,1,1,100,34,3,3,0.00,2015
18,Dustin Hopkins,K,16,WAS,PHI,1,1,100,28,3,4,0.00,2015
19,Dan Bailey,K,16,DAL,BUF,2,3,67,46,0,0,0.00,2015
20,Andrew Franks,K,16,MIA,IND,2,2,100,33,0,0,0.00,2015
21,Phil Dawson,K,16,SF,DET,1,2,50,40,2,2,0.00,2015
22,Cairo Santos,K,16,KC,CLE,1,1,100,40,2,2,0.00,2015
23,Chris Boswell,K,16,PIT,BAL,1,1,100,34,2,2,0.00,2015
24,Greg Zuerlein,K,16,LAR,SEA,1,1,100,42,2,3,0.00,2015
25,Steven Hauschka,K,16,SEA,LAR,1,1,100,26,2,2,0.00,2015
26,Josh Brown,K,16,NYG,MIN,1,1,100,27,2,2,0.00,2015
27,Adam Vinatieri,K,16,IND,MIA,1,1,100,38,1,2,0.00,2015
28,Dan Carpenter,K,16,BUF,DAL,1,1,100,32,1,2,0.00,2015
29,Connor Barth,K,16,TB,CHI,0,1,0,0,3,3,0.00,2015
30,Jason Myers,K,16,JAX,NO,0,0,0,0,1,1,0.00,2015
31,Jordan Gay,K,16,BUF,DAL,0,0,0,0,0,0,0.00,2015
32,Ryan Succop,K,16,TEN,HOU,0,0,0,0,0,0,0.00,2015
33,Mason Crosby,K,16,GB,ARI,0,0,0,0,0,0,0.00,2015
