Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Kirk Cousins,QB,16,WAS,PHI,31,46,67,365,8,4,0,120,5,-4,-1,0,35.20,2015
2,Blake Bortles,QB,16,JAX,NO,27,35,77,368,11,4,2,124,3,5,2,0,34.22,2015
3,Drew Brees,QB,16,NO,JAX,25,36,69,412,11,3,0,135,3,-3,-1,0,31.18,2015
4,Ryan Fitzpatrick,QB,16,NYJ,NE,26,41,63,296,7,3,0,109,2,13,7,0,24.14,2015
5,Matthew Stafford,QB,16,DET,SF,29,37,78,301,8,2,0,119,5,11,2,0,24.14,2015
6,Brandon Weeden,QB,16,HOU,TEN,15,24,63,200,8,2,0,117,2,11,6,1,22.10,2015
7,Sam Bradford,QB,16,PHI,WAS,37,56,66,380,7,1,0,91,2,4,2,0,21.60,2015
8,Russell Wilson,QB,16,SEA,LAR,25,41,61,289,7,2,1,88,6,38,6,0,21.36,2015
9,Jameis Winston,QB,16,TB,CHI,15,29,52,295,10,2,1,96,4,10,3,0,19.80,2015
10,Matt Ryan,QB,16,ATL,CAR,23,30,77,306,10,1,0,120,6,1,0,0,18.34,2015
11,Johnny Manziel,QB,16,CLE,KC,13,32,41,136,4,0,1,41,11,108,10,0,18.24,2015
12,Ryan Tannehill,QB,16,MIA,IND,26,38,68,329,9,0,1,84,1,28,28,0,17.96,2015
13,Carson Palmer,QB,16,ARI,GB,18,27,67,265,10,2,1,108,0,0,0,0,17.60,2015
14,Alex Smith,QB,16,KC,CLE,15,22,68,125,6,2,1,94,6,54,9,0,17.40,2015
15,Blaine Gabbert,QB,16,SF,DET,22,33,67,225,7,2,0,106,1,9,9,0,16.90,2015
16,Brock Osweiler,QB,16,DEN,CIN,27,39,69,299,8,1,0,100,3,5,2,0,16.46,2015
17,Derek Carr,QB,16,OAK,LAC,23,38,61,204,5,1,1,73,4,30,8,0,16.16,2015
18,Cam Newton,QB,16,CAR,ATL,17,30,57,142,5,0,0,69,7,46,7,1,15.28,2015
19,Philip Rivers,QB,16,LAC,OAK,31,49,63,277,6,1,0,85,0,0,0,0,15.08,2015
20,Ryan Mallett,QB,16,BAL,PIT,28,41,68,274,7,1,0,95,0,0,0,0,14.96,2015
21,AJ McCarron,QB,16,CIN,DEN,22,35,63,200,6,1,0,88,4,21,5,0,13.10,2015
22,Tyrod Taylor,QB,16,BUF,DAL,13,18,72,179,10,0,1,81,14,67,5,0,12.86,2015
23,Jay Cutler,QB,16,CHI,TB,20,27,74,156,6,1,0,100,2,21,11,0,12.34,2015
24,Tom Brady,QB,16,NE,NYJ,22,31,71,231,8,1,1,90,1,-1,-1,0,12.14,2015
25,Teddy Bridgewater,QB,16,MIN,NYG,15,25,60,168,7,1,0,93,2,12,6,0,11.92,2015
26,Zach Mettenberger,QB,16,TEN,HOU,27,51,53,234,5,1,1,64,0,0,0,0,11.36,2015
27,Aaron Rodgers,QB,16,GB,ARI,15,28,54,151,5,1,1,66,3,19,6,0,10.94,2015
28,Eli Manning,QB,16,NYG,MIN,15,29,52,234,8,1,3,51,1,0,0,0,10.36,2015
29,Case Keenum,QB,16,LAR,SEA,14,23,61,103,5,1,0,86,4,4,1,0,8.52,2015
30,Ryan Nassib,QB,16,NYG,MIN,5,5,100,68,14,1,0,158,0,0,0,0,6.72,2015
31,Ben Roethlisberger,QB,16,PIT,BAL,24,34,71,220,7,0,2,63,0,0,0,0,6.50,2015
32,Kellen Moore,QB,16,DAL,BUF,13,31,42,186,6,0,1,49,1,-1,-1,0,6.34,2015
33,Matt Hasselbeck,QB,16,IND,MIA,8,15,53,99,7,0,0,74,0,0,0,0,3.96,2015
34,Charlie Whitehurst,QB,16,IND,MIA,9,14,64,78,6,0,0,79,1,-1,-1,0,3.02,2015
35,BJ Daniels,QB,16,HOU,TEN,1,2,50,7,4,0,0,58,6,6,1,0,0.88,2015
36,Scott Tolzien,QB,16,GB,ARI,1,1,100,4,4,0,0,83,1,0,0,0,0.16,2015
37,Joe Webb,QB,16,CAR,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015
38,Drew Stanton,QB,16,ARI,GB,1,1,100,4,4,0,0,83,2,-2,-1,0,-0.04,2015
39,Shaun Hill,QB,16,MIN,NYG,0,0,0,0,0,0,0,0,3,-4,-1,0,-0.40,2015
