Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jordan Reed,TE,14,WAS,CHI,9,9,100,120,1,32,13,13,0,0,0,0,0,30.00,2015
2,Zach Miller,TE,14,CHI,WAS,6,5,83,85,1,30,14,17,0,0,0,0,0,19.50,2015
3,Gary Barnidge,TE,14,CLE,SF,7,5,71,84,1,30,12,17,0,0,0,0,0,19.40,2015
4,Rob Gronkowski,TE,14,NE,HOU,4,4,100,87,1,45,22,22,0,0,0,0,0,18.70,2015
5,Heath Miller,TE,14,PIT,CIN,10,10,100,66,0,13,7,7,1,2,0,0,0,16.80,2015
6,Julius Thomas,TE,14,JAX,IND,7,5,71,54,1,30,8,11,0,0,0,0,0,16.40,2015
7,Zach Ertz,TE,14,PHI,BUF,7,5,71,98,0,41,14,20,0,0,0,0,0,14.80,2015
8,Vernon Davis,TE,14,DEN,OAK,9,7,78,74,0,23,8,11,0,0,0,0,0,14.40,2015
9,Delanie Walker,TE,14,TEN,NYJ,13,7,54,71,0,16,6,10,0,0,0,0,0,14.10,2015
10,Will Tye,TE,14,NYG,MIA,5,5,100,30,1,9,6,6,0,0,0,0,0,14.00,2015
11,Benjamin Watson,TE,14,NO,TB,11,7,64,70,0,26,6,10,0,0,0,0,0,14.00,2015
12,Mychal Rivera,TE,14,OAK,DEN,4,3,75,49,1,29,12,16,0,0,0,0,0,13.90,2015
13,Antonio Gates,TE,14,LAC,KC,8,6,75,76,0,19,10,13,0,0,0,0,0,13.60,2015
14,Kyle Rudolph,TE,14,MIN,ARI,6,6,100,67,0,17,11,11,0,0,0,0,0,12.70,2015
15,Jason Witten,TE,14,DAL,GB,9,5,56,40,0,10,4,8,0,0,0,0,0,9.00,2015
16,Greg Olsen,TE,14,CAR,ATL,4,3,75,52,0,24,13,17,0,0,0,1,0,8.20,2015
17,Blake Bell,TE,14,SF,CLE,3,3,100,49,0,24,16,16,0,0,0,0,0,7.90,2015
18,Clive Walford,TE,14,OAK,DEN,7,3,43,47,0,25,7,16,0,0,0,0,0,7.70,2015
19,Ed Dickson,TE,14,CAR,ATL,1,1,100,4,1,4,4,4,0,0,0,0,0,7.40,2015
20,Richard Rodgers,TE,14,GB,DAL,2,1,50,3,1,3,2,3,0,0,0,0,0,7.30,2015
21,Darren Fells,TE,14,ARI,MIN,4,3,75,43,0,26,11,14,0,0,0,0,0,7.30,2015
22,Owen Daniels,TE,14,DEN,OAK,4,3,75,43,0,32,11,14,0,0,0,0,0,7.30,2015
23,Jacob Tamme,TE,14,ATL,CAR,5,4,80,26,0,8,5,7,0,0,0,0,0,6.60,2015
24,Jordan Cameron,TE,14,MIA,NYG,4,3,75,35,0,17,9,12,0,0,0,1,0,6.50,2015
25,Tyler Eifert,TE,14,CIN,PIT,2,2,100,42,0,24,21,21,0,0,0,0,0,6.20,2015
26,Austin Seferian-Jenkins,TE,14,TB,NO,6,3,50,31,0,13,5,10,0,0,0,0,0,6.10,2015
27,Eric Ebron,TE,14,DET,LAR,5,3,60,27,0,11,5,9,0,0,0,0,0,5.70,2015
28,MyCole Pruitt,TE,14,MIN,ARI,2,2,100,36,0,32,18,18,0,0,0,0,0,5.60,2015
29,Rhett Ellison,TE,14,MIN,ARI,1,1,100,41,0,41,41,41,0,0,0,0,0,5.10,2015
30,Tyler Kroft,TE,14,CIN,PIT,3,2,67,31,0,22,10,16,0,0,0,0,0,5.10,2015
31,Travis Kelce,TE,14,KC,LAC,5,3,60,18,0,11,4,6,0,0,0,0,0,4.80,2015
32,Ladarius Green,TE,14,LAC,KC,6,2,33,26,0,22,4,13,0,0,0,0,0,4.60,2015
33,Clay Harbor,TE,14,JAX,IND,2,2,100,21,0,17,11,11,0,0,0,0,0,4.10,2015
34,Cooper Helfet,TE,14,SEA,BAL,2,2,100,20,0,17,10,10,0,0,0,0,0,4.00,2015
35,Demetrius Harris,TE,14,KC,LAC,2,2,100,18,0,12,9,9,0,0,0,0,0,3.80,2015
36,Cameron Brate,TE,14,TB,NO,3,2,67,16,0,11,5,8,0,0,0,0,0,3.60,2015
37,Dion Sims,TE,14,MIA,NYG,5,3,60,14,0,8,3,5,0,0,0,1,1,3.40,2015
38,Ryan Griffin,TE,14,HOU,NE,6,1,17,20,0,20,3,20,0,0,0,0,0,3.00,2015
39,Phillip Supernaw,TE,14,TEN,NYJ,2,1,50,16,0,16,8,16,0,0,0,0,0,2.60,2015
40,Marcedes Lewis,TE,14,JAX,IND,2,1,50,14,0,14,7,14,0,0,0,0,0,2.40,2015
41,Chris Gragg,TE,14,BUF,PHI,2,1,50,11,0,11,6,11,0,0,0,0,0,2.10,2015
42,Jared Cook,TE,14,LAR,DET,1,1,100,11,0,11,11,11,0,0,0,0,0,2.10,2015
43,Scott Simonson,TE,14,CAR,ATL,1,1,100,10,0,10,10,10,0,0,0,0,0,2.00,2015
44,Charles Clay,TE,14,BUF,PHI,2,1,50,9,0,9,5,9,0,0,0,0,0,1.90,2015
45,Ryan Hewitt,TE,14,CIN,PIT,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90,2015
46,Luke Willson,TE,14,SEA,BAL,2,1,50,8,0,8,4,8,0,0,0,0,0,1.80,2015
47,Brandon Pettigrew,TE,14,DET,LAR,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70,2015
48,Derek Carrier,TE,14,WAS,CHI,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70,2015
49,Dwayne Allen,TE,14,IND,JAX,3,2,67,-3,0,6,-1,-2,0,0,0,0,0,1.70,2015
50,Coby Fleener,TE,14,IND,JAX,4,1,25,6,0,6,2,6,0,0,0,0,0,1.60,2015
