,Player,Position,Team,Opponent,Points,PlayerID
0,Blake Bortles,QB,JAX,IND,27.7,00-0031407
1,Kirk Cousins,QB,WAS,CHI,25.3,00-0029604
2,Ryan Fitzpatrick,QB,NYJ,TEN,24.82,00-0023682
3,Carson Palmer,QB,ARI,MIN,23.7,00-0021429
4,Drew Brees,QB,NO,TB,23.48,00-0020531
5,Marcus Mariota,QB,TEN,NYJ,23.36,00-0032268
6,Jay Cutler,QB,CHI,WAS,23.1,00-0024226
7,Cam Newton,QB,CAR,ATL,23.0,00-0027939
8,Teddy Bridgewater,QB,MIN,ARI,19.7,00-0031237
9,Aaron Rodgers,QB,GB,DAL,19.42,00-0023459
10,Tyrod Taylor,QB,BUF,PHI,19.02,00-0028118
11,Tom Brady,QB,NE,HOU,18.04,00-0019596
12,AJ McCarron,QB,CIN,PIT,18.0,00-0031288
13,Matthew Stafford,QB,DET,LAR,17.3,00-0026498
14,Brock Osweiler,QB,DEN,OAK,16.32,00-0029682
15,Ryan Tannehill,QB,MIA,NYG,15.84,00-0029701
16,Johnny Manziel,QB,CLE,SF,15.3,00-0031409
17,Alex Smith,QB,KC,LAC,14.64,00-0023436
18,Jameis Winston,QB,TB,NO,13.68,00-0031503
19,Blaine Gabbert,QB,SF,CLE,13.66,00-0027948
20,Sam Bradford,QB,PHI,BUF,13.18,00-0027854
21,Derek Carr,QB,OAK,DEN,13.0,00-0031280
22,Ben Roethlisberger,QB,PIT,CIN,10.88,00-0022924
23,Matt Hasselbeck,QB,IND,JAX,10.08,00-0007091
24,Philip Rivers,QB,LAC,KC,9.92,00-0022942
25,Jimmy Clausen,QB,BAL,SEA,9.76,00-0027659
26,Matt Ryan,QB,ATL,CAR,6.86,00-0026143
27,Brian Hoyer,QB,HOU,NE,5.1,00-0026625
28,Case Keenum,QB,LA,DET,4.16,00-0028986
29,Matt Cassel,QB,DAL,GB,4.16,00-0023662
30,Andy Dalton,QB,CIN,PIT,1.36,00-0027973
31,Derek Anderson,QB,CAR,ATL,1.24,00-0023645
32,TJ Yates,QB,HOU,NE,0.16,
33,Tarvaris Jackson,QB,SEA,BAL,0.06,00-0024279
34,Joe Webb,QB,CAR,ATL,0.0,00-0027796
35,EJ Manuel,QB,BUF,PHI,0.0,00-0030526
36,Landry Jones,QB,PIT,CIN,-0.1,00-0030524
37,Scott Tolzien,QB,GB,DAL,-0.3,00-0028595
38,Charlie Whitehurst,QB,IND,JAX,-0.48,00-0024296
39,Sean Renfree,QB,ATL,CAR,-0.56,00-0030569
