Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Isaiah Crowell,RB,14,CLE,SF,20,145,7,2,1,1,9,0,0,0,31.40,2015
2,Todd Gurley,RB,14,LAR,DET,16,140,9,2,2,1,7,0,0,0,30.70,2015
3,James Starks,RB,14,GB,DAL,11,71,7,1,4,4,32,1,0,0,26.30,2015
4,Eddie Lacy,RB,14,GB,DAL,24,124,5,1,1,1,24,0,0,0,24.80,2015
5,DeAngelo Williams,RB,14,PIT,CIN,23,76,3,2,2,2,15,0,0,0,23.10,2015
6,Lamar Miller,RB,14,MIA,NYG,12,89,7,2,0,0,0,0,0,0,20.90,2015
7,Bilal Powell,RB,14,NYJ,TEN,3,36,12,0,5,5,46,1,0,0,19.20,2015
8,David Johnson,RB,14,ARI,MIN,19,92,5,0,7,5,31,0,0,0,17.30,2015
9,Tim Hightower,RB,14,NO,TB,28,85,3,1,1,1,10,0,0,0,16.50,2015
10,Jonathan Stewart,RB,14,CAR,ATL,10,75,8,1,1,1,14,0,0,0,15.90,2015
11,Denard Robinson,RB,14,JAX,IND,14,75,5,1,2,1,12,0,0,0,15.70,2015
12,Doug Martin,RB,14,TB,NO,11,81,7,1,3,1,5,0,0,0,15.60,2015
13,LeSean McCoy,RB,14,BUF,PHI,20,74,4,0,7,4,35,0,0,0,14.90,2015
14,Chris Ivory,RB,14,NYJ,TEN,22,101,5,0,2,1,6,0,0,0,14.70,2015
15,Adrian Peterson,RB,14,MIN,ARI,23,69,3,1,1,1,17,0,1,1,14.60,2015
16,Darren McFadden,RB,14,DAL,GB,9,111,12,0,2,0,0,0,0,0,14.10,2015
17,James White,RB,14,NE,HOU,1,2,2,1,6,4,38,0,0,0,14.00,2015
18,Charles Sims,RB,14,TB,NO,5,10,2,0,8,6,64,0,0,0,13.40,2015
19,Theo Riddick,RB,14,DET,LAR,3,18,6,0,11,7,44,0,0,0,13.20,2015
20,Ronnie Hillman,RB,14,DEN,OAK,12,20,2,0,9,7,41,0,1,0,13.10,2015
21,Darren Sproles,RB,14,PHI,BUF,7,41,6,1,3,2,4,0,0,0,12.50,2015
22,Matt Forte,RB,14,CHI,WAS,10,45,5,1,2,1,8,0,0,0,12.30,2015
23,Rashad Jennings,RB,14,NYG,MIA,22,81,4,0,2,2,21,0,0,0,12.20,2015
24,Robert Turbin,RB,14,DAL,GB,7,51,7,1,0,0,0,0,0,0,11.10,2015
25,Dexter McCluster,RB,14,TEN,NYJ,4,12,3,0,5,4,38,0,0,0,11.00,2015
26,Matt Jones,RB,14,WAS,CHI,18,62,3,0,3,2,24,0,1,0,10.60,2015
27,Melvin Gordon,RB,14,LAC,KC,14,35,3,0,4,4,28,0,0,0,10.30,2015
28,Mike Gillislee,RB,14,BUF,PHI,3,24,8,1,1,1,6,0,0,0,10.00,2015
29,Fozzy Whittaker,RB,14,CAR,ATL,8,34,4,1,1,1,-6,0,0,0,9.80,2015
30,Javorius Allen,RB,14,BAL,SEA,8,14,2,0,9,5,44,0,1,1,9.80,2015
31,Giovani Bernard,RB,14,CIN,PIT,6,40,7,0,5,3,27,0,0,0,9.70,2015
32,Zurlon Tipton,RB,14,IND,JAX,1,7,7,0,5,4,50,0,0,0,9.70,2015
33,Joique Bell,RB,14,DET,LAR,7,50,7,0,2,2,25,0,0,0,9.50,2015
34,Duke Johnson,RB,14,CLE,SF,13,78,6,0,3,1,6,0,0,0,9.40,2015
35,Jeremy Langford,RB,14,CHI,WAS,11,37,3,0,7,3,27,0,0,0,9.40,2015
36,Alfred Morris,RB,14,WAS,CHI,11,24,2,1,1,0,0,0,0,0,8.40,2015
37,Jonathan Grimes,RB,14,HOU,NE,7,53,8,0,2,2,9,0,0,0,8.20,2015
38,Devonta Freeman,RB,14,ATL,CAR,12,40,3,0,5,3,22,0,1,1,8.20,2015
39,Antonio Andrews,RB,14,TEN,NYJ,4,8,2,0,2,1,6,0,0,0,8.04,2015
40,Rex Burkhead,RB,14,CIN,PIT,0,0,0,0,1,1,5,1,0,0,7.50,2015
41,TJ Yeldon,RB,14,JAX,IND,11,62,6,0,1,1,1,0,0,0,7.30,2015
42,Shaun Draughn,RB,14,SF,CLE,11,43,4,0,3,2,8,0,0,0,7.10,2015
43,Frank Gore,RB,14,IND,JAX,16,60,4,0,5,1,-1,0,0,0,6.90,2015
44,Juwan Thompson,RB,14,DEN,OAK,5,8,2,0,6,4,21,0,0,0,6.90,2015
45,Chris Polk,RB,14,HOU,NE,11,34,3,0,2,2,14,0,0,0,6.80,2015
46,Ameer Abdullah,RB,14,DET,LAR,7,23,3,0,2,2,21,0,0,0,6.40,2015
47,Ryan Mathews,RB,14,PHI,BUF,13,38,3,0,2,2,4,0,0,0,6.20,2015
48,DeMarco Murray,RB,14,PHI,BUF,11,34,3,0,2,2,3,0,0,0,5.70,2015
49,Charcandrick West,RB,14,KC,LAC,10,54,5,0,1,0,0,0,0,0,5.40,2015
50,Travaris Cadet,RB,14,SF,CLE,2,6,3,0,2,2,28,0,0,0,5.40,2015
