Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jimmy Graham,TE,4,NO,JAX,14,10,71,132,1,59,9,13,0,0,0,0,0,32.20,2011
2,Jason Witten,TE,4,DAL,DET,10,8,80,94,1,37,9,12,0,0,0,0,0,23.40,2011
3,Tony Gonzalez,TE,4,ATL,SEA,9,7,78,56,1,22,6,8,0,0,0,0,0,18.60,2011
4,Owen Daniels,TE,4,HOU,PIT,7,5,71,69,1,30,10,14,0,0,0,0,0,17.90,2011
5,Jared Cook,TE,4,TEN,CLE,6,2,33,93,1,80,16,47,0,0,0,0,0,17.30,2011
6,Jermaine Gresham,TE,4,CIN,BUF,7,4,57,70,1,25,10,18,0,0,0,0,0,17.00,2011
7,Benjamin Watson,TE,4,CLE,TEN,9,6,67,48,1,18,5,8,0,0,0,0,0,16.80,2011
8,Greg Olsen,TE,4,CAR,CHI,7,5,71,50,1,23,7,10,0,0,0,0,0,16.00,2011
9,Clay Harbor,TE,4,PHI,SF,3,3,100,55,1,27,18,18,0,0,0,0,0,14.50,2011
10,Vernon Davis,TE,4,SF,PHI,6,4,67,45,1,26,8,11,0,0,0,0,0,14.50,2011
11,Brandon Pettigrew,TE,4,DET,DAL,9,6,67,64,0,22,7,11,0,0,0,0,0,12.40,2011
12,Jake Ballard,TE,4,NYG,ARI,3,3,100,33,1,21,11,11,0,0,0,0,0,12.30,2011
13,Kevin Boss,TE,4,OAK,NE,5,4,80,78,0,23,16,20,0,0,0,0,0,11.80,2011
14,Visanthe Shiancoe,TE,4,MIN,KC,8,6,75,58,0,15,7,10,0,0,0,0,0,11.80,2011
15,Daniel Fells,TE,4,DEN,GB,3,2,67,29,1,22,10,15,0,0,0,1,1,9.90,2011
16,Ed Dickson,TE,4,BAL,NYJ,12,4,33,45,0,14,4,11,0,0,0,0,0,8.50,2011
17,Zach Miller,TE,4,JAX,NO,3,1,33,14,1,14,5,14,0,0,0,0,0,8.40,2011
18,Kellen Winslow,TE,4,TB,IND,6,5,83,33,0,9,6,7,0,0,0,0,0,8.30,2011
19,Craig Stevens,TE,4,TEN,CLE,1,1,100,12,1,12,12,12,0,0,0,0,0,8.20,2011
20,Todd Heap,TE,4,ARI,NYG,6,4,67,41,0,14,7,10,0,0,0,0,0,8.10,2011
