Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Baltimore Ravens,DST,4,BAL,NYJ,4,2,10,1,3,0,3,0,17,32.00,2011
2,New York Jets,DST,4,NYJ,BAL,3,2,6,1,2,0,1,1,34,21.00,2011
3,Detroit Lions,DST,4,DET,DAL,4,1,2,3,0,0,2,0,30,18.00,2011
4,Tennessee Titans,DST,4,TEN,CLE,4,4,9,1,0,0,1,0,13,16.00,2011
5,Green Bay Packers,DST,4,GB,DEN,2,1,3,3,1,0,1,0,23,15.00,2011
6,Chicago Bears,DST,4,CHI,CAR,1,0,0,1,0,0,1,1,29,15.00,2011
7,Washington Redskins,DST,4,WAS,LAR,7,7,10,0,1,0,0,0,10,13.00,2011
8,Houston Texans,DST,4,HOU,PIT,6,5,8,1,0,0,0,0,10,13.00,2011
9,Buffalo Bills,DST,4,BUF,CIN,4,2,2,2,0,0,1,0,23,12.00,2011
10,New Orleans Saints,DST,4,NO,JAX,6,3,6,1,0,0,0,0,10,9.00,2011
11,New York Giants,DST,4,NYG,ARI,5,4,4,1,1,0,0,0,27,8.00,2011
12,Los Angeles Chargers,DST,4,LAC,MIA,7,3,6,2,0,0,0,0,16,8.00,2011
13,San Francisco 49ers,DST,4,SF,PHI,4,2,4,1,2,0,0,0,23,8.00,2011
14,Jacksonville Jaguars,DST,4,JAX,NO,5,3,4,2,0,0,0,0,23,7.00,2011
15,Tampa Bay Buccaneers,DST,4,TB,IND,6,4,6,0,1,0,0,0,17,7.00,2011
16,Philadelphia Eagles,DST,4,PHI,SF,3,3,3,0,1,0,0,0,24,7.00,2011
17,Kansas City Chiefs,DST,4,KC,MIN,6,2,5,1,0,0,0,0,17,5.00,2011
18,New England Patriots,DST,4,NE,OAK,2,0,3,2,0,0,0,0,19,5.00,2011
19,Los Angeles Rams,DST,4,LAR,WAS,4,0,4,2,0,0,0,0,17,5.00,2011
20,Arizona Cardinals,DST,4,ARI,NYG,5,1,3,0,2,0,0,0,31,4.00,2011
21,Atlanta Falcons,DST,4,ATL,SEA,0,0,9,2,0,0,0,0,28,3.00,2011
22,Minnesota Vikings,DST,4,MIN,KC,5,3,5,0,0,0,0,0,22,3.00,2011
23,Carolina Panthers,DST,4,CAR,CHI,2,1,3,1,0,0,0,0,34,2.00,2011
24,Cincinnati Bengals,DST,4,CIN,BUF,2,1,6,0,0,0,0,0,20,2.00,2011
25,Cleveland Browns,DST,4,CLE,TEN,2,0,1,1,0,0,0,0,31,2.00,2011
26,Dallas Cowboys,DST,4,DAL,DET,2,0,6,1,0,0,0,0,34,2.00,2011
27,Denver Broncos,DST,4,DEN,GB,3,2,5,2,0,0,0,0,49,2.00,2011
28,Indianapolis Colts,DST,4,IND,TB,4,2,3,0,0,0,0,0,24,2.00,2011
29,Miami Dolphins,DST,4,MIA,LAC,5,2,2,0,0,0,0,0,26,2.00,2011
30,Pittsburgh Steelers,DST,4,PIT,HOU,1,0,1,0,0,0,0,0,17,1.00,2011
31,Oakland Raiders,DST,4,OAK,NE,2,1,4,0,0,0,0,0,31,0.00,2011
32,Seattle Seahawks,DST,4,SEA,ATL,4,0,4,0,0,0,0,0,30,-1.00,2011
