,Player,Position,Team,Opponent,Points,PlayerID
0,Michael Vick,QB,PHI,SF,34.14,
1,Tarvaris Jackson,QB,SEA,ATL,27.36,00-0024279
2,Tony Romo,QB,DAL,DET,25.24,00-0021678
3,Josh Freeman,QB,TB,IND,24.18,00-0026993
4,Eli Manning,QB,NYG,ARI,22.54,00-0022803
5,Jason Campbell,QB,OAK,NE,21.66,00-0023460
6,Colt McCoy,QB,CLE,TEN,21.6,00-0027688
7,Andy Dalton,QB,CIN,BUF,21.12,00-0027973
8,Philip Rivers,QB,LAC,MIA,21.08,00-0022942
9,Kyle Orton,QB,DEN,GB,20.62,00-0023541
10,Matt Hasselbeck,QB,TEN,CLE,20.3,00-0007091
11,Drew Brees,QB,NO,JAX,20.04,00-0020531
12,Alex Smith,QB,SF,PHI,18.54,00-0023436
13,Matt Ryan,QB,ATL,SEA,18.24,00-0026143
14,Curtis Painter,QB,IND,TB,18.24,00-0027134
15,Tom Brady,QB,NE,OAK,16.94,00-0019596
16,Matthew Stafford,QB,DET,DAL,16.5,00-0026498
17,Matt Cassel,QB,KC,MIN,16.4,00-0023662
18,Donovan McNabb,QB,MIN,KC,15.08,00-0011022
19,Blaine Gabbert,QB,JAX,NO,12.24,00-0027948
20,Matt Schaub,QB,HOU,PIT,9.62,00-0022787
21,Sam Bradford,QB,LA,WAS,9.56,00-0027854
22,Ryan Fitzpatrick,QB,BUF,CIN,8.46,00-0023682
23,Ben Roethlisberger,QB,PIT,HOU,8.34,00-0022924
24,Rex Grossman,QB,WAS,LAR,7.92,00-0022121
25,Kevin Kolb,QB,ARI,NYG,7.58,00-0025423
26,Matt Moore,QB,MIA,LAC,5.58,00-0025708
27,Joe Flacco,QB,BAL,NYJ,4.22,00-0026158
28,Jay Cutler,QB,CHI,CAR,3.28,00-0024226
29,Mark Sanchez,QB,NYJ,BAL,1.06,00-0026898
30,Josh Johnson,QB,TB,IND,0.8,
31,Chad Henne,QB,MIA,LAC,0.18,00-0026197
32,Colin Kaepernick,QB,SF,PHI,0.0,00-0027974
33,Joe Webb,QB,MIN,KC,0.0,00-0027796
34,Chase Daniel,QB,NO,JAX,0.0,00-0026544
35,Mark Brunell,QB,NYJ,BAL,0.0,00-0002110
36,Jake Locker,QB,TEN,CLE,0.0,00-0027946
37,Tim Tebow,QB,DEN,GB,-0.1,00-0027876
38,Matt Flynn,QB,GB,DEN,-1.2,00-0026349
39,Pierre Garcon,WR,IND,TB,31.6,00-0026345
40,Calvin Johnson,WR,DET,DAL,29.6,00-0025389
41,Steve Smith,WR,CAR,CHI,29.1,
42,Julio Jones,WR,ATL,SEA,26.7,00-0027944
43,Greg Jennings,WR,GB,DEN,26.3,00-0024267
44,DeSean Jackson,WR,PHI,SF,26.1,00-0026189
45,Dwayne Bowe,WR,KC,MIN,24.7,00-0025410
46,Brandon Lloyd,WR,DEN,GB,24.6,00-0022097
47,Vincent Jackson,WR,LAC,MIA,22.8,00-0023496
48,Eric Decker,WR,DEN,GB,22.7,00-0027690
49,Laurent Robinson,WR,DAL,DET,21.6,00-0025462
50,Larry Fitzgerald,WR,ARI,NYG,21.2,00-0022921
51,Jordy Nelson,WR,GB,DEN,20.1,00-0026176
52,AJ Green,WR,CIN,BUF,19.4,00-0027942
53,Dez Bryant,WR,DAL,DET,19.2,00-0027902
54,Darrius Heyward-Bey,WR,OAK,NE,18.5,00-0026983
55,Preston Parker,WR,TB,IND,18.0,00-0027450
