Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Hakeem Nicks,WR,4,NYG,ARI,14,10,71,162,1,29,12,16,0,0,0,0,0,35.20,2011
2,Wes Welker,WR,4,NE,OAK,14,9,64,158,1,32,11,18,0,0,0,0,0,33.80,2011
3,Pierre Garcon,WR,4,IND,TB,8,2,25,146,2,87,18,73,0,0,0,0,0,31.60,2011
4,Calvin Johnson,WR,4,DET,DAL,13,8,62,96,2,23,7,12,0,0,0,0,0,29.60,2011
5,Steve Smith,WR,4,CAR,CHI,10,8,80,181,0,53,18,23,0,0,0,0,0,29.10,2011
6,Julio Jones,WR,4,ATL,SEA,17,11,65,127,0,45,8,12,0,0,0,0,0,26.70,2011
7,Greg Jennings,WR,4,GB,DEN,7,7,100,103,1,43,15,15,0,0,0,0,0,26.30,2011
8,DeSean Jackson,WR,4,PHI,SF,9,6,67,171,0,61,19,29,0,0,0,0,0,26.10,2011
9,Dwayne Bowe,WR,4,KC,MIN,9,5,56,107,1,52,12,21,0,0,0,0,0,24.70,2011
10,Brandon Lloyd,WR,4,DEN,GB,11,8,73,136,0,44,12,17,0,0,0,0,0,24.60,2011
11,Vincent Jackson,WR,4,LAC,MIA,4,3,75,108,1,55,27,36,0,0,0,0,0,22.80,2011
12,Eric Decker,WR,4,DEN,GB,10,5,50,56,2,33,6,11,1,1,0,0,0,22.70,2011
13,Laurent Robinson,WR,4,DAL,DET,10,7,70,116,0,44,12,17,0,0,0,0,0,21.60,2011
14,Larry Fitzgerald,WR,4,ARI,NYG,11,8,73,102,0,47,9,13,0,0,0,0,0,21.20,2011
15,Jordy Nelson,WR,4,GB,DEN,6,5,83,91,1,50,15,18,0,0,0,0,0,20.10,2011
16,AJ Green,WR,4,CIN,BUF,10,4,40,118,0,58,12,30,1,6,0,1,0,19.40,2011
17,Dez Bryant,WR,4,DAL,DET,5,3,60,37,2,25,7,12,1,5,0,0,0,19.20,2011
18,Darrius Heyward-Bey,WR,4,OAK,NE,7,4,57,115,0,58,16,29,0,0,0,0,0,18.50,2011
19,Preston Parker,WR,4,TB,IND,7,5,71,70,1,21,10,14,0,0,0,0,0,18.00,2011
20,Sidney Rice,WR,4,SEA,ATL,6,3,50,79,1,52,13,26,0,0,0,0,0,16.90,2011
21,Percy Harvin,WR,4,MIN,KC,7,5,71,42,0,22,6,8,4,67,0,0,0,15.90,2011
22,Victor Cruz,WR,4,NYG,ARI,9,6,67,98,0,26,11,16,0,0,0,0,0,15.80,2011
23,Josh Morgan,WR,4,SF,PHI,3,3,100,65,1,30,22,22,0,0,0,0,0,15.50,2011
24,Santana Moss,WR,4,WAS,LAR,10,5,50,39,1,13,4,8,0,0,0,0,0,14.90,2011
25,James Jones,WR,4,GB,DEN,4,3,75,48,1,18,12,16,0,0,0,0,0,13.80,2011
26,Roddy White,WR,4,ATL,SEA,11,6,55,78,0,26,7,13,0,0,0,0,0,13.80,2011
27,Doug Baldwin,WR,4,SEA,ATL,6,5,83,84,0,30,14,17,0,0,0,0,0,13.40,2011
28,Jeremy Maclin,WR,4,PHI,SF,11,7,64,74,0,19,7,11,0,0,0,1,1,13.40,2011
29,Steve Breaston,WR,4,KC,MIN,5,4,80,91,0,42,18,23,0,0,0,0,0,13.10,2011
30,Jason Avant,WR,4,PHI,SF,8,6,75,69,0,20,9,12,0,0,0,0,0,12.90,2011
31,Mike Williams,WR,4,SEA,ATL,5,3,60,36,1,19,7,12,0,0,0,0,0,12.60,2011
32,Antonio Brown,WR,4,PIT,HOU,10,5,50,67,0,23,7,13,1,8,0,0,0,12.50,2011
33,Mike Thomas,WR,4,JAX,NO,11,5,46,73,0,47,7,15,0,0,0,0,0,12.30,2011
34,Mike Williams,WR,4,TB,IND,8,5,63,66,0,23,8,13,1,3,0,0,0,11.90,2011
35,Michael Crabtree,WR,4,SF,PHI,9,5,56,68,0,38,8,14,0,0,0,0,0,11.80,2011
36,Mike Wallace,WR,4,PIT,HOU,4,4,100,77,0,40,19,19,0,0,0,0,0,11.70,2011
37,Greg Little,WR,4,CLE,TEN,8,6,75,57,0,25,7,10,0,0,0,0,0,11.70,2011
38,Ben Obomanu,WR,4,SEA,ATL,4,3,75,25,1,12,6,8,0,0,0,0,0,11.50,2011
39,Donald Driver,WR,4,GB,DEN,4,3,75,20,1,8,5,7,0,0,0,0,0,11.00,2011
40,Denarius Moore,WR,4,OAK,NE,5,3,60,19,1,7,4,6,0,0,0,0,0,10.90,2011
41,Mohamed Massaquoi,WR,4,CLE,TEN,9,6,67,46,0,13,5,8,0,0,0,0,0,10.60,2011
42,Devin Aromashodu,WR,4,MIN,KC,2,1,50,34,1,34,17,34,0,0,0,0,0,10.40,2011
43,Jabar Gaffney,WR,4,WAS,LAR,4,4,100,62,0,20,16,16,0,0,0,0,0,10.20,2011
44,Brandon Marshall,WR,4,MIA,LAC,8,5,63,52,0,14,7,10,0,0,0,0,0,10.20,2011
45,Joshua Cribbs,WR,4,CLE,TEN,8,5,63,50,0,16,6,10,0,0,0,0,0,10.00,2011
46,Lance Moore,WR,4,NO,JAX,6,5,83,50,0,21,8,10,0,0,0,0,0,10.00,2011
47,Robert Meachem,WR,4,NO,JAX,6,4,67,59,0,25,10,15,0,0,0,0,0,9.90,2011
48,Reggie Wayne,WR,4,IND,TB,8,4,50,59,0,21,7,15,0,0,0,0,0,9.90,2011
