Player,Position,Team,Opponent,Points
Lex Hilliard,RB,MIA,LAC,10.80
Tashard Choice,RB,DAL,DET,10.20
Maurice Jones-Drew,RB,JAX,NO,9.70
Adrian Peterson,RB,MIN,KC,9.30
Jahvid Best,RB,DET,DAL,9.00
Brandon Jacobs,RB,NYG,ARI,8.80
Rashard Mendenhall,RB,PIT,HOU,8.50
Reggie Bush,RB,MIA,LAC,8.50
DeAngelo Williams,RB,CAR,CHI,8.20
Earnest Graham,RB,TB,IND,8.10
Mark Ingram,RB,NO,JAX,7.80
Marion Barber,RB,CHI,CAR,7.70
Justin Forsett,RB,SEA,ATL,7.10
Dexter McCluster,RB,KC,MIN,6.80
Isaac Redman,RB,PIT,HOU,6.20
Jed Collins,FB,NO,JAX,6.10
Brian Leonard,RB,CIN,BUF,6.10
Joe McKnight,RB,NYJ,BAL,6.00
Joseph Addai,RB,IND,TB,5.80
Kregg Lumpkin,RB,TB,IND,5.50
Matt Bryant,K,ATL,SEA,0.00
Jason Hanson,K,DET,DAL,0.00
Dan Carpenter,K,MIA,LAC,0.00
Dan Bailey,K,DAL,DET,0.00
John Kasay,K,NO,JAX,0.00
Mike Nugent,K,CIN,BUF,0.00
Alex Henery,K,PHI,SF,0.00
Olindo Mare,K,CAR,CHI,0.00
Billy Cundiff,K,BAL,NYJ,0.00
Robbie Gould,K,CHI,CAR,0.00
Phil Dawson,K,CLE,TEN,0.00
Jay Feely,K,ARI,NYG,0.00
Rian Lindell,K,BUF,CIN,0.00
Mason Crosby,K,GB,DEN,0.00
Stephen Gostkowski,K,NE,OAK,0.00
Lawrence Tynes,K,NYG,ARI,0.00
Rob Bironas,K,TEN,CLE,0.00
Sebastian Janikowski,K,OAK,NE,0.00
Connor Barth,K,TB,IND,0.00
David Akers,K,SF,PHI,0.00
Graham Gano,K,WAS,LAR,0.00
Thomas Howard,K,CIN,BUF,0.00
Matt Prater,K,DEN,GB,0.00
Neil Rackers,K,HOU,PIT,0.00
Ryan Longwell,K,MIN,KC,0.00
Nick Folk,K,NYJ,BAL,0.00
Adam Vinatieri,K,IND,TB,0.00
Josh Brown,K,LAR,WAS,0.00
Josh Scobee,K,JAX,NO,0.00
Shaun Suisham,K,PIT,HOU,0.00
Steven Hauschka,K,SEA,ATL,0.00
DJ Smith,K,GB,DEN,0.00
Detroit Lions,DST,DET,DAL,18.00
Tennessee Titans,DST,TEN,CLE,16.00
Green Bay Packers,DST,GB,DEN,15.00
Chicago Bears,DST,CHI,CAR,15.00
Washington Redskins,DST,WAS,LAR,13.00
Houston Texans,DST,HOU,PIT,13.00
Buffalo Bills,DST,BUF,CIN,12.00
New Orleans Saints,DST,NO,JAX,9.00
New York Giants,DST,NYG,ARI,8.00
Los Angeles Chargers,DST,LAC,MIA,8.00
San Francisco 49ers,DST,SF,PHI,8.00
Jacksonville Jaguars,DST,JAX,NO,7.00
Tampa Bay Buccaneers,DST,TB,IND,7.00
Philadelphia Eagles,DST,PHI,SF,7.00
New England Patriots,DST,NE,OAK,5.00
Los Angeles Rams,DST,LAR,WAS,5.00
Kansas City Chiefs,DST,KC,MIN,5.00
Arizona Cardinals,DST,ARI,NYG,4.00
Atlanta Falcons,DST,ATL,SEA,3.00
Minnesota Vikings,DST,MIN,KC,3.00
Cleveland Browns,DST,CLE,TEN,2.00
Dallas Cowboys,DST,DAL,DET,2.00
Denver Broncos,DST,DEN,GB,2.00
Miami Dolphins,DST,MIA,LAC,2.00
Carolina Panthers,DST,CAR,CHI,2.00
Cincinnati Bengals,DST,CIN,BUF,2.00
Indianapolis Colts,DST,IND,TB,2.00
Pittsburgh Steelers,DST,PIT,HOU,1.00
Oakland Raiders,DST,OAK,NE,0.00
Seattle Seahawks,DST,SEA,ATL,-1.00
