,Player,Position,Team,Opponent,Points,PlayerID
0,Eli Manning,QB,NYG,WAS,22.0,00-0022803
1,Alex Smith,QB,KC,OAK,21.58,00-0023436
2,Tony Romo,QB,DAL,PHI,21.5,00-0021678
3,Ryan Tannehill,QB,MIA,NE,20.94,00-0029701
4,Teddy Bridgewater,QB,MIN,DET,20.6,00-0031237
5,Tom Brady,QB,NE,MIA,20.28,00-0019596
6,Ben Roethlisberger,QB,PIT,ATL,17.2,00-0022924
7,Robert Griffin III,QB,WAS,NYG,17.04,00-0029532
8,Jay Cutler,QB,CHI,NO,16.76,00-0024226
9,Derek Anderson,QB,CAR,TB,16.48,00-0023645
10,Andrew Luck,QB,IND,HOU,16.28,00-0029668
11,Josh McCown,QB,TB,CAR,15.26,00-0021206
12,Joe Flacco,QB,BAL,JAX,13.64,00-0026158
13,Peyton Manning,QB,DEN,LAC,13.02,00-0010346
14,Geno Smith,QB,NYJ,TEN,12.76,00-0030565
15,Russell Wilson,QB,SEA,SF,12.42,00-0029263
16,Derek Carr,QB,OAK,KC,11.88,00-0031280
17,Philip Rivers,QB,LAC,DEN,11.58,00-0022942
18,Matthew Stafford,QB,DET,MIN,10.32,00-0026498
19,Colin Kaepernick,QB,SF,SEA,10.24,00-0027974
20,Charlie Whitehurst,QB,TEN,NYJ,10.02,00-0024296
21,Shaun Hill,QB,LA,ARI,9.26,00-0020679
22,Aaron Rodgers,QB,GB,BUF,8.1,00-0023459
23,Mark Sanchez,QB,PHI,DAL,8.08,00-0026898
24,Blake Bortles,QB,JAX,BAL,7.6,00-0031407
25,Kyle Orton,QB,BUF,GB,4.92,00-0023541
26,Drew Stanton,QB,ARI,LAR,4.66,00-0025430
27,Andy Dalton,QB,CIN,CLE,3.98,00-0027973
28,Colt McCoy,QB,WAS,NYG,3.96,00-0027688
29,Jake Locker,QB,TEN,NYJ,2.98,00-0027946
30,Ryan Fitzpatrick,QB,HOU,IND,2.8,00-0023682
31,Tom Savage,QB,HOU,IND,2.68,00-0031064
32,Johnny Manziel,QB,CLE,CIN,2.5,00-0031409
33,Ryan Lindley,QB,ARI,LAR,1.2,00-0029531
34,Jimmy Garoppolo,QB,NE,MIA,0.0,00-0031345
35,Matt Schaub,QB,OAK,KC,0.0,00-0022787
36,Luke McCown,QB,NO,CHI,0.0,00-0022864
37,Brock Osweiler,QB,DEN,LAC,-0.1,00-0029682
38,Chase Daniel,QB,KC,OAK,-0.1,00-0026544
39,Demaryius Thomas,WR,DEN,LAC,27.3,00-0027874
40,Harry Douglas,WR,ATL,PIT,26.1,00-0026224
41,Antonio Brown,WR,PIT,ATL,25.3,00-0027793
42,Mike Wallace,WR,MIA,NE,24.4,00-0026901
43,Julian Edelman,WR,NE,MIA,22.4,00-0027150
44,Kelvin Benjamin,WR,CAR,TB,21.4,00-0031359
45,Eric Decker,WR,NYJ,TEN,20.0,00-0027690
46,James Jones,WR,OAK,KC,19.7,00-0025465
47,Devin Hester,WR,ATL,PIT,19.5,00-0024272
48,Nate Washington,WR,TEN,NYJ,19.2,00-0023367
49,Roddy White,WR,ATL,PIT,18.8,00-0023462
50,Randall Cobb,WR,GB,BUF,18.1,00-0028002
51,Jarvis Landry,WR,MIA,NE,17.9,00-0031382
52,Alshon Jeffery,WR,CHI,NO,17.8,00-0029137
