Player,Position,Team,Opponent,Points
Albert Wilson,WR,KC,OAK,9.90
AJ Green,WR,CIN,CLE,9.90
Mike Evans,WR,TB,CAR,9.30
Calvin Johnson,WR,DET,MIN,9.30
TY Hilton,WR,IND,HOU,9.00
Jarius Wright,WR,MIN,DET,8.90
De'Anthony Thomas,WR,KC,OAK,8.90
Steve Smith,WR,BAL,JAX,8.70
Doug Baldwin,WR,SEA,SF,8.30
Antonio Gates,TE,LAC,DEN,17.40
Owen Daniels,TE,BAL,JAX,16.20
Travis Kelce,TE,KC,OAK,15.90
Josh Hill,TE,NO,CHI,15.50
Kyle Rudolph,TE,MIN,DET,13.90
Jason Witten,TE,DAL,PHI,13.90
Jimmy Graham,TE,NO,CHI,13.70
Delanie Walker,TE,TEN,NYJ,13.30
Charles Clay,TE,MIA,NE,11.90
Mychal Rivera,TE,OAK,KC,10.90
Heath Miller,TE,PIT,ATL,10.80
Dwayne Allen,TE,IND,HOU,9.60
Martellus Bennett,TE,CHI,NO,9.60
Brent Celek,TE,PHI,DAL,8.20
Ryan Hewitt,TE,CIN,CLE,6.40
Zach Ertz,TE,PHI,DAL,6.20
Crockett Gillmore,TE,BAL,JAX,5.70
Coby Fleener,TE,IND,HOU,5.20
Jared Cook,TE,LAR,ARI,5.20
Jordan Reed,TE,WAS,NYG,4.30
Jeff Cumberland,TE,NYJ,TEN,4.20
Marcedes Lewis,TE,JAX,BAL,4.20
Scott Chandler,TE,BUF,GB,4.20
Garrett Celek,TE,SF,SEA,4.10
Julius Thomas,TE,DEN,LAC,4.00
Cory Harkey,TE,LAR,ARI,3.10
Ryan Griffin,TE,HOU,IND,3.10
Larry Donnell,TE,NYG,WAS,3.10
Jace Amaro,TE,NYJ,TEN,3.00
Rhett Ellison,TE,MIN,DET,2.90
Niles Paul,TE,WAS,NYG,2.70
Daniel Fells,TE,NYG,WAS,2.60
James Hanna,TE,DAL,PHI,2.20
John Carlson,TE,ARI,LAR,2.10
Eric Ebron,TE,DET,MIN,2.10
Lee Smith,TE,BUF,GB,2.10
Lance Kendricks,TE,LAR,ARI,2.00
Logan Paulsen,TE,WAS,NYG,1.90
Andrew Quarless,TE,GB,BUF,1.70
MarQueis Gray,TE,BUF,GB,1.70
Chase Ford,TE,MIN,DET,1.70
Darren Fells,TE,ARI,LAR,1.60
Benjamin Watson,TE,NO,CHI,1.50
Jordan Cameron,TE,CLE,CIN,1.40
Levine Toilolo,TE,ATL,PIT,1.40
Dante Rosario,TE,CHI,NO,1.40
Kevin Brock,TE,CIN,CLE,1.20
Anthony Fasano,TE,KC,OAK,1.20
Matt Asiata,RB,MIN,DET,21.60
DeMarco Murray,RB,DAL,PHI,21.40
Knile Davis,RB,KC,OAK,21.10
Eddie Lacy,RB,GB,BUF,18.80
Marshawn Lynch,RB,SEA,SF,16.80
Arian Foster,RB,HOU,IND,14.70
Pierre Thomas,RB,NO,CHI,14.40
Joique Bell,RB,DET,MIN,14.30
Giovani Bernard,RB,CIN,CLE,13.30
Fred Jackson,RB,BUF,GB,12.80
Chris Polk,RB,PHI,DAL,12.60
Chris Thompson,RB,WAS,NYG,12.40
Mark Ingram,RB,NO,CHI,11.90
Matt Forte,RB,CHI,NO,11.90
CJ Anderson,RB,DEN,LAC,11.60
Branden Oliver,RB,LAC,DEN,11.00
Doug Martin,RB,TB,CAR,10.90
Charles Sims,RB,TB,CAR,10.90
Kerwynn Williams,RB,ARI,LAR,10.60
LeGarrette Blount,RB,NE,MIA,10.40
Bruce Miller,FB,SF,SEA,10.00
Chris Ivory,RB,NYJ,TEN,9.60
Latavius Murray,RB,OAK,KC,9.60
Donald Brown,RB,LAC,DEN,9.60
Darren Sproles,RB,PHI,DAL,9.30
Silas Redd,RB,WAS,NYG,9.30
Dan Herron,RB,IND,HOU,9.20
Frank Gore,RB,SF,SEA,8.90
Shane Vereen,RB,NE,MIA,8.70
Toby Gerhart,RB,JAX,BAL,8.30
Jonathan Stewart,RB,CAR,TB,8.10
Jonas Gray,RB,NE,MIA,7.90
John Conner,FB,NYJ,TEN,7.90
LeSean McCoy,RB,PHI,DAL,7.50
Rex Burkhead,RB,CIN,CLE,7.40
Shonn Greene,RB,TEN,NYJ,7.30
Ka'Deem Carey,RB,CHI,NO,7.30
Bryce Brown,RB,BUF,GB,7.00
Steven Jackson,RB,ATL,PIT,6.70
Lamar Miller,RB,MIA,NE,6.70
Andre Williams,RB,NYG,WAS,6.30
Jamaal Charles,RB,KC,OAK,6.30
Stepfan Taylor,RB,ARI,LAR,6.10
Trent Richardson,RB,IND,HOU,6.10
Marcus Thigpen,RB,BUF,GB,6.00
Justin Forsett,RB,BAL,JAX,5.70
Benjamin Cunningham,RB,LAR,ARI,5.70
Chris Johnson,RB,NYJ,TEN,5.50
Dan Carpenter,K,BUF,GB,0.00
Chandler Catanzaro,K,ARI,LAR,0.00
Graham Gano,K,CAR,TB,0.00
Mike Nugent,K,CIN,CLE,0.00
Ryan Succop,K,TEN,NYJ,0.00
Stephen Gostkowski,K,NE,MIA,0.00
Matt Prater,K,DET,MIN,0.00
Sebastian Janikowski,K,OAK,KC,0.00
Caleb Sturgis,K,MIA,NE,0.00
Shaun Suisham,K,PIT,ATL,0.00
Cody Parkey,K,PHI,DAL,0.00
Dan Bailey,K,DAL,PHI,0.00
Justin Tucker,K,BAL,JAX,0.00
Matt Bryant,K,ATL,PIT,0.00
Mason Crosby,K,GB,BUF,0.00
Shayne Graham,K,NO,CHI,0.00
Kai Forbath,K,WAS,NYG,0.00
Cairo Santos,K,KC,OAK,0.00
Randy Bullock,K,HOU,IND,0.00
Josh Brown,K,NYG,WAS,0.00
Nick Folk,K,NYJ,TEN,0.00
Greg Zuerlein,K,LAR,ARI,0.00
Adam Vinatieri,K,IND,HOU,0.00
Steven Hauschka,K,SEA,SF,0.00
Patrick Murray,K,TB,CAR,0.00
Nick Novak,K,LAC,DEN,0.00
Blair Walsh,K,MIN,DET,0.00
Jay Feely,K,CHI,NO,0.00
Phil Dawson,K,SF,SEA,0.00
Jordan Gay,K,BUF,GB,0.00
Brandon McManus,K,DEN,LAC,0.00
Buffalo Bills,DST,BUF,GB,19.00
Cincinnati Bengals,DST,CIN,CLE,17.00
Kansas City Chiefs,DST,KC,OAK,16.00
New Orleans Saints,DST,NO,CHI,14.00
Arizona Cardinals,DST,ARI,LAR,13.00
Houston Texans,DST,HOU,IND,13.00
Indianapolis Colts,DST,IND,HOU,12.00
Dallas Cowboys,DST,DAL,PHI,12.00
New York Giants,DST,NYG,WAS,11.00
Detroit Lions,DST,DET,MIN,11.00
Carolina Panthers,DST,CAR,TB,10.00
Seattle Seahawks,DST,SEA,SF,10.00
Denver Broncos,DST,DEN,LAC,10.00
Pittsburgh Steelers,DST,PIT,ATL,9.00
San Francisco 49ers,DST,SF,SEA,8.00
New York Jets,DST,NYJ,TEN,7.00
Green Bay Packers,DST,GB,BUF,6.00
Tennessee Titans,DST,TEN,NYJ,6.00
Tampa Bay Buccaneers,DST,TB,CAR,6.00
Los Angeles Rams,DST,LAR,ARI,5.00
Jacksonville Jaguars,DST,JAX,BAL,3.00
Chicago Bears,DST,CHI,NO,3.00
Cleveland Browns,DST,CLE,CIN,3.00
Washington Redskins,DST,WAS,NYG,3.00
Oakland Raiders,DST,OAK,KC,2.00
Minnesota Vikings,DST,MIN,DET,1.00
Los Angeles Chargers,DST,LAC,DEN,1.00
Philadelphia Eagles,DST,PHI,DAL,1.00
Atlanta Falcons,DST,ATL,PIT,1.00
Miami Dolphins,DST,MIA,NE,-2.00
