Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Drew Brees,QB,15,NO,CHI,29,36,81,375,10,3,0,138,3,2,1,0,30.20,2014
2,Matt Ryan,QB,15,ATL,PIT,26,37,70,310,8,2,1,102,3,27,9,0,25.10,2014
3,Eli Manning,QB,15,NYG,WAS,23,34,68,250,7,3,0,119,0,0,0,0,22.00,2014
4,Alex Smith,QB,15,KC,OAK,18,30,60,297,10,2,0,116,3,17,6,0,21.58,2014
5,Tony Romo,QB,15,DAL,PHI,22,31,71,265,9,3,0,129,4,-1,0,0,21.50,2014
6,Ryan Tannehill,QB,15,MIA,NE,29,47,62,346,7,1,2,74,3,21,7,0,20.94,2014
7,Teddy Bridgewater,QB,15,MIN,DET,31,41,76,315,8,1,2,85,3,30,10,0,20.60,2014
8,Tom Brady,QB,15,NE,MIA,21,35,60,287,8,2,1,93,3,18,6,0,20.28,2014
9,Ben Roethlisberger,QB,15,PIT,ATL,27,35,77,360,10,0,0,109,2,-2,-1,0,17.20,2014
10,Robert Griffin III,QB,15,WAS,NYG,18,27,67,236,9,1,0,106,5,46,9,0,17.04,2014
11,Jay Cutler,QB,15,CHI,NO,17,31,55,194,6,2,3,56,1,20,20,0,16.76,2014
12,Derek Anderson,QB,15,CAR,TB,25,40,63,277,7,1,0,91,5,14,3,0,16.48,2014
13,Andrew Luck,QB,15,IND,HOU,18,34,53,187,6,2,1,76,8,18,2,0,16.28,2014
14,Josh McCown,QB,15,TB,CAR,13,28,46,154,6,1,1,61,2,21,11,1,15.26,2014
15,Joe Flacco,QB,15,BAL,JAX,20,30,67,221,7,1,0,99,4,8,2,0,13.64,2014
16,Peyton Manning,QB,15,DEN,LAC,14,20,70,233,12,1,0,126,3,-3,-1,0,13.02,2014
17,Geno Smith,QB,15,NYJ,TEN,16,28,57,179,6,1,0,88,4,16,4,0,12.76,2014
18,Russell Wilson,QB,15,SEA,SF,12,24,50,168,7,1,1,69,5,27,5,0,12.42,2014
19,Derek Carr,QB,15,OAK,KC,27,56,48,222,4,1,0,65,1,0,0,0,11.88,2014
20,Philip Rivers,QB,15,LAC,DEN,24,41,59,232,6,1,2,62,1,3,3,0,11.58,2014
21,Matthew Stafford,QB,15,DET,MIN,17,28,61,153,6,1,0,87,1,2,2,0,10.32,2014
22,Colin Kaepernick,QB,15,SF,SEA,11,19,58,141,7,0,0,81,9,46,5,0,10.24,2014
23,Charlie Whitehurst,QB,15,TEN,NYJ,10,24,42,203,9,0,0,72,2,9,5,0,10.02,2014
24,Shaun Hill,QB,15,LAR,ARI,20,39,51,229,6,0,1,59,3,11,4,0,9.26,2014
25,Aaron Rodgers,QB,15,GB,BUF,17,42,41,185,4,0,2,34,3,27,9,0,8.10,2014
26,Mark Sanchez,QB,15,PHI,DAL,17,28,61,252,9,0,2,60,0,0,0,0,8.08,2014
27,Blake Bortles,QB,15,JAX,BAL,21,37,57,210,6,0,1,62,1,2,2,0,7.60,2014
28,Kyle Orton,QB,15,BUF,GB,14,27,52,158,6,0,1,54,3,-4,-1,0,4.92,2014
29,Drew Stanton,QB,15,ARI,LAR,12,20,60,109,5,0,0,75,2,3,2,0,4.66,2014
30,Andy Dalton,QB,15,CIN,CLE,14,24,58,117,5,0,1,54,2,3,2,0,3.98,2014
31,Colt McCoy,QB,15,WAS,NYG,4,7,57,39,6,0,0,73,2,24,12,0,3.96,2014
32,Jake Locker,QB,15,TEN,NYJ,6,11,55,57,5,0,0,69,2,7,4,0,2.98,2014
33,Ryan Fitzpatrick,QB,15,HOU,IND,3,6,50,30,5,0,0,65,3,16,5,0,2.80,2014
34,Tom Savage,QB,15,HOU,IND,10,19,53,127,7,0,1,52,4,-4,-1,0,2.68,2014
35,Johnny Manziel,QB,15,CLE,CIN,10,18,56,80,4,0,2,27,5,13,3,0,2.50,2014
36,Ryan Lindley,QB,15,ARI,LAR,4,10,40,30,3,0,0,48,0,0,0,0,1.20,2014
37,Jimmy Garoppolo,QB,15,NE,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
38,Matt Schaub,QB,15,OAK,KC,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
39,Luke McCown,QB,15,NO,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
40,Chase Daniel,QB,15,KC,OAK,0,1,0,0,0,0,0,40,1,-1,-1,0,-0.10,2014
41,Brock Osweiler,QB,15,DEN,LAC,0,2,0,0,0,0,0,40,1,-1,-1,0,-0.10,2014
