Player,Position,Team,Opponent,Points
Michael Vick,QB,PHI,BAL,28.24
Sam Bradford,QB,LAR,WAS,27.40
Andy Dalton,QB,CIN,CLE,27.12
Cam Newton,QB,CAR,NO,26.22
Brandon Weeden,QB,CLE,CIN,24.48
Drew Brees,QB,NO,CAR,24.00
Matt Cassel,QB,KC,BUF,23.54
Philip Rivers,QB,LAC,TEN,23.26
Carson Palmer,QB,OAK,MIA,21.62
Ryan Tannehill,QB,MIA,OAK,19.40
Andrew Luck,QB,IND,MIN,19.06
Ben Roethlisberger,QB,PIT,NYJ,19.00
Matt Ryan,QB,ATL,DEN,18.66
Tom Brady,QB,NE,ARI,18.54
Ryan Fitzpatrick,QB,BUF,KC,18.52
Alex Smith,QB,SF,DET,17.74
Christian Ponder,QB,MIN,IND,17.50
Kevin Kolb,QB,ARI,NE,16.30
Josh Freeman,QB,TB,NYG,15.72
Matthew Stafford,QB,DET,SF,13.20
Tony Romo,QB,DAL,SEA,12.94
Russell Wilson,QB,SEA,DAL,12.84
Jake Locker,QB,TEN,LAC,12.06
Joe Flacco,QB,BAL,PHI,11.28
Aaron Rodgers,QB,GB,CHI,11.16
Peyton Manning,QB,DEN,ATL,10.54
Mark Sanchez,QB,NYJ,PIT,9.52
Matt Schaub,QB,HOU,JAX,7.50
Blaine Gabbert,QB,JAX,HOU,6.62
Jay Cutler,QB,CHI,GB,6.24
Tim Tebow,QB,NYJ,PIT,2.20
Chase Daniel,QB,NO,CAR,0.00
Chad Henne,QB,JAX,HOU,-0.08
Victor Cruz,WR,NYG,TB,37.90
Dwayne Bowe,WR,KC,BUF,33.20
Roddy White,WR,ATL,DEN,27.20
Vincent Jackson,WR,TB,NYG,26.80
Percy Harvin,WR,MIN,IND,26.70
Donnie Avery,WR,IND,MIN,23.80
Brian Hartline,WR,MIA,OAK,23.10
Demaryius Thomas,WR,DEN,ATL,21.80
DeSean Jackson,WR,PHI,BAL,21.40
Malcom Floyd,WR,LAC,TEN,19.90
Reggie Wayne,WR,IND,MIN,19.10
