Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Green Bay Packers,DST,2,GB,CHI,9,7,12,4,0,0,0,0,10,19.00,2012
2,Buffalo Bills,DST,2,BUF,KC,6,5,5,1,2,0,0,1,17,18.00,2012
3,Seattle Seahawks,DST,2,SEA,DAL,2,1,6,1,1,0,0,1,7,17.00,2012
4,Washington Redskins,DST,2,WAS,LAR,5,2,3,1,2,0,1,0,31,13.00,2012
5,Atlanta Falcons,DST,2,ATL,DEN,6,3,6,3,1,0,0,0,21,11.00,2012
6,Carolina Panthers,DST,2,CAR,NO,0,1,5,2,0,0,1,0,27,11.00,2012
7,Baltimore Ravens,DST,2,BAL,PHI,7,2,4,2,2,0,0,0,24,10.00,2012
8,Cincinnati Bengals,DST,2,CIN,CLE,5,2,5,0,1,0,0,1,27,10.00,2012
9,Chicago Bears,DST,2,CHI,GB,6,5,6,1,1,0,0,0,23,9.00,2012
10,Houston Texans,DST,2,HOU,JAX,5,3,7,0,1,0,0,0,7,9.00,2012
11,Arizona Cardinals,DST,2,ARI,NE,7,4,6,1,0,0,0,0,18,9.00,2012
12,Pittsburgh Steelers,DST,2,PIT,NYJ,4,2,3,0,1,0,0,0,10,8.00,2012
13,Tampa Bay Buccaneers,DST,2,TB,NYG,4,0,2,3,0,0,1,0,41,8.00,2012
14,Cleveland Browns,DST,2,CLE,CIN,4,6,6,1,0,0,0,0,34,7.00,2012
15,Indianapolis Colts,DST,2,IND,MIN,5,4,5,0,1,0,0,0,20,7.00,2012
16,New England Patriots,DST,2,NE,ARI,4,2,6,0,2,0,0,0,20,7.00,2012
17,Miami Dolphins,DST,2,MIA,OAK,2,0,9,1,0,0,0,0,13,6.00,2012
18,Philadelphia Eagles,DST,2,PHI,BAL,4,2,1,1,1,0,0,0,23,6.00,2012
19,Los Angeles Chargers,DST,2,LAC,TEN,1,0,4,1,0,0,0,0,10,6.00,2012
20,Detroit Lions,DST,2,DET,SF,4,3,4,0,1,0,0,0,27,5.00,2012
21,New York Giants,DST,2,NYG,TB,6,2,4,2,0,0,0,0,34,5.00,2012
22,San Francisco 49ers,DST,2,SF,DET,1,2,4,1,0,0,0,0,19,5.00,2012
23,Los Angeles Rams,DST,2,LAR,WAS,5,1,4,1,0,0,0,0,28,5.00,2012
24,New York Jets,DST,2,NYJ,PIT,7,3,3,0,0,0,0,0,27,3.00,2012
25,Dallas Cowboys,DST,2,DAL,SEA,3,2,4,0,0,0,0,0,27,2.00,2012
26,Minnesota Vikings,DST,2,MIN,IND,6,2,3,0,0,0,0,0,23,2.00,2012
27,New Orleans Saints,DST,2,NO,CAR,3,1,3,0,1,0,0,0,35,2.00,2012
28,Tennessee Titans,DST,2,TEN,LAC,8,4,4,1,0,0,0,0,38,2.00,2012
29,Denver Broncos,DST,2,DEN,ATL,2,1,6,0,0,0,0,0,27,1.00,2012
30,Jacksonville Jaguars,DST,2,JAX,HOU,6,0,4,0,0,0,0,0,27,0.00,2012
31,Oakland Raiders,DST,2,OAK,MIA,5,1,4,0,0,0,0,0,35,-3.00,2012
32,Kansas City Chiefs,DST,2,KC,BUF,3,0,1,0,0,0,0,0,35,-4.00,2012
