Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Reggie Bush,RB,2,MIA,OAK,26,172,7,2,4,3,25,0,0,0,37.70,2012
2,CJ Spiller,RB,2,BUF,KC,15,123,8,2,3,3,47,0,0,0,35.00,2012
3,Trent Richardson,RB,2,CLE,CIN,19,109,6,1,5,4,36,1,0,0,33.50,2012
4,Arian Foster,RB,2,HOU,JAX,28,110,4,1,7,6,37,0,0,0,29.70,2012
5,Willis McGahee,RB,2,DEN,ATL,22,113,5,2,2,2,11,0,0,0,29.40,2012
6,Darren Sproles,RB,2,NO,CAR,0,0,0,0,14,13,128,0,0,0,28.80,2012
7,Ben Tate,RB,2,HOU,JAX,12,74,6,2,4,4,23,0,0,0,25.70,2012
8,Pierre Thomas,RB,2,NO,CAR,9,110,12,0,6,4,33,0,0,0,21.30,2012
9,Marshawn Lynch,RB,2,SEA,DAL,26,122,5,1,0,0,0,0,0,0,21.20,2012
10,Ray Rice,RB,2,BAL,PHI,16,99,6,0,10,6,53,0,0,0,21.20,2012
11,Andre Brown,RB,2,NYG,TB,13,71,6,1,2,2,19,0,0,0,19.00,2012
12,Jackie Battle,FB,2,LAC,TEN,14,69,5,2,0,0,0,0,0,0,18.90,2012
13,Frank Gore,RB,2,SF,DET,17,89,5,1,4,2,16,0,0,0,18.50,2012
14,Mike Goodson,RB,2,OAK,MIA,1,-6,-6,0,3,3,83,1,0,0,16.70,2012
15,LeSean McCoy,RB,2,PHI,BAL,25,81,3,1,3,2,8,0,1,1,15.90,2012
16,Maurice Jones-Drew,RB,2,JAX,HOU,12,60,5,0,3,3,7,1,0,0,15.70,2012
17,Cedric Benson,RB,2,GB,CHI,20,81,4,0,4,4,35,0,0,0,15.60,2012
18,Jonathan Stewart,RB,2,CAR,NO,11,51,5,0,1,1,17,1,0,0,13.80,2012
19,BenJarvus Green-Ellis,RB,2,CIN,CLE,21,75,4,0,3,3,30,0,0,0,13.50,2012
20,Daryl Richardson,RB,2,LAR,WAS,15,83,6,0,3,2,19,0,1,1,13.20,2012
21,DeAngelo Williams,RB,2,CAR,NO,14,69,5,1,0,0,0,0,0,0,12.90,2012
22,Doug Martin,RB,2,TB,NYG,20,66,3,1,3,0,0,0,0,0,12.60,2012
23,Lamar Miller,RB,2,MIA,OAK,10,65,7,1,0,0,0,0,0,0,12.50,2012
24,Stevan Ridley,RB,2,NE,ARI,18,71,4,0,4,3,24,0,0,0,12.50,2012
25,Chris Ogbonnaya,RB,2,CLE,CIN,0,0,0,0,6,6,73,0,1,1,12.30,2012
26,Matt Forte,RB,2,CHI,GB,7,31,4,0,5,4,49,0,0,0,12.00,2012
27,DeMarco Murray,RB,2,DAL,SEA,12,44,4,0,4,4,31,0,0,0,11.50,2012
28,Mark Ingram,RB,2,NO,CAR,16,53,3,1,0,0,0,0,0,0,11.30,2012
29,Michael Turner,RB,2,ATL,DEN,17,42,3,1,1,1,0,0,1,0,11.20,2012
30,Adrian Peterson,RB,2,MIN,IND,16,60,4,0,3,3,20,0,0,0,11.00,2012
31,Isaac Redman,RB,2,PIT,NYJ,12,25,2,1,1,1,14,0,0,0,10.90,2012
32,Mike Tolbert,FB,2,CAR,NO,2,3,2,1,2,2,23,0,0,0,10.60,2012
33,Curtis Brinkley,RB,2,LAC,TEN,18,43,2,0,4,4,23,0,1,0,10.60,2012
34,Peyton Hillis,RB,2,KC,BUF,11,66,6,0,3,2,25,0,1,1,10.10,2012
35,Joique Bell,RB,2,DET,SF,6,14,2,0,3,2,59,0,0,0,9.30,2012
36,Kevin Smith,RB,2,DET,SF,16,53,3,0,3,2,17,0,0,0,9.00,2012
37,Alfred Morris,RB,2,WAS,LAR,16,89,6,0,0,0,0,0,0,0,8.90,2012
38,Shaun Draughn,RB,2,KC,BUF,5,56,11,0,2,1,23,0,0,0,8.90,2012
39,Vonta Leach,RB,2,BAL,PHI,1,5,5,1,1,1,6,0,0,0,8.10,2012
40,Chris Wells,RB,2,ARI,NE,14,44,3,0,1,1,24,0,0,0,7.80,2012
41,Ronnie Brown,RB,2,LAC,TEN,4,8,2,0,4,4,26,0,0,0,7.40,2012
42,Dexter McCluster,RB,2,KC,BUF,0,0,0,0,5,4,32,0,0,0,7.20,2012
43,Felix Jones,RB,2,DAL,SEA,1,1,1,0,5,4,40,0,1,1,7.10,2012
44,Darren McFadden,RB,2,OAK,MIA,11,22,2,0,7,2,19,0,0,0,6.10,2012
45,Robert Turbin,RB,2,SEA,DAL,5,15,3,0,2,2,24,0,0,0,5.90,2012
46,Steven Jackson,RB,2,LAR,WAS,9,58,6,0,0,0,0,0,0,0,5.80,2012
47,Michael Bush,RB,2,CHI,GB,14,54,4,0,0,0,0,0,0,0,5.40,2012
48,John Kuhn,FB,2,GB,CHI,2,1,1,0,3,3,23,0,0,0,5.40,2012
49,Kendall Hunter,RB,2,SF,DET,5,23,5,0,3,2,21,0,1,1,5.40,2012
50,Toby Gerhart,RB,2,MIN,IND,5,15,3,0,3,2,17,0,0,0,5.20,2012
