Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Stephen Gostkowski,K,2,NE,ARI,4,5,80,53,0,0,0.00,2012
2,Lawrence Tynes,K,2,NYG,TB,4,4,100,37,3,3,0.00,2012
3,Justin Tucker,K,2,BAL,PHI,3,3,100,56,2,2,0.00,2012
4,Mason Crosby,K,2,GB,CHI,3,3,100,54,2,2,0.00,2012
5,Adam Vinatieri,K,2,IND,MIN,3,3,100,53,2,2,0.00,2012
6,Jason Hanson,K,2,DET,SF,4,5,80,48,1,1,0.00,2012
7,Connor Barth,K,2,TB,NYG,2,2,100,52,4,4,0.00,2012
8,Garrett Hartley,K,2,NO,CAR,2,2,100,53,3,3,0.00,2012
9,Greg Zuerlein,K,2,LAR,WAS,3,3,100,42,2,2,0.00,2012
10,DJ Smith,K,2,GB,CHI,0,0,0,0,0,0,0.00,2012
11,Mike Nugent,K,2,CIN,CLE,2,2,100,39,4,4,0.00,2012
12,Blair Walsh,K,2,MIN,IND,2,2,100,51,2,2,0.00,2012
13,Phil Dawson,K,2,CLE,CIN,2,2,100,50,3,3,0.00,2012
14,Shayne Graham,K,2,HOU,JAX,2,2,100,37,3,3,0.00,2012
15,Steven Hauschka,K,2,SEA,DAL,2,2,100,25,3,3,0.00,2012
16,Shaun Suisham,K,2,PIT,NYJ,2,2,100,45,3,3,0.00,2012
17,David Akers,K,2,SF,DET,2,2,100,48,3,3,0.00,2012
18,Matt Bryant,K,2,ATL,DEN,2,2,100,42,3,3,0.00,2012
19,Jay Feely,K,2,ARI,NE,2,2,100,47,2,2,0.00,2012
20,Nate Kaeding,K,2,LAC,TEN,1,1,100,26,5,5,0.00,2012
21,Sebastian Janikowski,K,2,OAK,MIA,2,2,100,27,1,1,0.00,2012
22,Alex Henery,K,2,PHI,BAL,1,1,100,23,3,3,0.00,2012
23,Ryan Succop,K,2,KC,BUF,1,1,100,33,2,2,0.00,2012
24,Rian Lindell,K,2,BUF,KC,0,0,0,0,5,5,0.00,2012
25,Justin Medlock,K,2,CAR,NO,0,0,0,0,5,5,0.00,2012
26,Dan Carpenter,K,2,MIA,OAK,0,0,0,0,5,5,0.00,2012
27,Robbie Gould,K,2,CHI,GB,1,1,100,45,1,1,0.00,2012
28,Billy Cundiff,K,2,WAS,LAR,0,1,0,0,4,4,0.00,2012
29,Nick Folk,K,2,NYJ,PIT,1,1,100,38,1,1,0.00,2012
30,Rob Bironas,K,2,TEN,LAC,1,1,100,23,1,1,0.00,2012
31,Matt Prater,K,2,DEN,ATL,0,0,0,0,3,3,0.00,2012
32,Josh Scobee,K,2,JAX,HOU,0,0,0,0,1,1,0.00,2012
33,Dan Bailey,K,2,DAL,SEA,0,0,0,0,1,1,0.00,2012
34,John Potter,K,2,BUF,KC,0,0,0,0,0,0,0.00,2012
