Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Eli Manning,QB,2,NYG,TB,31,51,61,510,10,3,3,90,3,-2,-1,0,32.20,2012
2,Robert Griffin III,QB,2,WAS,LAR,20,29,69,206,7,1,1,86,11,82,8,2,31.44,2012
3,Michael Vick,QB,2,PHI,BAL,23,32,72,371,12,1,2,95,10,34,3,1,28.24,2012
4,Sam Bradford,QB,2,LAR,WAS,26,35,74,310,9,3,1,118,3,10,3,0,27.40,2012
5,Andy Dalton,QB,2,CIN,CLE,24,31,77,318,10,3,1,128,3,4,1,0,27.12,2012
6,Cam Newton,QB,2,CAR,NO,14,20,70,253,13,1,0,129,13,71,6,1,26.22,2012
7,Brandon Weeden,QB,2,CLE,CIN,26,37,70,322,9,2,0,115,2,6,3,0,24.48,2012
8,Drew Brees,QB,2,NO,CAR,31,49,63,325,7,1,2,72,2,0,0,1,24.00,2012
9,Matt Cassel,QB,2,KC,BUF,23,42,55,301,7,2,1,84,2,25,13,0,23.54,2012
10,Philip Rivers,QB,2,LAC,TEN,24,32,75,284,9,3,1,120,1,9,9,0,23.26,2012
11,Carson Palmer,QB,2,OAK,MIA,24,48,50,373,8,1,1,74,2,7,4,0,21.62,2012
12,Ryan Tannehill,QB,2,MIA,OAK,18,30,60,200,7,1,0,91,3,14,5,1,19.40,2012
13,Andrew Luck,QB,2,IND,MIN,20,31,65,224,7,2,0,107,4,21,5,0,19.06,2012
14,Ben Roethlisberger,QB,2,PIT,NYJ,24,31,77,275,9,2,0,125,0,0,0,0,19.00,2012
15,Matt Ryan,QB,2,ATL,DEN,24,36,67,219,6,2,0,102,6,19,3,0,18.66,2012
16,Tom Brady,QB,2,NE,ARI,28,46,61,316,7,1,1,80,1,-1,-1,0,18.54,2012
17,Ryan Fitzpatrick,QB,2,BUF,KC,10,19,53,178,9,2,0,120,4,34,9,0,18.52,2012
18,Alex Smith,QB,2,SF,DET,20,31,65,226,7,2,0,108,4,7,2,0,17.74,2012
19,Christian Ponder,QB,2,MIN,IND,27,35,77,245,7,2,0,115,3,7,2,0,17.50,2012
20,Kevin Kolb,QB,2,ARI,NE,15,27,56,140,5,1,0,82,5,17,3,1,16.30,2012
21,Josh Freeman,QB,2,TB,NYG,15,28,54,243,9,2,2,77,0,0,0,0,15.72,2012
22,Matthew Stafford,QB,2,DET,SF,19,32,59,230,7,1,1,79,2,10,5,0,13.20,2012
23,Tony Romo,QB,2,DAL,SEA,23,40,58,251,6,1,1,74,2,-1,-1,0,12.94,2012
24,Russell Wilson,QB,2,SEA,DAL,15,20,75,151,8,1,0,113,4,28,7,0,12.84,2012
25,Jake Locker,QB,2,TEN,LAC,15,30,50,174,6,1,1,65,2,21,11,0,12.06,2012
26,Joe Flacco,QB,2,BAL,PHI,22,42,52,232,6,1,1,67,0,0,0,0,11.28,2012
27,Aaron Rodgers,QB,2,GB,CHI,22,32,69,219,7,1,1,85,3,-6,-2,0,11.16,2012
28,Peyton Manning,QB,2,DEN,ATL,24,37,65,241,7,1,3,59,1,-1,-1,0,10.54,2012
29,Mark Sanchez,QB,2,NYJ,PIT,10,27,37,138,5,1,0,67,0,0,0,0,9.52,2012
30,Matt Schaub,QB,2,HOU,JAX,26,35,74,195,6,0,0,87,2,-3,-2,0,7.50,2012
31,Blaine Gabbert,QB,2,JAX,HOU,7,19,37,53,3,1,0,63,1,5,5,0,6.62,2012
32,Jay Cutler,QB,2,CHI,GB,11,27,41,126,5,1,4,28,1,12,12,0,6.24,2012
33,Tim Tebow,QB,2,NYJ,PIT,0,0,0,0,0,0,0,0,1,22,22,0,2.20,2012
34,Chase Daniel,QB,2,NO,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
35,Chad Henne,QB,2,JAX,HOU,2,2,100,23,12,0,0,115,1,0,0,0,-0.08,2012
