Player,Position,Team,Opponent,Points
Jason Hanson,K,DET,GB,0.00
Rian Lindell,K,BUF,LAR,0.00
Shaun Suisham,K,PIT,LAC,0.00
Stephen Gostkowski,K,NE,HOU,0.00
Alex Henery,K,PHI,TB,0.00
Nick Folk,K,NYJ,JAX,0.00
Justin Tucker,K,BAL,WAS,0.00
Josh Scobee,K,JAX,NYJ,0.00
Blair Walsh,K,MIN,CHI,0.00
Connor Barth,K,TB,PHI,0.00
Matt Bryant,K,ATL,CAR,0.00
Shayne Graham,K,HOU,NE,0.00
Robbie Gould,K,CHI,MIN,0.00
Greg Zuerlein,K,LAR,BUF,0.00
Sebastian Janikowski,K,OAK,DEN,0.00
Ryan Succop,K,KC,CLE,0.00
Jay Feely,K,ARI,SEA,0.00
New York Giants,DST,NYG,NO,15.00
Tennessee Titans,DST,TEN,IND,14.00
Los Angeles Rams,DST,LAR,BUF,13.00
Minnesota Vikings,DST,MIN,CHI,13.00
Green Bay Packers,DST,GB,DET,12.00
Indianapolis Colts,DST,IND,TEN,12.00
Los Angeles Chargers,DST,LAC,PIT,12.00
New York Jets,DST,NYJ,JAX,11.00
Denver Broncos,DST,DEN,OAK,9.00
Tampa Bay Buccaneers,DST,TB,PHI,8.00
Dallas Cowboys,DST,DAL,CIN,8.00
San Francisco 49ers,DST,SF,MIA,8.00
New Orleans Saints,DST,NO,NYG,6.00
Cincinnati Bengals,DST,CIN,DAL,6.00
Jacksonville Jaguars,DST,JAX,NYJ,6.00
Oakland Raiders,DST,OAK,DEN,5.00
Washington Redskins,DST,WAS,BAL,5.00
New England Patriots,DST,NE,HOU,5.00
Detroit Lions,DST,DET,GB,5.00
Carolina Panthers,DST,CAR,ATL,5.00
Buffalo Bills,DST,BUF,LAR,4.00
Miami Dolphins,DST,MIA,SF,4.00
Baltimore Ravens,DST,BAL,WAS,4.00
Chicago Bears,DST,CHI,MIN,4.00
Kansas City Chiefs,DST,KC,CLE,2.00
Philadelphia Eagles,DST,PHI,TB,2.00
Atlanta Falcons,DST,ATL,CAR,0.00
Pittsburgh Steelers,DST,PIT,LAC,0.00
Houston Texans,DST,HOU,NE,-1.00
Arizona Cardinals,DST,ARI,SEA,-1.00
